cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
0,"si-
Jencioso",Jencioso,,,,,,,,,,,,,,,,
1,"mis
nha","mis
nha cara","tis
nha","mis
nistro","ti-
nha",,,,,,,,,,,,,
2,Tremo,ceremonia,Tremi,,,,,,,,,,,,,,,
3,ur,sussurra,jury,calembourg,Curvei,Bu,Houris,Escriptura,Saturno,Europa,,,,,,,,
4,tricto,victoria,"Fei-
toria",Historia,Victoria,victoria da primeira,theori,umá victoria,,,,,,,,,,
5,Quça,Leça,Qu,Quçamos,,,,,,,,,,,,,,
6,Prompt,Rompia,Promptos,,,,,,,,,,,,,,,
7,Cam-,AGGRAVAM-SE,Campo Pequeno,Pozeram-me,"Cam-

ã",campinas,,,,,,,,,,,,
8,hypocrisia,iypocrisia,,,,,,,,,,,,,,,,
9,Ailicec,Cecilia,Cecis,lecilia,Gecilia,Santa Cecilia,zes Cecilia,Pobre Cecilial,,,,,,,,,,
10,Mr.,cg,proprio Mr.,MR,,,,,,,,,,,,,,
11,Ta,taboa,la Tais,syntaxe,Falta-nos,Salta,Tableau,Tambem,Cedofeita,Vomitam,lucta,Tamisa,— Talvez,Quarta,,,,
12,Pupos,pos-,Apostemos,Posso,Lypos,Mos-,,,,,,,,,,,,
13,Aquelle,m'aquelle,aquelle,aquella,N'aquelle,Ha n'aquelle,Paquelle,bairro de Cedofeita aquelle,nºaquelle,n'aquelle,"aquella pos
bre",saír d'aquelle,Aquella,Aquellas,,,,
14,Creia,eia,"Jei

XXVII",Crimeia,Dorotheia,eia visivel,Eia,Leio-o,Creiam-me,,,,,,,,,
15,Delicadas,Gadas,Applicadas,PUBLICA,Felice Romani,,,,,,,,,,,,,
16,rua dos Inglezes,"rua
dos Inglezes","rua dos
Inglezes",sta ingratidão,,,,,,,,,,,,,,
17,surprendia,India,Surprende,Incendiar,,,,,,,,,,,,,,
18,Cuida,biscuit,Cuidas,Juizo,Thebaida,Cuidei,,,,,,,,,,,,
19,Quer-me,Quererias,Espere,Queres,eres,Querem,Quero,,,,,,,,,,,
20,Mettia,Promettia,prometter,Prometto,commetter,jomem,Prometterei,Butterfly,,,,,,,,,,
21,ichard,Erhard,Guichard,bom Charles,,,,,,,,,,,,,,
22,cença,Doença,loença,Doe,dillerença,,,,,,,,,,,,,
23,Trai larai,larai,Trai la rai,"larai lai
Trai",Trai lari,Lara,arraiães,la rai,Trai larai lai,,,,,,,,,
24,Conhece,Reconhecera,Reconheceu-os,Desconheço-te,Conheceu-a,,,,,,,,,,,,,
25,somma avultada,somma,Mm,,,,,,,,,,,,,,,
