cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
0,mone,Io monet,Rone,Ayg,mons,Barcelone,Monvel,,,,,,,
1,alle,l'9e,olle,valley,Allemand,,,,,,,,,
2,leresle,A0,parlerei duhaut,mysleres,.:,colere,leslevres,,,,,,,
3,Vandenesse,sv,Cus,gonesse,Yandenesse,Vandenessse,craoye,,,,,,,
4,"A BILiAIRE,- Lae Majeur",Iai,lac Majeur,E,,,,,,,,,,
5,vis-l-vis,louna,sot vis-l-vis,Bux-Vives,,,,,,,,,,
6,Genbve,Genre,nuit2,gena,Genbeve,Mfadr,,,,,,,,
7,manuela,aelaon,Hoffmann,,,,,,,,,,,
8,Doubs,douzibeme annee,du Doubs,,,,,,,,,,,
9,serva,lObservance,f2es,reserve,,,,,,,,,,
10,lannes,nnes,nesiue,ennes,ii,la288,,,,,,,,
11,gne,gnagne,Gigogne,Je0me,A]g,pr,Digne,tyhee gare-Gagne-,Agnes,,,,,
12,Vernou,"ge,;g",aa over,aix,severe,Felicien Vernou,,,,,,,,
13,lAngleterre,Angleterre,,,,,,,,,,,,
14,Touches,Vauchel-,s6,touch,Comite-Boucher,,,,,,,,,
15,Beau-,beaune,]- Ohl,Beauffremont,ye,beauce,Lune,,,,,,,
16,Rh,Marie-Angelique,Marie-Angelique de Granville,Angelique,Angeliquo,Be-annon,,,,,,,,
17,bingen,tr6s,Nucingen,Songe,pingeuieues,gg,,,,,,,,
18,aikGi,oroiuio,fl,EL.E2E,Froide,,,,,,,,,
19,Quotidienne,vienne,Vienne,Sicilienne,bienne,tiennes7,liennes,Chilienne,Etienne,Mn,mienne i-de A,opiennriiaaoiai-ioeaitioe,,
20,Brie,Muriel,brin,Mairie,lIndustrie,Briinen,,,,,,,,
21,lumieressur,Freres,spheres,riviberes,uo,Ceres,,,,,,,,
22,corpe,le Corso,Corso,veolia corse,,,,,,,,,,
23,gggegee,geegggeegee,Io,gggegiye,Mu,gAgegeeg2,,,,,,,,
24,braset,Ras-,He,Gymnase,sg]ie,,,,,,,,,
25,Son-,Con-,conflee,congo,Chalon-,,,,,,,,,
26,B,laVilla-Diodati,Villa-Diolati,Villa-Diodati,Iod,eg,,,,,,,,
27,Bourg,Bourse,e,Strasbourg,Saxe,,,,,,,,,
28,Phiilomene,Hhilomene,Philomene]. - A,Philomeno,Philomene,Pbilomene,,,,,,,,
29,sausaiianta,enfant.-,Nantua,Hutts,Anti,Pendants,Brabant,,,,,,,
30,voyais,Jr0me,laquais,Jamais,Pais,Aa,Chais,Fantaisie,Gi'i'ii,,,,,
31,thurins,Asilotinsie,LVE,asie-ee,Neanmoins,,,,,,,,,
32,vire,cachemire,R MIcuB,Irent,le caire,,,,,,,,,
33,Ga1,Emilio,folio,Humilie,gPs,I,,,,,,,,
34,Qui,Pouiqui,Quinzi,nequin,,,,,,,,,,
35,pognie,Na-,monie,Moniteur,Sidonie,lironie,,,,,,,,
36,Lons-le-Seul-,atGG7-lE:2,Le-,haut-le-corps,,,,,,,,,,
37,Raoul,Soulas,missouri,soudan,h6-,Sous-che,,,,,,,,
38,5G:::l,amur,"G1:::,%",el,aGG1:::EA2EE,,,,,,,,,
39,Talma,d'Italie,l'Italie,ItALIE,alienee,l Italie,IL A h0pital,Italiens,Italien,Italiennes,italie,Italienne,palo,Italie
40,Londres,blonde,Simplon,londres,,,,,,,,,,
41,HOtel-de Ville,Ville,ave 1 Ville,BiEnville1,Villes,Watleville,Granville,maison Wattoville,seville,Coalville,neville,,,
42,iiisi,riis,isiG,Es,egypte,,,,,,,,,
43,alpes,Alpes,N,occupes,A g ly,apes,,,,,,,,
