cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215
-1,chezla,got,Combien,Lu-,.L,Montcornet,lannes,mer de Francesca,lumieressur,aelaon,S,"gende-
des monceaux",appa-]-Bt,Savais,Jura,B,]- Ohl,"aa-inieooseeseese 1.%,,lg",Wiland,Granet,Quotidienne,thurins,succomha,Versailles,serino,toile de Ilollandel,Desir,Iir,l'9e,voyais,Asilotinsie,A0,Tre Monasteri,rue Feydeau,Saint des Saints.-Il,beacoup,com-],adji 'i  hiiiii ra i,Pareille,rue du Perron,popre,Lesprit,Comdie Iuaine,HOtel-de Ville,cGGEiiiGG,douzibeme annee,National,Avez,h letiquette creek,iiisi,rue de Ne-,Tuileries,GiiiG,parlerei duhaut,abb Giroud,Beauffremont,oommiine aee,eeere us he,patti,Gigogne,louna,decoloree,Lh,riis,Bayeux,is,Marseille,MIa-,rohe de chambre de merinos,Phi-,ivartisseent,Chantonnay,porte du boudoir,gniono o sor io nr con gri n in-NE FILLE DE,media-Frangaise,"Paris d
Bilan",Rubens,Tances,io vex pretrs,Hollandais,ne-,Gersau,cuduie,giitantBesangan,Besacon,Simplon,Gii,folio,lesracines,Impartial,Sols,"g.leeggegg,,g,-,g,]L",Watleville,riviberes,naivemenl Francesca,Jardin des Plantes,rue Saint-Lazare,Naurais-ie,comnime pet,oiecproeneni,alienee,tour dujardin,Mairie,"Fe-
Ln confidenee faito",reputalionsee,la Havane,uo,Lenain,germanico-gallique,fus-e muette,missouri,lac de ] ture,rini etait marie,laborde,nii di a inpenare,auberge du Cygne,emneieshonmesi,A]g,hino carmelo  our hommes,Sicile,Comite-Boucher,.m',septiemeiour,Alhel,Granville,Gloria,Iod,vnioneseneiuiisrmo,Gouvernement,Gymnase,Monvel,Montemnisselle,A g ly,laquais,Wyiriciinie dirig,Epictele at Spar-,aceomhpee,Bagage,gonesse,IL A h0pital,caleche Francesca `divinemiint,colere,Lombardie,la paulo,grosses,"La  e et
meuse heritiere de Besancon",Fran-,moselle de Watteville,Arraiolos,Caroline,D,mepriseras:- Ble,"en,-';;g",Desenchanfe-,aGaiGrGGi,Rupt,E:;:e,Magistrature,asie-ee,g2le.eliii-iGC,R MIcuB,Vierge,gteleygee,L SIecLE,Experience,Partemental,relaient  Rodolpheles,esder,atGG7-lE:2,Mfadr,Secou-,trne,Brabant,reserve,dillicilo,st l petit,apon,sIGGIl.iGiaGiGi,reunion,Gramont,Redorer,h Iedm-,abeir,Barbe-Bleue,Shyloek,lez-vo il y0r,maison Janrenaud,Communal,Naturellement,Crois-tu,sortileges,singuliere,Philo-,Lettes,mienne i-de A,st sa,io ae tier,Flori-,Le-,Hoffmann,Chaulieu,Femme,"yeu
e narais wanais cru",A,ai reni ii,le caire,texas,Tympan,Irlande,Genese,GiGGiiiridf,bapaume,opiennriiaaoiai-ioeaitioe,Florence,"g2,-.g",Iimniiie
0,pn,l1,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,e,.'f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E,W,P,I,t0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,N,p6-,s6,h6-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sv,D5,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Naha aeii m me p nuit,nuit2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,malgre,Malgre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Ro-,Suppo-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Europeen,europe,l'Europe,lEurope,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
