cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0.0,Vois,Voilà,Sois,,,,,,,,,,
1.0,Bambin,Bamba,,,,,,,,,,,
2.0,Comprenez,Comprends-tu cela,Venez,Étenez,,,,,,,,,
3.0,Fougeroux,Jugez,Pérou,,,,,,,,,,
4.0,Alfort,Infortunes,École d’Alfort,,,,,,,,,,
5.0,LES,Naples,îles Marquises,sûles,,,,,,,,,
6.0,mans,la manche,Lakçamana,,,,,,,,,,
7.0,voyais,Voyez,sais,niais,,,,,,,,,
8.0,Vienne,Algérien,Ancienne,,,,,,,,,,
9.0,m'’effraya,m'’entraînant,égaya,,,,,,,,,,
10.0,RCE,Porcelaines,RCE S ON,,,,,,,,,,
11.0,"L dé

 

RER R RER",dr rs,RER R RER,""" -

Re",,,,,,,,,
12.0,Signe,Guigne,Araignée,bésigne,,,,,,,,,
13.0,hôtel Palois,Palois,"hôtel
Palois",hôtel Pilotis,,,,,,,,,
14.0,"Pt

 

 

 

LL",LT LS,,,,,,,,,,,
15.0,Brave,Bravo,,,,,,,,,,,
16.0,Écoutez,Amour,Courage,Touraine,Agen,Çdura,,,,,,,
17.0,Grand-Cercle,Petit-Cercle,Grand-Orient,,,,,,,,,,
18.0,salie!.,Italie,Italiens,Nathalie,Hospitalier,Italien,l'Italie,,,,,,
19.0,Mademoiselle,"-

Moi",mois!.,Cadet,,,,,,,,,
20.0,boulevard Montparnasse,Montparnasse,théâtre Montparnasse,,,,,,,,,,
21.0,sabré,brésil,,,,,,,,,,,
22.0,bourrée,Luxembourg,beurrées,,,,,,,,,,
23.0,Précédé,Prés,,,,,,,,,,,
24.0,gros Serrières,Sèvres,serrure,LS So,Serrières,tapissères,,,,,,,
25.0,Nous vivions,CLEFS DE M. VIOT,"march

de café",VIOT,,,,,,,,,
26.0,"ENLÈVEMENT 221

LE LL LPS Tu

 

 

Pme",LL LL Sd,Pme,LL LPS,"ENLÈVEMENT 217

d / e SI LE D

 

Pos",,,,,,,,
27.0,Anastasie,mastoïdes,Gymnase,Rana-Valo,Anastagille,,,,,,,,
28.0,Rime,estimez,,,,,,,,,,,
29.0,rue Lanterne,Rue des Dames,rue des Dames,rue de Lille,Jardin des Plantes,,,,,,,,
30.0,"Tes

l’air",A l’aube,,,,,,,,,,,
31.0,Quartier-Latin,Quartier Latin,"Quartier
Latin",Quartier-,"Quartier
Latin!",Latin,,,,,,,
32.0,Sceaux,Pruneaux,bordeaux,Beaux,,,,,,,,,
33.0,Prairie,la Prairie,,,,,,,,,,,
34.0,Grenelle,Chelle,tonnelle,Sonne,,,,,,,,,
35.0,le Midi,noble n’,Midi,,,,,,,,,,
36.0,veux-tu,Eux,,,,,,,,,,,
37.0,Saint-Théophile,église Saint-Pierre,Saint-,Saint-Pétersbourg,Saint-Esprit,Saint-Nizier,Saint-Pierre,rue Saint-Benoît,Saint-Emilion,Saint-Cloud,,,
38.0,Daniel,Germanie,Palerme,,,,,,,,,,
39.0,Port-au-Prince,principal,principal n’,,,,,,,,,,
40.0,Carmélites,lit n’,TES,Amalécites,,,,,,,,,
41.0,DAME,Dame,,,,,,,,,,,
42.0,Trouves-tu mon Muguet,"Es-tu
retourné",Muguet,,,,,,,,,,
43.0,mitra,Travaille,lilas,As-tu bien travaillé,,,,,,,,,
44.0,Roberte,Emporte,Robinson,,,,,,,,,,
45.0,Tolocototignan,tolocototignan,Toloco-,,,,,,,,,,
46.0,"FETE

AE",LA BÊTE A BON DIEU,"LA BÊTE A BON DIEU

Quoi donc ?

LE PAPILLON",LA BÊTE À BON DIEU,LA BÊTE A BON,,,,,,,,
47.0,Perroquet,du Nord,"Pierrotte!

Pierrotte",Pierrotte,"BABAROTTES 17

LS","Pierrotte…
Est",Pierrotte s’,Mile Pierrotte,Mie Pierrotte,,,,
48.0,Attention,Attends,Religion,,,,,,,,,,
49.0,"mer

 

 

 

 

LE ROMAN DE PIERRETTE","mer

 

 

 

 

LE ROMAN",80 LE,,,,,,,,,,
50.0,"CHOSE

Tr

 

 

 

tot",Chose,"CHOSE

RSS RER E SE R",A TRUE,oo ot oo todo,,,,,,,,
51.0,ILE,MIle,Filet,,,,,,,,,,
52.0,SAUMON,SAUMON 175,Saumon,,,,,,,,,,
53.0,Languedoc,Langlumeau,,,,,,,,,,,
54.0,Raspail,Embrasse,m'’asseoir,tueras là-haut,,,,,,,,,
55.0,APE D Bit,pyramide d'Egypte,Egypte,,,,,,,,,,
56.0,—- Bonjour,Anjou,Bonsoir,,,,,,,,,,
57.0,Magasin-,Magasins,,,,,,,,,,,
58.0,Écris,Nécro-,Cristaux,,,,,,,,,,
59.0,"RÊVE 229

D",RÊVE,,,,,,,,,,,
60.0,Karatçala,Scarabées,Escargots,,,,,,,,,,
61.0,Barbette… Allons!,Barbette,Barbette!.,,,,,,,,,,
62.0,Figurez,Malheureuse-,guipure,songeuse,,,,,,,,,
63.0,Palais-Royal,Mathurin,Palais-Mazarin,,,,,,,,,,
64.0,Chardon,Pardon,,,,,,,,,,,
65.0,Rhône,le Rhône,Le Rhône,,,,,,,,,,
66.0,Lombards,Colombine,Combien,,,,,,,,,,
67.0,aimais,J'aimais,J'ai,,,,,,,,,,
68.0,Montez,Montélimar,Mont-,mont-de-piété,Montmartre,,,,,,,,
69.0,Fer,"FER 97

Sd",,,,,,,,,,,
70.0,Bhagiratha,m'’invitait,m'’introduire,m'’inspiraient,m'’écrivaient,n'’irai,,,,,,,
71.0,Quels,Laquelle,Bouzanquet,Quelque,Mécalque,Quelquefois,Jacques,,,,,,
72.0,Petit Chose,baie de Naples,"S

Je dois dire","Bibliothèque nationale de France

4 LE PETIT CHOSE

ro

 

DE

 

 

 

S

Je dois dire",Toto do do dd,160 LE PETIT,,,,,,,
73.0,recopiât,Bach’,Pacheco,crachaïet,Perrache,,,,,,,,
74.0,"Bati-
gnolles",Batignolles,Récollets,,,,,,,,,,
75.0,Comédie-Française,Comédie,Théâtre-Français,,,,,,,,,,
76.0,clocher de Saint-Germain,Saint-Germain-des-,Saint-Germain,Maine,Maintenant,Saint-Germain-des-Prés,Prés-Saint-Gervais,romains,,,,,
77.0,Angélus,les Angélus,,,,,,,,,,,
78.0,Parole!.,Souwaroff,Chauve-Souris,,,,,,,,,,
79.0,poète!.,honte!.,,,,,,,,,,,
80.0,"Ps

A ii

D","PAS

 

 

A

de Boucoyran",Lyon,Boucoyran,,,,,,,,,
81.0,Cunocépa,Océan,,,,,,,,,,,
82.0,Chenilles,Les Chenilles,S CR,,,,,,,,,,
83.0,Lala-toul,trompe-la-mort,Fanfan-la-Tulipe,,,,,,,,,,
84.0,Regardez,gardes-du-corps,,,,,,,,,,,
85.0,jusqu’,qu’,Jusque,,,,,,,,,,
86.0,Garlande!.,Inde,Sarlande,Garlande,Irlandais,chemin de Garlande,Sar-,,,,,,
87.0,Faust,Moustier,Poussé,,,,,,,,,,
88.0,Fouette,Alouette,Bloui,Lanouette,,,,,,,,,
89.0,"CRISTAUX
Ancienne Maison Alouette

|
|
|
ASSIETTE ET PIERROT",Passions,Grossiers,Impossible,Assiette,ASSIETTE,,,,,,,
90.0,Cassagne,Champenoise,sur-le-champ,d’Espagne,champagne,,,,,,,,
91.0,Cévenol l’,Cévenole,Cévennes,Cévenol,,,,,,,,,
92.0,"Coucou-
Blanc",Mile Coucou-Blanc,Coucou-,COUCOU-BLANC,Blanc,Coucou,Coucou-Blanc,Coucou-Blanc!.,,,,,
93.0,théâtre de Paris Quant,théâtre de Paris,,,,,,,,,,,
94.0,Sais-tu qu’,croisée,Crois-tu,Vois-tu!,,,,,,,,,
95.0,Parthénon,Annot,Annon,,,,,,,,,,
96.0,Neuf-des-Papes,Château-,"Château-
Neuf-des-Papes",,,,,,,,,,
97.0,Tiens,Charivaris,Paris,Parisien,Parisiens,,,,,,,,
98.0,Bretagne,la Bretagne,,,,,,,,,,,
99.0,Alsace,Alsacien,,,,,,,,,,,
100.0,s’entr’,-je,Entrerai-je,Voudrait-,,,,,,,,,
101.0,Pie,Cahier,Ser-,Nizier,Pier-,Mlle Pier-,,,,,,,
102.0,Vallée,Mlle,Allez,,,,,,,,,,
103.0,Chers,du cher,Mon cher,Cher,,,,,,,,,
104.0,Marsala,Conseille,Marseille,soleil,,,,,,,,,
105.0,rue Saint-Guillaume,Saint-Guillaume,Fouillant,"rue
Saint-Guillaume",,,,,,,,,
106.0,Polichinelle,Coquine,Chinois,Chine,,,,,,,,,
107.0,Sitôt,critérium!.,Université,Vive,,,,,,,,,
108.0,m'’allait,m'’appelait,Te rappelles-tu,m'’appelais,,,,,,,,,
109.0,collège de Garlande,"collège de
Garlande",collège n’,collège cèlèbre,collège de Lyon,Vieux-Collège,collège de,,,,,,
110.0,Vendredi,Bandit,Rendez,cendis,,,,,,,,,
111.0,LA D,victoria,victoria de la dame,,,,,,,,,,
112.0,Réfléchissez,suisse,PA fesse RD,,,,,,,,,,
113.0,Soubeyrol,ronfla,Peyron,,,,,,,,,,
114.0,Lovelaces,Place!,,,,,,,,,,,
115.0,Bernerette,cette Bastille,goutte,Musette,Mne Evyssette,,,,,,,,
116.0,l'Afrique,Afrique,,,,,,,,,,,
117.0,Chili,Lamartine d’Elvire,Philistine,,,,,,,,,,
118.0,trouverez là-bas des amis,irons /à-bas,Bas,Ià-bas,ner là-bas,,,,,,,,
119.0,Dsnemeete- Di,Men,Limoux,Confusément,"Limoux
Seulement",,,,,,,,
120.0,Vatel,kakatoès,Observatoire,,,,,,,,,,
121.0,Notre-Seigneur,Seigneur,,,,,,,,,,,
122.0,Caveau,Avez,Savez,,,,,,,,,,
123.0,Le Rosellen,Rose,Rosellen,,,,,,,,,,
124.0,Rome,Providence,Arrêtez,Promettez,,,,,,,,,
125.0,guide-ballon n’,Papillon,PAPILLON,"PAPILLON

Je crois bien!","PAPILLON

C’","PAPILLON

On l’",Grillon,"PAPILLON
Es-du bête!

Si",cimetière des Papillons,"PAPILLON
Chut","PAPILLON

Est",Pilons,"PAPILLON S
Ah!"
126.0,Beaucaire,Désir-de-plaire,RER,TIRER,,,,,,,,,
127.0,miséra-a-ble!,Prise,Pise,Mise,,,,,,,,,
128.0,"place des
Terreaux",Angleterre,terrifi,Constern-,Nanterre,D TER,terre,,,,,,
