cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
0,Vois,voyais,Ê,Voilà,"-

Moi",Voyez,Sois,mois!.,Bonsoir,,,,,,,,,
1,Po,poète!.,Impossible,Emporte,Poussé,,,,,,,,,,,,,
2,Fougeroux,Jugez,F,Pérou,Souwaroff,Limoux,,,,,,,,,,,,
3,Alfort,Infortunes,École d’Alfort,Or,,,,,,,,,,,,,,
4,À,LES,Chenilles,Naples,Scarabées,"Bati-
gnolles",Batignolles,Les Chenilles,îles Marquises,sûles,80 LE,È,,,,,,
5,RCE,Grand-Cercle,Turc,Porcelaines,«Ce,S,RCE S ON,Petit-Cercle,Nice,,,,,,,,,
6,Signe,Guigne,Sitôt,Notre-Seigneur,Araignée,bésigne,A,Seigneur,,,,,,,,,,
7,hôtel Palois,Palais-Royal,Palois,"hôtel
Palois",hôtel Pilotis,,,,,,,,,,,,,
8,Angélus,Languedoc,Langlumeau,les Angélus,Génès,lui!.,,,,,,,,,,,,
9,salie!.,Italie,Italiens,lit n’,Algérien,Nathalie,Hospitalier,Italien,l'Italie,,,,,,,,,
10,Î,L’,A l’aube,l’,,,,,,,,,,,,,,
11,boulevard Montparnasse,Montparnasse,Passions,Embrasse,Lx,Gymnase,théâtre Montparnasse,PA fesse RD,,,,,,,,,,
12,TS,Escargots,P TS,,,,,,,,,,,,,,,
13,Amour,bourrée,—- Bonjour,Çdura,Luxembourg,beurrées,,,,,,,,,,,,
14,Rome,Rogé,"mer

 

 

 

 

LE ROMAN",trompe-la-mort,Ë,Promettez,,,,,,,,,,,,
15,Sd,Lo,guide-ballon n’,Papillon,PAPILLON,"PAPILLON

Je crois bien!","PAPILLON

C’","PAPILLON

On l’",Grillon,"PAPILLON
Es-du bête!

Si",Cap,cimetière des Papillons,C’,"PAPILLON
Chut","PAPILLON

Est",Pilons,"PAPILLON S
Ah!",tapissères
16,Rue des Dames,rue des Dames,pyramide d'Egypte,estimez,Toto do do dd,victoria de la dame,,,,,,,,,,,,
17,Désir-de-plaire,Prairie,la Prairie,m'’inspiraient,n'’irai,Grand-Orient,,,,,,,,,,,,
18,j’,,,,,,,,,,,,,,,,,
