cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0.0,charbon.t6,Bonsoir,,,,,,,,,,
1.0,buis-l,S-r S-l e,Crois-tu,buis,,,,,,,,
2.0,ine1,ne186,Copine,Nosine,,,,,,,,
3.0,"A -.4
e.
s4
 ¬
e’","a5 d
¬
en et de  e ’ n e pr","S  d
’

a.",N  e,"S e de l e lA dſ en e t
tieſ
1","P

’ 
s",,,,,,
4.0,VI1PLAGE,OY VILLAGE,"de1
-

MON VILLAGE",MO vILLAGE,IL vILLAGE,"Rose
MON VILLAGE",MI0N VILLAGE,vILLAGE,MO N VILLAGE,GION VILLAGE,CISION VILLAGE,
5.0,Saint-Brunelle,Saint-Brunclle,"Saint-
Brunelle",Saint-,"Tout
Saint-Brunelle",Brunelle,,,,,,
6.0,Decins,decoree,Notre medecin,,,,,,,,,
7.0,Palais-Royal,palais-Royal,,,,,,,,,,
8.0,prechez,precher,Cachez,,,,,,,,,
9.0,queue-leu-leu,Garde-les,,,,,,,,,,
10.0,Tiens,"sa-
christie",sens.0N,,,,,,,,,
11.0,Tellier,Cellier,FRUCTUEUx COLLIER,,,,,,,,,
12.0,Tache,chette,montagne blanche,Frotte,,,,,,,,
13.0,"eſ  r e
 i","L ’
t e 2","S’
tSee",,,,,,,,,
14.0,S-e ’e3,S-e ’,S-e,,,,,,,,,
15.0,"De-E
S-","-E-e
2",,,,,,,,,,
16.0,Savoyard,Voyez,,,,,,,,,,
17.0,Sylvain,Poulains,fontaine Sainte-Radegonde,,,,,,,,,
18.0,Perdues,ues¬,Paques,,,,,,,,,
19.0,Honnete,Bonnets,tete,garonne,colonne Vend0me,,,,,,,
20.0,beni,Berenice,Artaban,Veeree3,Denis,nice,,,,,,
21.0,union,destination1,Est,,,,,,,,,
22.0,ca rcjouit,La ratp¬.,t6t  la danse,,,,,,,,,
23.0,Nom-de-Nom,lh-dessusAotyde-,e-de,de-Nom,,,,,,,,
24.0,ile idle e,ILe metier,isle f s3,,,,,,,,,
25.0,Tour-,Norne,dragon,Tournez,,,,,,,,
26.0,Seuil-,endeuille,couseuses,,,,,,,,,
27.0,"De S   e
eee e",mer dee ee dl,S  e,"De s’ter
-!",,,,,,,,
28.0,Voie,Voil,,,,,,,,,,
29.0,Norine,brin,Norinc,,,,,,,,,
30.0,Devise,Devinez,,,,,,,,,,
31.0,Carriere-Fondue,carrieres,Chanvrier,,,,,,,,,
32.0,L-------,I------------,pays.r---,g-----,t------------------------,LL-.----------==-=x=-MON,,,,,,
33.0,du Nord,M01SSONl,Nord,courtil de Nordine,maison de Nordine,Nordine,,,,,,
34.0,E E,eSe e e e e,"S  e et  e¬
e eaa e e t",i’leglise eſde,ſ’e e e,L a’e e,"S’et1
Je ſet e de en¬",rss  de e e,"de e ere e e de e eſe
Je 
le
b",eE  e i e,E e’e’,perle  e e l et de nierie e
35.0,couvent Brugnon,pre Brugnon,pr Brugnon,,,,,,,,,
36.0,etais,lEtat,,,,,,,,,,
37.0,Rose etait,Roseet,Rosel,Rose,,,,,,,,
38.0,pre Roux,leproux,,,,,,,,,,
39.0,D6sire,Desire,Dsirce,,,,,,,,,
40.0,"Origine
Pauvre",Ouvrezl,oRIGine,paule,,,,,,,,
41.0,Parisiens,Par,Parisien,Paris,,,,,,,,
42.0,venir?MON V1LAGE,MON v1LAGE,MON V1LAGE,VI1LAGE,IIlMON V1LAGE,V1LAGE,MO N V1LAGE,MoN V1LAGE,M1ON V1LAGE,GION V1LAGE,,
43.0,bras-le-corps,Ml'aimeras-tu,barras-lh,As-,,,,,,,,
44.0,"ecole
 S¬",soleil,Le soleil,,,,,,,,,
45.0,Presse,Reste,Pres,,,,,,,,,
46.0,Morlincoutt,Mlorlincourt,Martincourt,Morlincourt,Arrive h Morlincourt,Morlincourt tot,berlin,,,,,
47.0,pied¬,MI0N,piece,,,,,,,,,
48.0,Assure,Assis,Cassiopeel,Basset,,,,,,,,
49.0,reille,VIEILLE,veille.1,Allez,,,,,,,,
50.0,ete poltron,Perpetue,lapetiote  Perpetue,PETIT1ON,"erP¬
 
E",,,,,,,
51.0,Clarisse,Manot,"Clarisse
Manot",,,,,,,,,
52.0,ieee¬,Eeeeile,eee¬,,,,,,,,,
53.0,Agreez,a Agreez,,,,,,,,,,
54.0,Riez,maroc,Maman,Lamariee,,,,,,,,
55.0,France Tiens,Fran-,France,la France,,,,,,,,
56.0,Inou,mre h Toinon,toi,Toinon,,,,,,,,
57.0,Ch' muguet,Jacquet,,,,,,,,,,
58.0,peri,ter d'etre,nimitz,Percuter,Figurez,pecter,,,,,,
59.0,t-on Ftt-cel,Cel-,,,,,,,,,,
60.0,bine de Therese,S re,p re de’,mre Denis,,,,,,,,
61.0,lſvie,vienne,HIer,Vierge,,,,,,,,
62.0,Ceran,Cran,,,,,,,,,,
63.0,L]MADAME,Cadet Lambin,blay,blame,,,,,,,,
64.0,"compagnes,-",Comprenez,Venez,,,,,,,,,
65.0,"Fee e   da  ei ſieiſieee
i",A e,Fee e   da  ei,,,,,,,,,
66.0,Arman-,Armandie,Vermand,,,,,,,,,
67.0,Entendez,enterrement198,,,,,,,,,,
68.0,Jean-,mitan-c0te,Jean-Claude,,,,,,,,,
