cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220,elem_221,elem_222,elem_223,elem_224,elem_225,elem_226,elem_227,elem_228,elem_229,elem_230,elem_231,elem_232,elem_233,elem_234,elem_235,elem_236,elem_237,elem_238,elem_239,elem_240,elem_241,elem_242,elem_243,elem_244,elem_245,elem_246,elem_247,elem_248,elem_249,elem_250,elem_251,elem_252,elem_253,elem_254,elem_255,elem_256,elem_257,elem_258,elem_259,elem_260,elem_261,elem_262,elem_263,elem_264,elem_265,elem_266,elem_267,elem_268,elem_269,elem_270,elem_271,elem_272,elem_273,elem_274,elem_275,elem_276,elem_277,elem_278,elem_279,elem_280,elem_281,elem_282,elem_283,elem_284,elem_285,elem_286,elem_287,elem_288,elem_289,elem_290,elem_291,elem_292,elem_293,elem_294,elem_295,elem_296,elem_297,elem_298,elem_299,elem_300,elem_301,elem_302,elem_303,elem_304,elem_305,elem_306,elem_307,elem_308,elem_309,elem_310,elem_311,elem_312,elem_313,elem_314,elem_315,elem_316,elem_317,elem_318,elem_319,elem_320,elem_321,elem_322,elem_323,elem_324,elem_325,elem_326,elem_327,elem_328,elem_329,elem_330
-1,Jean-Claude,mitan-c0te,Sites,Es,Comprenez,paule,"a5 d
¬
en et de  e ’ n e pr",Voyez,leproux,VI1PLAGE,mer dee ee dl,Berenice,PETIT1ON,pre Roux,Voil,cus,bras-le-corps,Veeree3,-F,"Saint-
Brunelle",Norine,m-,perle  e e l et de nierie e,Av,GION V1LAGE,Q,IL,Lamariee,Eſss,de-Nom,¬5,A’5,i17,e.-¬ſ,Cadet Lambin,Brunelle,"de1
-

MON VILLAGE",Vierge,blame,Armandie,S re,Assure,le’,-eeAi,L2,lh-dessusAotyde-,.4o,Est,M1ON V1LAGE,maroc,"I
E¬",Ia,Tournez,Riez,eSe e e e e,.l,A1,"De s’ter
-!",piece,Cran,la France,t6t  la danse,"Es 

2é",Ceran,A e,Bonnets,"Clarisse
Manot",O,"S e de l e lA dſ en e t
tieſ
1",pecter,barras-lh,Reste,rer,V',du Nord,Fran-,eE  e i e,"compagnes,-",ficux,¬1,S  e,etais,Sylvain,ile idle e,chette,Desire,Le soleil,n¬,Fee e   da  ei,Artaban,HIer,endeuille,"ru
’A",precher,S,¬¬,Pres,Martincourt,-.s,MO N VILLAGE,Tache,Arrive h Morlincourt,ieee¬,Toinon,p re de’,lapetiote  Perpetue,Tiens,Paques,venir?MON V1LAGE,Crois-tu,ues¬,Ml'aimeras-tu,CISION VILLAGE,ſe,OY,Vermand,g2yI,dragon,fontaine Sainte-Radegonde,vienne,colonne Vend0me,pays.r---,1(3,"L ’
t e 2",VE,Aa,Seuil-,MI0N,-:¬,Basset,France Tiens,Voie,ete poltron,Assis,rs,sT 1,La ratp¬.,"Origine
Pauvre",nimitz,E,prechez,ILe metier,vILLAGE,charbon.t6,ger,"S’
tSee",c0,J',Morlincoutt,i’leglise eſde,Ai,Garde-les,AL,V1LAGE,France,Avez,e-de,ue5,Saint-,Honnete,Venez,As-,F,N  e,Ch' muguet,lir,Clarisse,au-,Poulains,B,"eſ  r e
 i","sa-
christie",ſ’e e e,T1I,"S  d
’

a.",I,Roseet,Dsirce,buis-l,Jean-,"Rose
MON VILLAGE",Saint-Brunclle,i-,Manot,ca rcjouit,Par,Nord,Allez,Paris,Inou,lſvie,mre Denis,toi,- Qu',L-1,"erP¬
 
E",berlin,eee¬,E E,cr’,Faut,¬2¬,Denis,Bonsoir,Eeeeile,ne2,MN,Copine,maison de Nordine,Nordine,Las,Devinez,"de e ere e e de e eſe
Je 
le
b",oRIGine,MO N V1LAGE,pr Brugnon,"P

’ 
s",FRUCTUEUx COLLIER,decoree,nice,GION VILLAGE,buis,L L,blay,"De-E
S-",Perdues,Cachez,couvent Brugnon,lee5,"ecole
 S¬",aorrs,"-E-e
2",VIEILLE,P,union,ter d'etre,carrieres,N0CES,D6sire,Cassiopeel,Sortez,bu-,dſ,mele,ee’,Frotte,lEtat,Savoyard,"S  e et  e¬
e eaa e e t",Rose etait,brin,Figurez,Notre medecin,mre h Toinon,ine1,Tour-,P  v,A¬,"Fee e   da  ei ſieiſieee
i",S-e,pied¬,"S’et1
Je ſet e de en¬",A32,S-r S-l e,pre Brugnon,sens.0N,L a’e e,t-on Ftt-cel,peri,Fa-,bine de Therese,Nom-de-Nom,"De S   e
eee e",Decins,tete,A,reille,Yer-,rip’2,Presse,t13,veille.1,Norne,Or,couseuses,garonne,soleil,VI1LAGE,Entendez,Tellier,courtil de Nordine,"A -.4
e.
s4
 ¬
e’",ne186,Norinc,a-t-en,ſ’,Arman-,destination1,Chanvrier,vecu,MO,rss  de e e,Carriere-Fondue,Ouvrezl,L]MADAME,tE,13I,MI0N VILLAGE,si',Devise,enterrement198,geo-’--’e,"¬
S¬
s2",isle f s3,e,Cellier,.as¬,beni,Cel-,Jacquet,Perpetue,S-,tLp¬,Nosine,Maman,E e’e’,M01SSONl,s--,Percuter,montagne blanche,queue-leu-leu
0,palais-Royal,Palais-Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ee,Aee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,IIlMON V1LAGE,MON v1LAGE,MoN V1LAGE,MON V1LAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,IL vILLAGE,MO vILLAGE,OY VILLAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Agreez,a Agreez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,t------------------------,I------------,L-------,LL-.----------==-=x=-MON,g-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Saint-Brunelle,"Tout
Saint-Brunelle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,et’,ETc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,S-e ’e3,S-e ’,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
