cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10
0,charbon.t6,ger,e’,Bonsoir,vecu,Voil,,,,,
1,Las,buis-l,¬1,g2yI,S-r S-l e,ne186,Crois-tu,"compagnes,-",,,
2,Tache,prechez,precher,chette,Cachez,M01SSONl,A¬,montagne blanche,J',¬5,
3,ine1,Sortez,Lãdi,Aee,au-,Copine,"Origine
Pauvre",Nosine,S2,Devinez,
4,"A -.4
e.
s4
 ¬
e’","eſ  r e
 i","a5 d
¬
en et de  e ’ n e pr",tE,B,"L ’
t e 2",N  e,"S e de l e lA dſ en e t
tieſ
1",,,
5,P,i-,Sites,,,,,,,,
6,Jean-,n¬,c0,mitan-c0te,I,ca,ee,Jean-Claude,,,
7,venir?MON V1LAGE,MON v1LAGE,MON V1LAGE,VI1LAGE,IIlMON V1LAGE,V1LAGE,MO N V1LAGE,MoN V1LAGE,M1ON V1LAGE,GION V1LAGE,
8,Saint-Brunelle,ſe,ee’,Saint-Brunclle,"Saint-
Brunelle",Saint-,"Tout
Saint-Brunelle",Brunelle,,,
9,beni,ca rcjouit,S re,Berenice,Denis,"-E-e
2",,,,,
10,bras-le-corps,Ml'aimeras-tu,barras-lh,Ca,As-,.l,,,,,
11,"S  d
’

a.",AL,"P

’ 
s",,,,,,,,
12,¬¬,ficux,cus,ue5,,,,,,,
13,A32,Norine,brin,Norne,Norinc,OY,Aa,oRIGine,,,
14,dſ,Carriere-Fondue,ſ’,carrieres,Chanvrier,,,,,,
15,Tiens,"sa-
christie",sens.0N,,,,,,,,
16,¬2¬,Tellier,Cellier,FRUCTUEUx COLLIER,- Qu',Frotte,,,,,
17,Fa-,aorrs,rip’2,,,,,,,,
18,Decins,decoree,Notre medecin,si',Agreez,a Agreez,Veeree3,,,,
19,"¬
S¬
s2",Rose etait,Roseet,lee5,Rosel,Rose,s--,Av,,,
20,reille,VIEILLE,endeuille,sT 1,veille.1,Allez,,,,,
21,Palais-Royal,.as¬,palais-Royal,Savoyard,leproux,ETc,,,,,
22,Sylvain,mele,Poulains,fontaine Sainte-Radegonde,,,,,,,
23,i17,ter d'etre,piece,IL,Percuter,Ia,enterrement198,"De s’ter
-!",pecter,,
24,Q,t13,,,,,,,,,
25,"ru
’A",-eeAi,union,F,destination1,Est,,,,,
26,m-,Garde-les,"De-E
S-",Nom-de-Nom,lh-dessusAotyde-,tLp¬,e-de,et’,"Es 

2é",de-Nom,
27,Es,ile idle e,ILe metier,isle f s3,,,,,,,
28,Tour-,Eſss,Tournez,Faut,Venez,,,,,,
29,L2,Seuil-,,,,,,,,,
30,lir,etais,lEtat,T1I,,,,,,,
31,La ratp¬.,t6t  la danse,N0CES,,,,,,,,
32,L-------,Ai,I------------,pays.r---,g-----,t------------------------,13I,LL-.----------==-=x=-MON,,,
33,ete poltron,E’,tete,nice,e,,,,,,
34,du Nord,L-1,Nord,courtil de Nordine,maison de Nordine,Nordine,,,,,
35,eSe e e e e,"S  e et  e¬
e eaa e e t",ſ’e e e,le’,"S’et1
Je ſet e de en¬",rss  de e e,"de e ere e e de e eſe
Je 
le
b",perle  e e l et de nierie e,,,
36,couvent Brugnon,pre Brugnon,pr Brugnon,,,,,,,,
37,VI1PLAGE,OY VILLAGE,"de1
-

MON VILLAGE",MO vILLAGE,IL vILLAGE,"Rose
MON VILLAGE",MI0N VILLAGE,vILLAGE,MO N VILLAGE,GION VILLAGE,CISION VILLAGE
38,Parisiens,O,Par,Parisien,Paris,Figurez,,,,,
39,Honnete,Bonnets,garonne,Avez,colonne Vend0me,,,,,,
40,A’5,"ecole
 S¬",soleil,Le soleil,,,,,,,
41,pre Roux,Presse,Reste,Yer-,Pres,Comprenez,,,,,
42,a-t-en,MO,Morlincoutt,Mlorlincourt,Martincourt,Morlincourt,couseuses,Arrive h Morlincourt,Morlincourt tot,berlin,
43,pied¬,Assure,nimitz,"I
E¬",ne2,Assis,Cassiopeel,Basset,,,
44,e.-¬ſ,peri,geo-’--’e,Perpetue,lapetiote  Perpetue,PETIT1ON,"erP¬
 
E",,,,
45,Clarisse,Manot,cr’,A1,"Clarisse
Manot",L L,,,,,
46,ieee¬,Eeeeile,eee¬,S-,,,,,,,
47,E E,i’leglise eſde,L a’e e,"De S   e
eee e",Entendez,E e’e’,MN,,,,
48,Riez,maroc,Lamariee,,,,,,,,
49,France Tiens,V',rs,-.s,Fran-,France,Dizy,la France,,,
50,1(3,.4o,,,,,,,,,
51,Inou,mre h Toinon,MI0N,toi,Toinon,Voyez,,,,,
52,VE,Ouvrezl,Artaban,paule,,,,,,,
53,"S’
tSee",A,,,,,,,,,
54,S-e ’e3,Voie,S-e ’,S-e,,,,,,,
55,t-on Ftt-cel,-F,Cel-,,,,,,,,
56,bine de Therese,p re de’,mre Denis,,,,,,,,
57,-:¬,D6sire,Desire,Dsirce,,,,,,,
58,L]MADAME,lſvie,Devise,buis,vienne,HIer,Vierge,,,,
59,Ceran,P  v,Cran,,,,,,,,
60,S,Cadet Lambin,blay,blame,,,,,,,
61,Perdues,queue-leu-leu,ues¬,dragon,Jacquet,Paques,,,,,
62,rer,Ch' muguet,S  e,S2-,,,,,,,
63,"Fee e   da  ei ſieiſieee
i",A e,mer dee ee dl,eE  e i e,Fee e   da  ei,,,,,,
64,bu-,Or,E,Arman-,Maman,Armandie,Vermand,,,,
