cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220,elem_221,elem_222,elem_223,elem_224,elem_225,elem_226,elem_227,elem_228,elem_229,elem_230,elem_231,elem_232,elem_233,elem_234,elem_235,elem_236,elem_237,elem_238,elem_239,elem_240,elem_241,elem_242,elem_243,elem_244,elem_245,elem_246,elem_247,elem_248,elem_249,elem_250,elem_251,elem_252,elem_253,elem_254,elem_255,elem_256,elem_257,elem_258,elem_259,elem_260,elem_261,elem_262,elem_263,elem_264,elem_265,elem_266,elem_267,elem_268,elem_269,elem_270,elem_271,elem_272,elem_273,elem_274,elem_275,elem_276,elem_277,elem_278,elem_279,elem_280,elem_281,elem_282,elem_283,elem_284,elem_285,elem_286,elem_287,elem_288,elem_289,elem_290,elem_291,elem_292,elem_293,elem_294,elem_295,elem_296,elem_297,elem_298,elem_299,elem_300,elem_301,elem_302,elem_303,elem_304,elem_305,elem_306,elem_307,elem_308,elem_309,elem_310,elem_311,elem_312,elem_313,elem_314,elem_315,elem_316,elem_317,elem_318,elem_319,elem_320,elem_321,elem_322,elem_323,elem_324,elem_325,elem_326,elem_327,elem_328,elem_329,elem_330,elem_331,elem_332,elem_333,elem_334,elem_335,elem_336,elem_337,elem_338,elem_339,elem_340,elem_341,elem_342,elem_343,elem_344,elem_345,elem_346,elem_347,elem_348,elem_349,elem_350,elem_351,elem_352,elem_353,elem_354,elem_355,elem_356,elem_357,elem_358,elem_359,elem_360,elem_361,elem_362,elem_363,elem_364,elem_365,elem_366,elem_367,elem_368,elem_369,elem_370,elem_371,elem_372,elem_373,elem_374,elem_375,elem_376,elem_377,elem_378,elem_379,elem_380,elem_381,elem_382,elem_383,elem_384,elem_385,elem_386,elem_387,elem_388,elem_389,elem_390,elem_391,elem_392,elem_393,elem_394,elem_395,elem_396,elem_397,elem_398
-1,tour,c0messe,Mortagne,lavie,menez,sire de Coucy,crivit,Voyez,CHATEAU DE P1NON,Am-,toul,Lameth,mademoiselle,Pignerol,Bussy-La-,soNne,CATEAU,etpour,-Prenez,"fete
de Coucy",tradition124,PIo,DE P1NON,MI,Bussy-Lameth,Chapelain,Y0us,lens,Audincourt,CHAPEAU DE SINON,r-----.-.-,Courval,Fier,Bohemiens,Bussy .se plata,jura,"place de Jo-
guet",maine,mantes,Laon,piers,Flandre,h98,Est,carioledeM. Ceux-de-Roy,Minence,HI1I0,comtesse de Lamelh,parc d'Anizy,Cour-de-Roy,leeque,- Est-elle,Partez,messieurs?190 r. cA2A E NOy,jardin des Hlesperides,E CHEVEAU DE SINON,Versailles,la France,moselle de Rochefort,265s,passee,f,"chateau
de Sinon",Lanuit,jijel,obeir,Illes,CHAPEAU,loux,d0un e pouvez,m42,CANIVEAU,tomber332,Ig,Son-,oise,Ursulines,Jetais,lille,Rochefort,seau,qiestiohher,Anizy,Sinon h Anizy,l06,sine,Soyons,yeu,Carrousel,Clan,geste282,La Mothe,pays-c,aLIL CHAPEAU DE SINON,terie,N6is,Anizy-le-Chatel,Ellement,Ohl,Turin,moselle de la Vallier,gazette7,sur-le-champ,esperance,eveques,Cle,precher,Trouvez-,Vaudois,S,perduelIIIIIIII,Mothe,Cour de France,- Fort,"Cour'
Vous avez done oublie",chteau d'Anizy,po,LiE,leroi,Lamothe,Tache,chose3,lavaitpas repetee,Mesdemoiselles,CHIIATSAU D SINON,pre,Bussy-Lumeth,CATEAU bDE SINON,"II

iii
IIIII
Lettre",CHAPITEAU E SINON,rue Saint-Honore,ducdOr-,"plus,26
LE CHA1TEAU",h ce324,philosophiquemenl,denis,g328,reunion,Aurea,gill4e,ellen',MAI,tonnelle,Mademoiselle de Roucy,notrefamille,si110,Accoutumee,D,Gerere,Corcy,Laon f,Providence,Oh l Louison,VOus,Sion,hotesse,Croyez-,dehorsne,Coup,Desmonte,de France,belle-fille',san-,Coeur-de-Roy,elle-mee,Venise,Lambertremit,CHA1EAU DE SINON,-Ilfaut,la22,Chavigon,Cedez,Pi-,Chavignon,PINO,neth,Moyenbrie,Cosse,Jusquici,Francois I,Combien,E,Lamelh,aimais,Bohemians,a - Elle,t0t peut-tre,MIa-,Rappelez-vousLE,J',Navarre,Jeudi-,Tours,selle,Tout-h-coup,M. de Roucy,Large,chambre de mademoiselle de Roucy,Vallier,terre de Sinon,Sinon,Dreux,eux;1,".,-",Terre-Sainte,sonarrivee,grace,au-,sais,ees,AA,Orleans,montre272  LE CHATEAU D SINON,I,eleganceLE CHATEAU bDE SINON,crmonie,gie,celui-l !,CHATEAU D INON,"terre,206  L cHATA p SINoN.",Hennecourt,Paris,Quincy,Belette,beate,hte,Villers-Cotterets,verroux,chine,Ramasse,Cerberes,palais de la reine,Gardez,CHATEAU DE PIGNON,alors7,Picarde,Jo-,Normandie,jattendrai,mallee,Pa-,Inconsequence,Eusse-de,au102,que',Bussy,recerai,-Desprez,"Bussy
d'Amboise","cousine ger-
maine",som-170,Lveque,equipagcs,Ani-,CL.---202,Lanissecourt,Sissone,L.L,Vovray,chteau de Sissone,M,BIen-,pays,etrangeres,dres,P1NON,valley,abbaye de Rencontre,chard,Sire,CHATEAU b,Allemagne,Bohemienne,gne,Mal-,galantin,luitournt,Bouvines,hOtellerie,Champagne,Ehiol,Soissons,malte,Rouy,chateau de Fayel,SINoN.,Ursulines de,Nousdemeureronstouteslesdeux,Madame.1,ccc:::--148,detoue,ce324,cupee,le330,Doncule,La Vallier,Pignon,sa116,biehi,CHATEAU E SINON,"Made-
moselle",fete de Coucy,vengeraiNi,place auprs,Louison Beaupr.292 Lt CA'TAbOU,IM,Bourgogne,foret de Rencontre,chteau de Sinon,Aixin,Malade-,- Oit,elana,auprs,moiLKE,le chteau,Saint-Gabriel,Apres,Abbesse,CHATEAU DE PrO.,surete,raccommoda,Tonnay-Charente,INON,houx,Remont  Versailles,cA2A E NOy,Lasse,PIaNo,Tarente,loire,Elleaimait,II,HAMEAU DE SINON,A62,folatre et gra-LE CHATEAU DE SINON,A,Dit,Prison,Louis-le-Gros,Henriette,moselle,Eh,chateau de Versailles,dents.306,reux,tel,gard,Beaupr,Saint-Quentin,Picardie,MOI,soleil,ar-,Langle,CHATEAU bUE SINON,emeraudes,A01,Fontainebleau,Mothe-Houdancourt,chavannes,F0te-LE CHATEAU- DE SINON,vecu,Lam-,gea,I9,Jirai,Dubois,si',clat,sur-le-chanip,BATEAU,Remont,de Versailles,--- Oui,"decouvre2
- Je",Veu,Vraiment?LE CHATEAU D SINON,couvent des Ursulines,Rhin,"tresses,104",beni,fiants,Cest,monseigneur'e-LE CATEAU,I.E,ler,Maures,Noyon,D yo,--Tout,Rou-,Argus,Dieuni,Aizy,Fresque,"terre,206  L cHATA p",oula,Enfer-
0,gardeE CHATEAU DE SINON,legerLE CHATEAU DE SINON,lom-LE CHATEAU DE SINON,LI CHATEAU DE SINON,laLE CHATEAU DE SINON,hol-LE CHATEAU DE SINON,CHATEAU dE SINON,Ls CHATEAU DE SINON,EE CHATEAU DE SINON,CHATEAU DE SiNON,CHATEAU DE SINON,E CHATEAU DE SINON,IE CHATEAU DE SINON,"tra-252
LE CHATEAU DE SINON",lob-LE CHATEAU DE SINON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CHATEAU D SINON,LL CHATEAU D SINON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,visage1LE,Visage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Voil,VOil,voila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cour,Cour7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Albret,dAlbret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Aussitbt,Aussit0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,repondre,fepondre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,moselle de Roucy,selle de Roucy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
