cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215
-1,"maitres,-",caraibe,"Musc
severe","L-N

A
f",MI,voyais,Jugez,joufflus de douze,Somme,amisln,rue Lanterne,d'Espagne,Infortunes,noms.r6z,Mluse,tete empanachee,"J

-'
1
x
1",Lombards,f,1N,O,veloursl,Touraine,MArie-anne,Heinl,Fanfan-la-Italie,Turc,du Nord,Vallee,Accoude,asphyxie les etrangle,Bhagiratha,tenonslo,precipite,benl,Marsala,Tiens,Ma-,D,"Es-tu betel
Si la tete te tourne",N-,rY,tristel...,dEmanda,Confusement,mefie-toil,europe,F,grace,M. de,frenesie,Port-au-Prince,Micou,Revolutionl,melopee,I99,Comnme,Cachotier,Camillel,menton,Boulons,-C,Saint-Petesbourg,Attends,Languedoc,Necro-,mastoides,premierln,Langlumeau,la manche,equerres,celebres,Faust,Rio,val,trompe-la-mort,Vatel,"I,5",Eh,Bientot,1E.,exageree,Chateau-,Grillon,x=-,Colombine,avantl,Bernerette,"CHIOSE
A",Champenoise,Bouzanquet,miserablel,reponse,e,"Vieille
bete de Pierrotte",par-dessus,IMt,humilie,laLE ROMIAN,magnifiquel,Cudra,t.t,Voyez,Religion,5I,estimez,Cristaux,N,Palerme,Cunocepa,Pas,ronfla,Cuba,r8,L7sLL- L-L-L3,flte,Hospitalier,rien.- A,Souwaroff,Saint-Theophile,Maine,piece,Angelus,eclairee,Gymnase,Maintenant,Entrezl,pagna,AInsi-Dan,Tribou,vages,Moustier,Eux,tempete,"IX
TU",soiree,Retourne,hate,Kalatala,faubourg Saint-Germain,sur-le-champ,MASoN,S,larmcs,"I


-' Et
y",Nizier,champagne,Que Voulez,Paques,Pres-Saint-Gervais,Chauve-Souris,BeteI74,Genies,Cecilia,Chutl,Robinson,weldon,passerelle,4,Rana-Valo,Combien,E,La creole,peut6ot,"sous-prefectureln
Est",Venez,Iardin,.`2,connaft,Mlle,Lamartine d'Elvire,I,l1'Odeon,La Bete,Muse badine,les Debuts,palotte,L.R,Crusoe,.,a6,echope,assis,Allonsl,egayer,Boucoyran,cheminee,echantillon,P,jE,ceda,vicille fee,Mot,Saint-Emilion,Soudain,C(.%,Y,IMes,A,Prés,devouee,punch,croirais-tu poete,boue de Paris,Mademoiselle.6,bouteille debouchee,enfaNt',Sar-,les86,"pAs eNcore
rencontree","Chosel
Or",Vraiment,manecanterie,desert,iNN,neud
0,Être,Autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,REvE,RAEvE,treve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,reveillon,reveillee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Papillon,PAPILLON,"PAPILLON
Grimpe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"PAPILLON
Ehl bienl","PAPILLON
Ehl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,eleve Menalque,eleves,Menalque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AS-tu bien,Eh bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Quels,Quelque,Quelquefois,val Quelquefois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Grenelle,eLLE,laquelle42,ELlE-ELLE-L-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
