cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
-1,MS,Venus,Helvellyn,Tilbury Fort,M.D.,NURSE,Foxglove,morocco,Charlotte,Great,MR,Deep
0,Sophy,Europe,,,,,,,,,,
1,Ulswater,Germany,Kidderminster,,,,,,,,,
2,Rasselas,Russia,Brussels,Austria,,,,,,,,
3,Louisa,Warwick,,,,,,,,,,
4,"St.
     Mary's",St.,St. Mary's,Saxony,,,,,,,,
5,Dowling,Leeds,Thistledown,,,,,,,,,
6,Halifax,Halloo,,,,,,,,,,
7,protégée,protegé,Protégée,,,,,,,,,
8,France,Providence,,,,,,,,,,
9,Samaritan,Paris,Cretan,PLAIN STATEMENT,Italy,Spain,Britain,,,,,
10,inn,Turpin,woodbine,Turkey,,,,,,,,
11,Sèvre china,Cannon,,,,,,,,,,
12,orient,Prentice,Nice,,,,,,,,,
13,Africa,America,Mexico,,,,,,,,,
14,Rebecca,Blackberry,Neckerby,Becky,,,,,,,,
15,London Madeira,Cologne,Golconda,Madeira,London,,,,,,,
16,Lancashire,Lancashirc,,,,,,,,,,
17,Brotherton,Crompton,Rome,Boston,,,,,,,,
18,the moon,the Holy Virgin,the Emerald Isle,,,,,,,,,
19,DERBYSHIRE,Derbyshire,,,,,,,,,,
20,Yorkshire,York,,,,,,,,,,
21,Drakes,Wakefield,Sykeses,premises,,,,,,,,
22,Shakspeare,North,earth,Wordsworth,,,,,,,,
23,UNDERSELL,Flanders,,,,,,,,,,
24,Bastille,East,,,,,,,,,,
25,England,Westmorland,Highland,Poland,,,,,,,,
26,Scotch,Prescot,Scotland,,,,,,,,,
27,Hoxley,Crockley,,,,,,,,,,
28,Mill,Millocrats,,,,,,,,,,
29,Deep-Valley,Valley,VALLEY,,,,,,,,,
30,Milford Park,Milford,Millford Park,,,,,,,,,
31,Oxford,Bradford,,,,,,,,,,
32,"Deep
     Valley",Deep Valley,,,,,,,,,,
33,the Deep Valley,THE DEEP VALLEY,,,,,,,,,,
34,Deep Valley Mill,the Deep Valley Mill,,,,,,,,,,
