cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
0.0,Bispo,Respondam,,,,,,,,,,,,,
1.0,larão lão,lão,larão,,,,,,,,,,,,
2.0,Podia,podérdes,prosodia,Codigo,,,,,,,,,,,
3.0,bom rir,bom retiro,Bom Jesus,,,,,,,,,,,,
4.0,Tremo,Gabarem,Polyphemo,Tremi,Riremos,,,,,,,,,,
5.0,Souto,doutor,,,,,,,,,,,,,
6.0,victoria,Feitoria,Victoria,victoria da primeira,victima,,,,,,,,,,
7.0,delicado,Delgado,Applicadas,PUBLICA,,,,,,,,,,,
8.0,terra,nova terra,Serra do Pilar,Feuchtersleben,Serrão,Inglaterra,,,,,,,,,
9.0,Anlonia,Laponia,bonito,ceremonia,acrimonia,,,,,,,,,,
10.0,Cecilia,Ilion,Cecíiia,"d'ellas,--era Cecilia","Pois
Cecilia","Ó
Cecilia",Santa Cecilia,Pobre Cecilia,,,,,,,
11.0,AGGRAVAM-SE,Varreram-se,Aggravam-se,aggravou,Desbarretem-se,,,,,,,,,,
12.0,America do Norte,do Norte,Some states do not allow disclaimers of certain,America,balsamica do logar,Norte,cortezias,,,,,,,,
13.0,Marianna,lari,Praticaria,culinaria,,,,,,,,,,,
14.0,buscar-m'a,Foscaris,caricias,Carmo,Paris,,,,,,,,,,
15.0,eia,Crimeia,Dorotheia,,,,,,,,,,,,
16.0,somma avultada,somma,,,,,,,,,,,,,
17.0,Senhor,Tenho,Sena,minha senhora,Nossa Senhora,Senhora,d'este senhor,penhore,,,,,,,
18.0,luvas,Ralhavas-me,Vasado,Narrativas,,,,,,,,,,,
19.0,Teem-me,Larguem-me,Ouvem-o,,,,,,,,,,,,
20.0,"Valha-nos
Deus",Falta-nos,Meus,Vão com Deus,"Valha-nos
Deus!",,,,,,,,,,
21.0,Mettia,Promettia,prometter,prometto,,,,,,,,,,,
22.0,Contas,Contas de Carlos,syntaxe,Contas de Jenny,La Fontaine,Contrastava,,,,,,,,,
23.0,Gonçalo,Doença,Creança,similhança,França,,,,,,,,,,
24.0,Trai larai,larai,Trai,"larai lai
  Trai",Trai lari,Trai larai lai,,,,,,,,,
25.0,Cêdo,cêdo,,,,,,,,,,,,,
26.0,"Lord
Mayor",Yorkshire,Pires,Simphirepol,,,,,,,,,,,
27.0,taboa,Lisboa,de Lisboa,,,,,,,,,,,,
28.0,Impressionou-nos,Depressa,Yess,physionomia,,,,,,,,,,,
29.0,by U.S. federal laws,U.S.,,,,,,,,,,,,,
30.0,Cedofeita aquelle,bairro de Cedofeita aquelle,Cedofeita,,,,,,,,,,,,
