cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
0,Parece-me,Recolho-me,Vae-me,Pareceu-me,Cumpre-me,Desapparece Amel,,,,,,,,,,,,
1,Manoel,Felice Romani,Many,"Manoel
Quentino",Manoel Galveias,,,,,,,,,,,,,
2,Antonia,villania,Laponia,Antevia,Manzoni,Santo Antonio,bonito,architectonica,begonia,acrimonia,Milton,Pantheon,Cantos,Comquanto,Sinto,rua de Santo Antonio,Antoninha,Anlonia
3,Aquella,aquella bonita,andar unido áquella,Aquellas,aquellas,aquella,aquella creança franzina,aquella mudança n'ella,,,,,,,,,,
4,taes estados,taes,taes auspicios,Estações,Vae,lucta,locaes,quaes,caes,Taes,experimentaes,virginaes,portaes,,,,,
5,Trai larai,"Trai la rai...

trauteava",Trai larai lai,Raspail,Trai,Brains,"larai lai
  Trai",Trai lari,larai,la rai,Trai la rai,,,,,,,
6,delicado,Fica,"Fica
ahi",Ficando,Inefficaz,Africa,Applicadas,justificará,PUBLICA,,,,,,,,,
7,salve!--dizia,Jenny:--Exigir!--E,Jenny!--dizia,plano!--acudia,são horas!--dizia,--Dize,Jennys,Dizia,Jenny,Jenny.--Pois,Charles!--disse Jennv,,,,,,,
8,Exquisita,exquisito,,,,,,,,,,,,,,,,
9,bretanha,Tibre,Grã-Bretanha,Bretanha,lugubre,,,,,,,,,,,,,
10,Liverpool,Viverás,--Verá,Terás,However,Universidade,,,,,,,,,,,,
11,incendiarios_--_Os,India,indefeza,Incendiar,Divina Comedia,surprendia,Indias,Virginia,,,,,,,,,,
12,Estende,bilhetes de beneficio,Occidente,West of England,Desbarretem-se,West-End,N'este sitio,Aonde,instantes,N'este genero de occupações,,,,,,,,
13,larão lão,lão,larão,,,,,,,,,,,,,,,
14,"Diario,
Razão e Caixa",Praticaria,"critica
atrabiliaria",caricias,beatifica idiotia,"quasi
impraticavel",Carriça,,,,,,,,,,,
15,Scenas,Sena,damasco,scenas,Enganas-te,Ascende,,,,,,,,,,,,
16,Acredita-me,Ouça-me,Acreditará,Basta-me,acrolitho,Impacienta-me,Acredite-me,,,,,,,,,,,
17,Braga,Creança,Bragança,similhança,Doença,França,Bragança...,Gargantua,,,,,,,,,,
18,Leonora,Rara,lettras,occupação barbara,Narrativas,Chegaram,brazas,Abrahão,Raposo,Tira,brochura,camara,Partira,Repara,Tomára,Rasgue-a,,
19,Sevilha,Observava,Servi,Servida,Serrão,serena,,,,,,,,,,,,
20,n'elle,elle,valle,d'elle,Valle,elle cobria,elle.--Faz-me,Subia elle,inlelligencia,Gran-ville,Feliz,velleidades,Mademoiselle,ceia d'elles,bella de belleza nacional,Leça,casa d'elle,um.--«_Elle
21,Commigo,Vomitam,Codigo,communs,Commoveu-a,amico~,commigo,,,,,,,,,,,
22,Venha,"Josefinha da
Agua-benta",Covent-Garden,chavena,joven,Ha,Tenha,Venham,Vejam,,,,,,,,,
23,molles,indoles,allemães,molestia,molle,Leeson,Achilles,collegio,,,,,,,,,,
24,Consagral-o-hão,Concordo,Recordo-me,collete do subordinado,Consola,do conchego,Nicot,,,,,,,,,,,
25,Principie,Cinza,Principiava,principie,,,,,,,,,,,,,,
26,plausibilidades,Tambem,embecilidade,Amaryllida,Agradecida,Ociosidade,piedade,Debil,puerilidades,,,,,,,,,
27,snr,Snr,,,,,,,,,,,,,,,,
28,Perdôa-lhe,Perdôa,Erhard,Perdôe-me,perola,Perdia,,,,,,,,,,,,
29,Russia,Rossi,Escossia,Incessu,comesinhos,escossez,Yess,Crescia,Tossia,Confissões,Impressionou-nos,,,,,,,
30,somno,somma,physionomia,"somno da
noite",,,,,,,,,,,,,,
31,Praça,PRAÇA,defeza da praça,"Praça

IX",Praça de,Praça?,,,,,,,,,,,,
32,N'aquelle cemiterio,Falle-lhe n'aquelle,n'aquelle,"saír
d'aquelle sobresalto",Ha n'aquelle,N'aquellas,saír d'aquelle,Aquelle,N'aquella côrte,"Praça
aquelle",theatro n'aquelle,N'aquelle,apreciar n'aquella,aquelle,"elle n'aquella
manhã",áquelles,,
33,trouxe-m'os,n'outro,m'o,,,,,,,,,,,,,,,
34,alameda lateral,Salt Lake City,Salame,alameda do Repouso,by U.S. federal laws,,,,,,,,,,,,,
35,proxima,XI,XXI,,,,,,,,,,,,,,,
36,quasi,Expliquem-as,Quasi,lua,Asia,Quan,aguas limpidas,,,,,,,,,,,
37,Tens-te,Tejo,Kate,N'este intervallo,te,Feuchtersleben,Fiz-te,cortezias,Fazer-te,Saíste-te,tenue,Sume-te,Butterfly,Chateau-Laffite,Maltez,,,
38,Cujos,Carlinhos,Carlos,Foz o Carlitos,Contas de Carlos,Carlos!--dizia,"aguas dos
rios caudalosos",marmellos,Carlos.--Dorme,buscar-m'a,minha!--continuava Carlos,Carlos.--,Carmo,,,,,
39,Esteiro de Campanhã,Rego Lameiro,Esteiro,cóveiro,poleiro,pinheiros,destroe,Estiveste,Protegeste,,,,,,,,,
40,Fallou-me,falle,Woodfall Hope,fallo,pallido,alli,collo,Falla-me,analoga,Fallam,Falle,,,,,,,
41,causar-se-lhes-hia,Notava-se-lhe,Preparava-se-lhe,,,,,,,,,,,,,,,
42,"Aguia
d'Ouro",aguia,Seguimol-a,Aguia d'Ouro,Guiné,Aguia,Luiza,,,,,,,,,,,
43,Cuidei,Curvei,desviei,Cuidas,,,,,,,,,,,,,,
44,joven padre,Padrão,Padre,Padre-nosso,,,,,,,,,,,,,,
45,tristeza,Redistribution,tristezas basto,Justeza,Triste,,,,,,,,,,,,,
46,Londres,Paulo,Long,Pamplona?--ouviu,Longe,Gonçalo,,,,,,,,,,,,
47,sorrisos,sorri,Morris,Bispo,Posso,Porisso,prova d'isso,d'isso,,,,,,,,,,
48,culinaria,Marianna,Diario,prima-donna,analyso,camarim,Anathema,Manrique,,,,,,,,,,
49,Produced,Educação,succedeu,Succeder-lhe-hia,Successos,,,,,,,,,,,,,
50,commover,Cerco,"azafama do
commercio",commerciaes,collegas commerciaes,Merci,sociaes,commerciaes de Londres,commetter,Praça Commercial,"Praça
commercial do",,,,,,,
51,victoria,Victoria,movia,victoria da primeira,misericordia,Brito,Feitoria,,,,,,,,,,,
52,Credo,Roboredo,fim?--bradava,redobrava,trauteava,,,,,,,,,,,,,
53,"Eva,--primeira",Ribeira,ramada,tojeiras,Madureira,Madeira,"Cruz da
Regateira",Cheira-me,Admira,japoneira,,,,,,,,
54,Rompia,Interrogue-a,interrompia,computer virus,interrogadoramente,prosapia_»--interpretava,,,,,,,,,,,,
55,d'ahi,ahi,Ahi,ahi jazem,subtrahia,D'ahi,,,,,,,,,,,,
56,porta de fortaleza,Porto,Fortunato,Portugal,em Portugal,,,,,,,,,,,,,
57,sonhos dourados,douda,Cruda,Douro,Comtudo,Tudo,Audaces,,,,,,,,,,,
58,salvador,Rialva,Clementina Rialva,Alexandria,malvasia,calumnia,,,,,,,,,,,,
59,prometto,Promettia,prometter,bom retiro,Mettia,,,,,,,,,,,,,
60,"Corporal
Trim",eleitoraes,cordiaes,coraes,Coragem,Coimbra,corporação de Londres,torre de S. Francisco,,,,,,,,,,
61,vigilia da vespera,Trazida,Rua Ferreira Borges,Foz,rua das Flores,rio da Villa,estrada da Foz,placa da camara escura,alto da folha,somma avultada,Pedra Salgada,Chico da Lousã,estrada de cima,,,,,
62,Julga-me,God,Julgára,Julgo,Julgamos,,,,,,,,,,,,,
63,calçada do Terreiro,hymno da Carta,Norte,America,do Norte,America do Norte,Some states do not allow disclaimers of certain,balsamica do logar,,,,,,,,,,
64,Conheceu-a,Reconheceu-os,Reconhecera,,,,,,,,,,,,,,,
65,Effectivamente,affectuosa,Effectivamente Carlos,,,,,,,,,,,,,,,
66,Ande,Hollanda,Trauteando,André,Branda,Andral,Anciada,understand,Anda,http://bnd.bn.pt,Manda-os,quéda,Respondam,andar de cima,,,,
67,luctou,Repouso,Souto,Tokay,doutor,UT,,,,,,,,,,,,
68,"Valha-nos
Deus",Falta-nos,"Valha-nos
Deus!",Meus,,,,,,,,,,,,,,
69,oceano arrojam,occaso,soccorro,soccorro da begonia,,,,,,,,,,,,,,
70,podérdes,preponderancia,hypocrisia,vozeria,Poderia,Podia,,,,,,,,,,,,
71,Desato-me,Dize-me,Dizes-te,Dizes-me,Fazes,,,,,,,,,,,,,
72,graciosa,Boccacio.--Então,Pausa,Accusar-me-hão,preoccupacão anterior,Mackay,accusacão,anticipacão,accusou,Syracusa,Isaac,,,,,,,
73,Saturno,escripturacão,Escriptura,,,,,,,,,,,,,,,
74,Quero,cereaes,Quererias,Cinque,Queres,Quebrantões,reacção.--Quero,,,,,,,,,,,
75,"Lord
Mayor",Oxford,Oxford Street,,,,,,,,,,,,,,,
76,Imagine,impaciencia,Imminencia,Racine,Providencia,arruinem,IMMINENCIAS,,,,,,,,,,,
77,Olha,Deem-lhe,Olhem,Polyphemo,Olhe,,,,,,,,,,,,,
78,formúla,desformam,Morlays,Formosam,Vamos,nossa atmosphera,,,,,,,,,,,,
79,de Lisboa,taboa,Lisboa,Boa Vista,,,,,,,,,,,,,,
80,portão do jardim,Guarda-a,rua do,jardim de S. Lazaro,rua do jardim,,,,,,,,,,,,,
81,Assumpto,SYMPTOMAS,assumpto,Mattos,"Assumpto
escossez",assumptos,Passos,,,,,,,,,,,
82,Tamisa,Saíndo,Safa,nossa casa,Vasado,Santa Catharina,Santa Casa,cantaro,saír,phantasia popular,Susana,Salta,,,,,,
83,Forno Velho,esforço do velho,palácio do Freixo,,,,,,,,,,,,,,,
84,familia--,fogo»--lia,familia,,,,,,,,,,,,,,,
85,Saia,saiba,Ai,Paiz,Maia,Demais,,,,,,,,,,,,
86,Peço-lhes,Dê-lhe,Acho-lhe,Peco-lhe,Peço-lhe,Desconheço-te,Pergunta-lhe,Perguntei-lhe,,,,,,,,,,
87,Project Gutenberg-tm,Pruth,proprio Falstaff,proprio Sterne,Sterne,,,,,,,,,,,,,
88,comprehendia,aprender?--mas,Surprende,Eh,Vão com Deus,comprehendo,beheu,Comprehendeu,,,,,,,,,,
89,Raparigas,patriarchaes,caracterisava,réo,Foscaris,Parva,Paris,lari,Houris,,,,,,,,,
90,agatha,Ralhavas-me,Batalha,Talhados,Barba,batalha»--e,,,,,,,,,,,,
91,Viegas,segural-o.--Lê,loura lady,Laura Viegas,,,,,,,,,,,,,,
92,bairro de Cedofeita aquelle,Cedofeita,Cedofeita aquelle,,,,,,,,,,,,,,,
