cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
0,baie de Naples,Neuf-des-Après,rue de Lille,fe me cn -,Se dd,noble n’,Naples,rue des Dames,Bibliothèque nationale de France,,,,,,,,,
1,Cécilia,Précédé,lilas,Éliacin,,,,,,,,,,,,,,
2,Bamban,Cuba,Bamban!.,Ià-bas,Bach’,Bandit,bah,Lombards,Bas,,,,,,,,,
3,Fer,Fût,Fe,"FER 97

Sd",,,,,,,,,,,,,,
4,sagne,champagne,Cassagne,pagna,la Bretagne,d’,wagon,Bretagne,sabré,d’Espagne,,,,,,,,
5,Grand-Cercle,RCE,RCE S ON,Turc,Porcelaines,Nice,«Ce,,,,,,,,,,,
6,Foin,Moi,"-

Moi",Mole,,,,,,,,,,,,,,
7,IL L,trouverez là-bas des amis,LS L,tueras là-haut,"LÀ

 

 

L",LS,LT LS,,,,,,,,,,,
8,principal,principal n’,Port-au-Prince,A,,,,,,,,,,,,,,
9,S,Montparnasse,Gymnase,théâtre Montparnasse,boulevard Montparnasse,PA fesse RD,,,,,,,,,,,,
10,"Bati-
gnolles",Batignolles,,,,,,,,,,,,,,,,
11,LA BÊTE A BON DIEU,LA BÊTE À BON DIEU,victoria de la dame,LA BÊTE A BON,Y A,"LA BÊTE A BON DIEU

Quoi donc ?

LE PAPILLON",,,,,,,,,,,,
12,rEgardez,Regardez,gardes-du-corps,,,,,,,,,,,,,,,
13,fort Loyasse,m'’asseoir,Loyasse,Embrasse,,,,,,,,,,,,,,
14,Rome,Rogé,Promettez,"mer

 

 

 

 

LE ROMAN","mer

 

 

 

 

LE ROMAN DE",trompe-la-mort,lapromenade,,,,,,,,,,,
15,Quartier Latin,Quartier-,"Quartier
Latin!",aplatisse,"Quartier
Latin",Quartier-Latin,Lamartine d’Elvire,Latin,,,,,,,,,,
16,Inde,Rendez,Comprends-tu cela,Comprenez,Cadet,Figurez,Vendredi,cendis,,,,,,,,,,
17,Bhagiratha,Daçaratha,,,,,,,,,,,,,,,,
18,Sarlandais,Sarlande,Marsala,Lakçamana,Jardin des Plantes,Sar-,,,,,,,,,,,,
19,Maintenant,Saint-Emilion,rue Saint-Benoît,Saint-Esprit,Saint-,Saint-Nizier,rue Saint-Guillaume,église Saint-Pierre,Saint-Cloud,Saint-Pierre,Saint-Pétesbourg,continuais,Saint-Théophile,,,,,
20,Zéperons,Robinson,irons /à-bas,porte Zéperons,ronfla,Consterna-,,,,,,,,,,,,
21,mans,Madagas-,Magasins,,,,,,,,,,,,,,,
22,Odette,Musette,Eyssette,Mne Evyssette,,,,,,,,,,,,,,
23,m'’écrivaient,I,m'’inspiraient,m'’introduire,s'’entraînant,n'’irai,m'’effraya,,,,,,,,,,,
24,"vieux
Lalouette","CRISTAUX
Ancienne Maison Lalouette

|
|
|",Kalatçala,Lalouette,Fouette,goutte,rue Lanterne,,,,,,,,,,,
25,Océan,oo ot oo todo,tolocototignan,kakatoès,Tolocototignan,D,Toto do do dd,O,"Toloco-
totignan",Toloco-,,,,,,,,
26,îles Marquises,sur-le-champ,Chenilles,Les Chenilles,LES,alençon,fillesen,,,,,,,,,,,
27,Caveau,Savez,Avez,Venez,Brave,Levez-,Voyez,,,,,,,,,,,
28,songeuse,Langlumeau,Angélus,Vénus,Languedoc,les Angélus,,,,,,,,,,,,
29,TS,Muguet,Trouves-tu mon Muguet,Muguets,bésigue,,,,,,,,,,,,,
30,Demain-,clocher de Saint-Germain,Saint-Germain-des-,Saint-Germain,faubourg Saint-Germain,Saint-Germain—,Maine,Saint-Germain-des-Prés,Prés-Saint-Gervais,j’,initiais,,,,,,,
31,Araignée,Scarabées,Carmélites,Escargots,,,,,,,,,,,,,,
32,la Prairie,Grand-Orient,Prés,Prairie,,,,,,,,,,,,,,
33,Entrerai-je,-je,JE,,,,,,,,,,,,,,,
34,Grenelle,Religion,Laquelle,"3

 ELle",Rosellen,miséra-a-le!,Vallée,Récollets,ellE,ElLe,Mademoiselle,Mlle,tonnelle,"Tell
À.

de",Le Rosellen,Te rappelles-tu,Allez,m’
35,amérique,Afrique,l'Afrique,,,,,,,,,,,,,,,
36,s’,S’,,,,,,,,,,,,,,,,
37,Saumon,SAUMON,uma,,,,,,,,,,,,,,,
38,Perrache,chut!.,Evêché,Chers,Mon cher,Cher,du cher,Pacheco,la manche,È,,,,,,,,
