cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10
0,Holyrood,Notice,Byron,turkey,Holyrood House,,,,,,
1,thou,Edinburgh,Thou,"not,—I",Henry,,,,,,
2,Milton,Plumpton,Melton,Truth,Brighton,Louis,,,,,
3,Caroline,Limerick,Rome,Dublin,,,,,,,
4,the United Kingdoms of Great Britain,the United Kingdoms,Kings,Kinross,Birmingham,the Arabian Nights,"earth,—by",Fatherly,London,the King of Prussia,
5,Continent,Jacob,Macbeth,Leeds,Jesuit,,,,,,
6,Watteau,Beaujolie Manor,Seabeach Cottage,beaux,Iphigenia,,,,,,
7,Portsmouth,Fife,Davenport,Crawfords,Portobello,,,,,,
8,Jupiter,Canterbury,Doncaster,better!—'We,us,Infirmary,Waterloo,Chester,,,
9,Tunbridge,Dunbar,Unburden,,,,,,,,
10,Russia,Brussels,Sultan,Montgomery,Poussin,,,,,,
11,Sea,m'est,Ernest,,,,,,,,
12,Clara Novello,Clara Granville,Rosemount Villa,Oxford,Clara Granville's,Granville,Clara,,,,
13,Dresden china,Dresden,Colonies,Knaresborough,china,China,,,,,
14,Finden,Windows,India,,,,,,,,
15,Spitalfields,Margate,Italy,the Vicar of Wakefield's,Sheffield,,,,,,
16,inn,Christ,Espagne,Agnes,Huzzars,Hebe,Agnes Dunbar,,,,
17,"heart,—and","money,—a","excess,—a","room,—a",Siberia,,,,,,
18,England,Van Amburgh,Highland,"lang=""fr",Shetland,Scotland,Canada,New Zealand,NEW YORK,Ireland,Newfoundland
19,Trafalgar,Carlisle,Bibles,Satan,Charles,Charlotte,Japan,Middlesex,,,
20,Abbey,Golconda,,,,,,,,,
21,Studley,Kelso,Europe,,,,,,,,
22,Marion,Australia,TOWNSEND,Agrippina,Ripon,Duvernay,Ripley,Cowper,,,
23,Queensferry,Jesuitical,Zoological Gardens,,,,,,,,
24,Samaritan,Fountain,Saul,Cape Madeira,Spain,Britain,Great Britain,,,,
25,France,Courant,Granby,Geranium,Strand,,,,,,
26,Paradise,Paris,Park,,,,,,,,
27,Ill,Achilles,"mustachios,—crowds",wi,,,,,,,
28,Geneva,Israel,Providence,Eloquence,Florence,,,,,,
29,Mesdames,bien,Thames,,,,,,,,
30,St. Cecilia,St. Abbsbury,St. John's,St. James',St.,St. Leger,,,,,
31,Lincolnshire,Friendship,Argyleshire,F.R.S.,"favor,—if",Yorkshire,,,,,
