cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10
0.0,Aquella,aquella grande,aquella calúnia,Aquellas,aquella casa,nella,aquella sineta,,,,
1.0,Diabo,proprio Diabo,,,,,,,,,
2.0,proxima,Imaginava,amimalhado,Produced,Project Gutenberg-tm,Animais,lagrimas,,,,
3.0,rapazelho,Conselhos,Aconselhava-a,Conseguira,,,,,,,
4.0,Inglaterra,materialisar,terra,,,,,,,,
5.0,Devia-lhes,Veja-lhe,Escrevia,,,,,,,,
6.0,sofredôra,Fôra,,,,,,,,,
7.0,"Clara do
Rezadeira",Rezadeira,Clara,Clara do Rezadeira,granadeiro,"Clara de Rezadeira,--coitada!--mal",,,,,
8.0,daquelle,"Fôra
aquelle patife",naquelle,Marques,aquelle,Naquelle,,,,,
9.0,Soror Manoela,Soror Gertrudes--Manoela,Manoel,"Soror
Manoela",Manoela,Soror,,,,,
10.0,"vera pessôa
do bom padre Zé",bom do padre,Terezinha da Zéfa do Padre,,,,,,,,
11.0,Endireitei-me,Aninhei-me,Córei,Geitoso,,,,,,,
12.0,Choravam,Chorava,,,,,,,,,
13.0,alegre,Alegre,,,,,,,,,
14.0,Ama,Typographia França Amado,damasco,,,,,,,,
15.0,Chamavam-no,alongavam-se:--este,Chamou-a,,,,,,,,
16.0,There,"work
with the phrase","cost and with
almost",,,,,,,,
17.0,palreiras,FEITICEIRA,plumeiras,purpuras,capoeira!?--e,Paulino de Oliveira,,,,,
18.0,"Gertrudes
Zarôlha,--«corro",Zarôlha,Gertrudes Zarôlha,assim:--Ó Gertrudes,"Soror
Gertrudes",Soror Gertrudes,,,,,
19.0,céo azul,Barba Azul,,,,,,,,,
20.0,hipocrisia,silvas,vasia,Quasi,,,,,,,
21.0,by U.S. federal laws,U.S.,Cederia,,,,,,,,
22.0,escandalo da familia,Anda,vianda,understand,,,,,,,
23.0,Revoltar-se,revêr,revêr...,,,,,,,,
24.0,Lisbôa,bôas,normalisou,,,,,,,,
25.0,transigencia,opulencia,,,,,,,,,
26.0,Havana,lha,Olhava,Olha,enregelava,,,,,,
27.0,Angelus,Soror Angelica,Madre Angelica,,,,,,,,
28.0,Tenho,Nosso Senhor,milagre do Senhor,,,,,,,,
29.0,Eduarda,"Terezinha,--continuava convencedora",Continuará,Contos,,,,,,,
30.0,Some states do not allow disclaimers of certain,Aberta,Decerto,Farta,,,,,,,
31.0,Tambem,Camborço,trambulhando,,,,,,,,
32.0,equilibrio,insensibilisa,familia,Lili,,,,,,,
33.0,espójar,Espanha,Esposas,Desprender,,,,,,,
34.0,Dizia-me,Esquecia-me,Esquecia,,,,,,,,
35.0,tragedia,lages,Podia,,,,,,,,
36.0,Maricas,Amérrica,Amérricana,Africa,America,causticar,tisica,,,,
37.0,computer virus,Compreendia,Candia,,,,,,,,
38.0,santos,santo Deus,praça louco de furia,Santo Deus,pranto:--era,Convento das Bernardas,,,,,
39.0,Hontem,montão,--«Tem,,,,,,,,
40.0,Infias,desconfiança,bemaventurança,,,,,,,,
41.0,casa dos Carneiros,Estados-Unidos,However,Ordem,Senhora dos Verdes,Senhora Condessa,Senhora do Castelo,,,,
42.0,"Ama-Rita,--",Ama-Rita,,,,,,,,,
43.0,Santas,santa casa,aquella santa casa,,,,,,,,
44.0,desmantelos,monomaníaco,mana,Many,,,,,,,
45.0,Iria,Sorria,miserias!--tão,,,,,,,,
46.0,této,aféto,,,,,,,,,
47.0,COIMBRA,Coimbra,,,,,,,,,
48.0,nova morgada,nevada,Salvador,,,,,,,,
49.0,Socegasse,Entroncamento,Surrateiramente,bôamente,lamentassem,Presentimentos,,,,,
50.0,tomara,Paraizo,Invejara,Paris,,,,,,,
51.0,Fitava-a,Tavares Cardoso,Saltava,Salt Lake City,,,,,,,
52.0,Eulalia,gárrulas,,,,,,,,,
53.0,caldeirinha magica,Terezinha,Zéfinha da horta,crescidinha,Mariquinhas,Vergonhas,condessinha,Vinha,cosinha,Anninhas,cantarinha
54.0,Vêr,Lembro-me,vêr-me,,,,,,,,
55.0,mamã,mamã sabe!,,,,,,,,,
56.0,bom-senso,Dispensariam,Peniche,,,,,,,,
57.0,Estive,Christo,Christina,,,,,,,,
58.0,Alemtejo,Tejo,Maleitas,,,,,,,,
59.0,herdaste,rétidão,--«Eu heide,--«Perdão,,,,,,,
60.0,Brazil,braza,Abraçava,,,,,,,,
61.0,Tonito,insónia,camponia,ceremonia,,,,,,,
62.0,Redistribution,Additional,Donations,,,,,,,,
63.0,dornas,Chico,Chinas,seminario,,,,,,,
64.0,grande chapéo,chapéo,,,,,,,,,
65.0,hade sahir,Sahi,Sahira,sahir,Sahir,,,,,,
66.0,"Luisa da
Roda",Serra da Estrella,Estremoz,,,,,,,,
67.0,"Madre
Superiora",Superiora,Madre-Superiora,,,,,,,,
68.0,valôr,lôrpas,flôr,,,,,,,,
69.0,roca,Trocaram-ma,,,,,,,,,
70.0,Maria Augusta,Próspera,Maria do Próspero,,,,,,,,
71.0,elle,volta delle,nelle,delle,pé delle,,,,,,
72.0,Importa-me,em Portugal,Portugal,,,,,,,,
73.0,Desatou,cadete,saüdades,,,,,,,,
74.0,Sacrificada,"IV

Sacrificada",,,,,,,,,
75.0,visinho cemiterio,cemiterio público,cemiterio,,,,,,,,
76.0,nossa velha igreja,Tigre,,,,,,,,,
77.0,ahi,Dahi,,,,,,,,,
78.0,Pobre Madre Claudea,saude,Claudea,Madrid,"Madre
Claudea",Maud,,,,,
79.0,Teresita,Resignada,prescrutar,álacres,Sèvres,,,,,,
80.0,Miguel,Martinho,visinho,Miguelsinho,,,,,,,
