cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,Lili,Lisbôa,Eulalia,familia,Paulino de Oliveira,insensibilisa,equilibrio,,,,,,
1,Santo Deus,santo Deus,Thus,Desatou,--«Eu heide,,,,,,,,
2,mana,Havana,U.S.,bemaventurança,Many,Imaginava,Animais,,,,,,
3,Saltava,alongavam-se:--este,Fitava-a,Salvador,Salt Lake City,,,,,,,,
4,Additional,Title,Donations,,,,,,,,,,
5,em Portugal,Portugal,Importa-me,,,,,,,,,,
6,terra,Surrateiramente,Próspera,herdaste,Fôra,computer virus,However,pranto:--era,fóra,Project Gutenberg-tm,Inglaterra,,
7,cemiterio,Teresita,seminario,visinho cemiterio,cemiterio público,,,,,,,,
8,lha,amimalhado,Olhava,trambulhando,Olha,Zarôlha,,,,,,,
9,Alemtejo,Tejo,--«Tem,,,,,,,,,,
10,Anda,vianda,Candia,escandalo da familia,understand,,,,,,,,
11,Anninhas,cantarinha,Aninhei-me,Vinha,visinho,condessinha,cosinha,Vergonhas,crescidinha,Miguelsinho,Martinho,Espanha,
12,Peniche,roca,bôamente,Entroncamento,lamentassem,Presentimentos,opulencia,,,,,,
13,vêr-me,revêr,revêr...,Vou,Vêr,,,,,,,,
14,Revoltar-se,UT,espójar,Escrevia,prescrutar,Tavares Cardoso,,,,,,,
15,nova morgada,"vera pessôa
do bom padre Zé",bom do padre,Terezinha da Zéfa do Padre,Terezinha,nossa velha igreja,"Terezinha,--continuava convencedora","Luisa da
Roda",Maria do Próspero,Zéfinha da horta,Serra da Estrella,,
16,Choravam,Chorava,Abraçava,,,,,,,,,,
17,lages,álêm,Resignada,Estremoz,álacres,Mêses,Sèvres,Crédo,,,,,
18,Lembro-me,Coimbra,COIMBRA,braza,Brazil,,,,,,,,
19,Soror Gertrudes--Manoela,Gertrudes Zarôlha,Soror Gertrudes,"Soror
Gertrudes","Gertrudes
Zarôlha,--«corro",assim:--Ó Gertrudes,,,,,,,
20,Typographia França Amado,"Clara do
Rezadeira",Clara do Rezadeira,praça louco de furia,"Clara de Rezadeira,--coitada!--mal",Clara,granadeiro,Rezadeira,,,,,
21,Some states do not allow disclaimers of certain,Farta,Aberta,Tambem,,,,,,,,,
22,Iria,Desprender,Produced,Cederia,ceremonia,by U.S. federal laws,dôce,Decerto,Pôs,miserias!--tão,materialisar,,
23,Chico,Dahi,hade sahir,ahi,!,sahir,Sahi,Sahir,Sahira,,,,
24,Socegasse,Senhora do Castelo,Senhora dos Verdes,Senhora Condessa,bom-senso,milagre do Senhor,Tenho,Nosso Senhor,,,,,
25,causticar,Africa,caldeirinha magica,Mariquinhas,Paris,Maria Augusta,tisica,Maricas,lagrimas,tomara,,,
26,Superiora,Madrid,There,Madre-Superiora,"Madre
Superiora",--«Perdão,,,,,,,
27,céo azul,Barba Azul,Baixa,,,,,,,,,,
28,Podia,proprio Diabo,Dispensariam,Compreendia,tragedia,Diabo,táboa,,,,,,
29,flôr,valôr,pavôr,lôrpas,purpuras,,,,,,,,
30,Redistribution,Estive,Chinas,Christina,Christo,,,,,,,,
31,Conseguira,Conselhos,Aconselhava-a,rapazelho,,,,,,,,,
32,Angelus,Manoel,Manoela,Madre Angelica,monomaníaco,desmantelos,,,,,,,
33,Eduarda,lua,,,,,,,,,,,
34,nevada,V,cadete,saüdades,"IV

Sacrificada",Cacilda,Sacrificada,,,,,,
35,Tigre,enregelava,alegre,Alegre,,,,,,,,,
36,Maud,Pobre Madre Claudea,saude,"Madre
Claudea",Claudea,,,,,,,,
37,damasco,mamã sabe!,Ama-Rita,proxima,"Ama-Rita,--",mamã,Ama,Trocaram-ma,Chamavam-no,,,,
38,Devia-lhes,Veja-lhe,Invejara,,,,,,,,,,
39,gárrulas,hipocrisia,Infias,insónia,bôas,Quasi,transigencia,vasia,silvas,,,,
40,casa dos Carneiros,Esposas,santa casa,aquella santa casa,Santas,,,,,,,,
41,normalisou,"work
with the phrase",Camborço,Soror Manoela,Sorria,suor,Soror Angelica,"Soror
Manoela",Soror,Ordem,dornas,,
42,America,camponia,Amérrica,Amérricana,,,,,,,,,
43,grande chapéo,chapéo,Chamou-a,,,,,,,,,,
44,aféto,gôto,rétidão,této,,,,,,,,,
45,"cost and with
almost",Hontem,véos,montão,Continuará,rôxos,Convento das Bernardas,desconfiança,santos,Estados-Unidos,Geitoso,Contos,Tonito
46,Dizia-me,Esquecia,Marques,Esquecia-me,,,,,,,,,
47,Paraizo,plumeiras,Maleitas,Endireitei-me,FEITICEIRA,capoeira!?--e,Córei,sofredôra,palreiras,,,,
48,Naquelle,nella,aquella calúnia,Aquellas,"Fôra
aquelle patife",aquelle,aquella grande,naquelle,Miguel,aquella casa,daquelle,Aquella,aquella sineta
49,nelle,Hãode,elle,volta delle,pé delle,delle,,,,,,,
