cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9
0,Maria Augusta,Dispensariam,Barba Azul,Maria do Próspero,,,,,,
1,rapazelho,Conselhos,Aconselhava-a,Conseguira,,,,,,
2,alegre,Alegre,Alemtejo,Tigre,Maleitas,,,,,
3,Eduarda,herdaste,Crédo,,,,,,,
4,Fitava-a,Havana,Infias,mamã,Tavares Cardoso,Saltava,enregelava,,,
5,Baixa,,,,,,,,,
6,valôr,lôrpas,flôr,,,,,,,
7,"Clara do
Rezadeira",Rezadeira,Clara,Clara do Rezadeira,granadeiro,"Clara de Rezadeira,--coitada!--mal",,,,
8,Brazil,COIMBRA,Coimbra,braza,Abraçava,,,,,
9,Endireitei-me,Lembro-me,Córei,gárrulas,Geitoso,UT,,,,
10,Choravam,Chorava,Chamavam-no,alongavam-se:--este,této,,,,,
11,Ama,"Ama-Rita,--",lua,Ama-Rita,damasco,,,,,
12,palreiras,FEITICEIRA,"work
with the phrase",plumeiras,purpuras,capoeira!?--e,Paulino de Oliveira,,,
13,Angelus,Soror Angelica,Peniche,Madre Angelica,,,,,,
14,"Gertrudes
Zarôlha,--«corro",Zarôlha,Gertrudes Zarôlha,assim:--Ó Gertrudes,"Soror
Gertrudes",Hãode,Soror Gertrudes,Pôs,,
15,rôxos,Entroncamento,Surrateiramente,bôamente,lamentassem,Presentimentos,,,,
16,by U.S. federal laws,Próspera,understand,,,,,,,
17,táboa,escandalo da familia,Anda,U.S.,"cost and with
almost",vianda,aféto,,,
18,However,Vergonhas,,,,,,,,
19,Revoltar-se,Vêr,revêr,Escrevia,revêr...,Vou,vêr-me,,,
20,Lisbôa,bôas,normalisou,,,,,,,
21,transigencia,opulencia,,,,,,,,
22,proxima,álêm,vasia,Produced,Project Gutenberg-tm,,,,,
23,Socegasse,nova morgada,nevada,,,,,,,
24,Tenho,Eulalia,bom-senso,dôce,Nosso Senhor,milagre do Senhor,Senhora dos Verdes,Senhora Condessa,Senhora do Castelo,
25,"Terezinha,--continuava convencedora",Continuará,Hontem,Contos,montão,,,,,
26,Aquella,aquella grande,aquella calúnia,Aquellas,aquella casa,nella,aquella sineta,,,
27,Some states do not allow disclaimers of certain,Aberta,Decerto,Farta,,,,,,
28,Tambem,suor,Camborço,trambulhando,,,,,,
29,equilibrio,insensibilisa,familia,Lili,,,,,,
30,espójar,Espanha,Esposas,Desprender,,,,,,
31,Devia-lhes,Dizia-me,Esquecia-me,Esquecia,Marques,,,,,
32,Maricas,Amérrica,Amérricana,gôto,Africa,Ordem,America,tisica,,
33,daquelle,"Fôra
aquelle patife",naquelle,aquelle,Naquelle,,,,,
34,casa dos Carneiros,Santas,santa casa,aquella santa casa,Quasi,pavôr,,,,
35,nossa velha igreja,amimalhado,lha,Olhava,Olha,,,,,
36,desmantelos,monomaníaco,mana,Many,!,,,,,
37,silvas,Estados-Unidos,Estive,causticar,Estremoz,,,,,
38,caldeirinha magica,crescidinha,rétidão,Mariquinhas,Aninhei-me,condessinha,Vinha,cosinha,Anninhas,cantarinha
39,hipocrisia,Christo,Christina,Paris,,,,,,
40,Importa-me,em Portugal,Portugal,,,,,,,
41,Tonito,insónia,camponia,ceremonia,,,,,,
42,Redistribution,Additional,Donations,,,,,,,
43,Imaginava,Chinas,seminario,,,,,,,
44,Soror Manoela,Soror Gertrudes--Manoela,Manoel,"Soror
Manoela",Manoela,Soror,,,,
45,grande chapéo,chapéo,Chamou-a,,,,,,,
46,Cacilda,--«Eu heide,--«Perdão,--«Tem,,,,,,
47,computer virus,Inglaterra,V,terra,Serra da Estrella,,,,,
48,"Madre
Superiora",Superiora,Madre-Superiora,,,,,,,
49,roca,desconfiança,Typographia França Amado,bemaventurança,,,,,,
50,hade sahir,Sahi,Sahira,sahir,Sahir,,,,,
51,santos,santo Deus,praça louco de furia,Santo Deus,pranto:--era,Convento das Bernardas,,,,
52,elle,volta delle,nelle,Chico,fóra,delle,pé delle,Tejo,,
53,There,"vera pessôa
do bom padre Zé",Terezinha,bom do padre,Zéfinha da horta,Thus,"Luisa da
Roda",Title,Terezinha da Zéfa do Padre,
54,tomara,Veja-lhe,Mêses,Paraizo,Trocaram-ma,Invejara,,,,
55,Desatou,cadete,saüdades,,,,,,,
56,visinho cemiterio,cemiterio público,cemiterio,,,,,,,
57,ahi,Dahi,,,,,,,,
58,céo azul,mamã sabe!,Sacrificada,"IV

Sacrificada",,,,,,
59,sofredôra,Fôra,,,,,,,,
60,lages,Animais,lagrimas,,,,,,,
61,Pobre Madre Claudea,saude,Claudea,Madrid,"Madre
Claudea",Maud,,,,
62,Teresita,Resignada,prescrutar,álacres,Sèvres,,,,,
63,Diabo,tragedia,Compreendia,proprio Diabo,Candia,Podia,,,,
64,dornas,Salt Lake City,Salvador,,,,,,,
65,Miguel,Martinho,visinho,Miguelsinho,,,,,,
66,materialisar,véos,Iria,Cederia,Sorria,miserias!--tão,,,,
