cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23
0.0,Street,Flower Street,Bow Street,Smart Street,Curzon Street Chapel,"Piumptre
Street",Friar Street,Regent Street,Stratton Street,West Street,King Street,Calthorpe Street,Gerrard Street,Whitecross Street,Oxford Street,St. John-street,Pitfield Street,Essex Street,High Street,Whiteoross Street,"Jermyn
Street",Ada Street,Gracechurch Street,Jermyn Street
1.0,Cambridge,Knightsbridge,Cambridgeshire,,,,,,,,,,,,,,,,,,,,,
2.0,District,Jur district,,,,,,,,,,,,,,,,,,,,,,
3.0,Portsmouth,"mouth,—oh",Port,,,,,,,,,,,,,,,,,,,,,
4.0,Buffer,agruff,,,,,,,,,,,,,,,,,,,,,,
5.0,Madonnas,Bonn,Vienna,,,,,,,,,,,,,,,,,,,,,
6.0,Holford east,East,"the

 

 

 

   

    

 

 

 

 

  

 

 

 

  
  
 

 

 

   

 

 

Railway east",Eastwards,nfoleastere,Aston,Eastern Lon-,Eastern Counties Railway,,,,,,,,,,,,,,,,
7.0,Kentish,Kent,"Kentish
Town","Kentish

'",Kentish Town,,,,,,,,,,,,,,,,,,,
8.0,the Yellow Drawing-room,Yellow,room/—I,the Yellow Drawing-Room,Swallowing,the Yellow Drawing Room,,,,,,,,,,,,,,,,,,
9.0,Tuscany,Barbican,can’I,Tus,,,,,,,,,,,,,,,,,,,,
10.0,Regent,Argentina,tina,,,,,,,,,,,,,,,,,,,,,
11.0,plano,flank,Plain,Bazzano,,,,,,,,,,,,,,,,,,,,
12.0,Castelcicala,Castelicicala,Castelricala,Casielcicala,Eustelicala,Jastelcicala,"Castaic-
cala",the Grand Duchy of Castelcicala,Castolcicala,Custelcicala,Casteicicala,Castolcicalan,the State of Castelcicala,,,,,,,,,,,
13.0,the Herne Bay,Herne Bay,,,,,,,,,,,,,,,,,,,,,,
14.0,Iran,tehran,Madeira,Mira,iran,,,,,,,,,,,,,,,,,,,
15.0,huge;piece,Pierre,Receiving Ward,,,,,,,,,,,,,,,,,,,,,
16.0,Button,Butts,,,,,,,,,,,,,,,,,,,,,,
17.0,Naples,Temple,naples,NAPLES,,,,,,,,,,,,,,,,,,,,
18.0,Villa,Villabella,"Wy
vil",Villabeila,VILLA,,,,,,,,,,,,,,,,,,,
19.0,Holmesiord,the Marquis of Holmesford,Stockholm,DECISION,,,,,,,,,,,,,,,,,,,,
20.0,VERNON,Nevernave,Vernon la,Duvernay,Vernon,,,,,,,,,,,,,,,,,,,
21.0,Egerton,St. Leger,COOL.—Egerton,Pemberton,Liege,,,,,,,,,,,,,,,,,,,
22.0,earth,Earth,Garter,Carthage,,,,,,,,,,,,,,,,,,,,
23.0,the West End,the West Strand,West End,the West End of London,The West End,,,,,,,,,,,,,,,,,,,
24.0,Ilala,Milan,milan,,,,,,,,,,,,,,,,,,,,,
25.0,MeI Bolt,Meitnerium,cei va,,,,,,,,,,,,,,,,,,,,,
26.0,Rottenborough,Rottenborough Article-,Rottenborough Union,Rottenborpugh,Rotteuborough,Rottenbordugh,,,,,,,,,,,,,,,,,,
27.0,Clare Market,Clarke,Leadenhall Market,,,,,,,,,,,,,,,,,,,,,
28.0,Stephens,queens,Stephen,phenix,,,,,,,,,,,,,,,,,,,,
29.0,Wapping,beijing,appoint~,Keeping,,,,,,,,,,,,,,,,,,,,
30.0,Mufiles,nile,Old Bailey,Ile,,,,,,,,,,,,,,,,,,,,
