cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
-1,wy,Hrton,inn,La n.s,pasrl,hssty,Abont,Lancashire,IM,Ihresks,"na pa
ut",Ihther
0,mannar.,anl,Canada,,,,,,,,,
1,Samaritan,comarison,,,,,,,,,,
2,informatiaon,Miry,Miary,Infirmary,hMary,,,,,,,
3,Nc,enceh,,,,,,,,,,
4,peid,pece,,,,,,,,,,
5,Iamished,nnguish,,,,,,,,,,
6,"L
II",WiIl,Ild,XXXIII,wi,CnotaIin,ths ilark,,,,,
7,denr,hennd,nndenr,,,,,,,,,
8,Halifh,Halifax,Lifa,CALIFORNIA,Hlalifix,palin,,,,,,
9,erie,riech,grieva,ns nevar,,,,,,,,
10,Io,sf ks-makie.,Iob Iegh,,,,,,,,,
11,Manchester,chester,Manchestes,,,,,,,,,
12,Waterloo,the United States,YlO,Yates,,,,,,,,
13,Davenport,Liverpool,,,,,,,,,,
14,sls,plsy,thls,,,,,,,,,
15,symnathy,mn,Diclhy,,,,,,,,,
16,thou,Thon,Thou,,,,,,,,,
17,lgitor--,eOh,tOh,,,,,,,,,
18,"morn-
intg church",moro,,,,,,,,,,
19,butnewe,tn,Weltl,,,,,,,,,
20,creatura,RBen Sturgis,dra,Fura,,,,,,,,
21,noiselesaly,Blesayoul,,,,,,,,,,
