cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0.0,Vois,Voilà,Cavois,Dubois,,,,,,,,,
1.0,tour,toul,tourménter,Tours,,,,,,,,,
2.0,Acceptez,Partez,Comptez,raccommoda,,,,,,,,,
3.0,château de Fayel,château d'Ainsi,Fayel,,,,,,,,,,
4.0,MAis-,Sis-,Mais-,vis-à-,aimais,jaMais-,Jamais,,,,,,
5.0,Beaupré,MOn Beau-père,Cerbères,au-,,,,,,,,,
6.0,Voyez,sayez,Croyez-,Moyenbrie,,,,,,,,,
7.0,ellE,quellesil,Klle,tonnelle,Élle,brielle,Tcielle,Ellé,Quelle,,,,
8.0,Lameth,Lamibeït,Larneth,Lamethr,Aussi-Lameth,,,,,,,,
9.0,CHATEAU DE PINON,CHATTAU DE PINON,CHATEAU DÉ PINON,CHATEAU DE,CHÂTEAU DE PINON,GHATEAË DE,GHAÏEAU DE BINON,CHATEAU DE PIFON,CHATEAU DE BINON,CHATEAU DE PENON,CHATEAU DE PIKON,LE CHÂTEAU DE PINON,CHATEUA DE PINON
10.0,abbaye de Prémoniré,palais de la reine,nir,Rémond,,,,,,,,,
11.0,Bussy-La-,Bussy-Lameth,Bussy-Laméth,Bussy,"Bussy
d'Amboise",,,,,,,,
12.0,sainT,auberge de Saint-Gabriel,Maintenant,rue Saint-Honoré,Saint,Terre-Sainte,Saint-Jean-d'Ancre,Saint-Quentin,,,,,
13.0,Cour,Courval,Couey,cOurage,Lanissecourt,Heudicourt,Mothe-Houdancourt,Couëy,,,,,
14.0,Albret,breF,"AI-

bret",Retz,,,,,,,,,
15.0,Pinon,PINON,PINOX,dePinon,PINON.-,,,,,,,,
16.0,Etsi,Mets,,,,,,,,,,,
17.0,jéunesse,Aucunes,iesse,Abbesse,,,,,,,,,
18.0,Écoutez,Tout-à-coup,lout,Ajoutez,,,,,,,,,
19.0,maine,Fontainebleau,,,,,,,,,,,
20.0,Clany,Flandre,Fépondre,,,,,,,,,,
21.0,"ON ee mere

ee age me

126 LE CHATEAU DË PINON",N E,pp ee Emme,,,,,,,,,,
22.0,moi,MOI,,,,,,,,,,,
23.0,mademoiselle,Mademoiselle,Mesdemoiselles,Made-,moiselle,,,,,,,,
24.0,"madaMe 

Corcy",Corcy,Madainè,,,,,,,,,,
25.0,perlé,Orléans,perle,,,,,,,,,,
26.0,Väimera,la Porte,supporterai,,,,,,,,,,
27.0,matu,nature.de,bure,Maures,,,,,,,,,
28.0,Lejeune,Le - Une,June,,,,,,,,,,
29.0,Rochefort,Hautefort,Cherche,Rochetort,,,,,,,,,
30.0,Anisy,Anizy,Aniy,,,,,,,,,,
31.0,Henneite,vienne,Carmélites,Hennecourt,Choïisissez-enNemi,,,,,,,,
32.0,Votre,Fêtre,Lambertremit,étre,,,,,,,,,
33.0,dese,Desmonté,Demandes,jardin des Hespérides,,,,,,,,,
34.0,AIMÉE JUSQU'A LA MORT,La Mothe,Mothe,,,,,,,,,,
35.0,Roï,pälissant,Vivant,mmaudant,blis,,,,,,,,
36.0,Vousprendrez,rendré,,,,,,,,,,,
37.0,Adien,Normandie,adIeu,,,,,,,,,,
38.0,Chapelain,PEL TE,A TE,,,,,,,,,,
39.0,Dangeau,GEAR,,,,,,,,,,,
40.0,jura,Ilaura,Lauzun,,,,,,,,,,
41.0,Etil,Etils,,,,,,,,,,,
42.0,Hon-,"Hon-

gris",Paris,,,,,,,,,,
43.0,Prononcez,Providence,"237

— Encore",proménade,Conscience,,,,,,,,
44.0,"église

— Certainement",Parfaitement,Hement,Rentrée,Comment,,,,,,,,
45.0,douai,Jaquais,sais,,,,,,,,,,
46.0,Séulemiënt,Où voulez,,,,,,,,,,,
47.0,"Écu

de France",tyranme,la France,Cour de France,Écu de France,de France,France,"Cour de France dans.le vieux
château de François",,,,,
48.0,Venise,Venez,YISEON,,,,,,,,,,
49.0,écuriés,Thurin,,,,,,,,,,,
50.0,"repliqua Pi-

326",Pi-,,,,,,,,,,,
51.0,longues,sallon,Allons,fallüt,postillon,,,,,,,,
52.0,Mouy,mouy,,,,,,,,,,,
53.0,M. de Bussy,Causa,"M. de
Aussi",,,,,,,,,,
54.0,CettE,Attends,Delette,TE Se,,,,,,,,,
55.0,italie,FautAl,Faut,,,,,,,,,,
56.0,continua M. de Roucy,continua-t,galantin,,,,,,,,,,
57.0,selle de Roucy,Mademoiselle de Roucy,chambre de mademoiselle de Roucy,moiselle de Roucy,,,,,,,,,
58.0,"théâtre de
Oreille",Surveillée,mérveille,soleil,,,,,,,,,
59.0,Carrousel,verroux,verras,,,,,,,,,,
60.0,Avez,Ramasse,passe-t-1l,,,,,,,,,,
61.0,As-tu parlé,Suivrez,| Pauvre,LT Pas,,,,,,,,,
62.0,piers,Villers-Cotterets,Villers-Cotierets,Villeroi,,,,,,,,,
63.0,sion,"va-
sion",Passionnément,,,,,,,,,,
64.0,croisée,Crois-tu,cRois,,,,,,,,,,
65.0,terie,homrie,Savez,Comrient,,,,,,,,,
66.0,Picarde,Picardie,,,,,,,,,,,
67.0,Manquerai,vêque,Arquebuse,Fiesque,,,,,,,,,
68.0,"Haï-
val",Chaïlés,baïlli,,,,,,,,,,
69.0,Émineñce,Devinez,Bouvines,vingtans,,,,,,,,,
70.0,La Vallière,"49

Vallière",Lavallère,,,,,,,,,,
71.0,Monsei-,Nsetut,,,,,,,,,,,
72.0,chard,Tonnay-Charente,Char-,Piéhard,,,,,,,,,
73.0,séduire,gesie,Sire,,,,,,,,,,
74.0,Jour,confianée,Journée,,,,,,,,,,
75.0,Mortagne,Pignerol,Craignez,Allemagne,gne,Bourgogne,,,,,,,
76.0,"auberge

de la Croix-Blanché",Croix-Blanché,Croïx-Blanche,,,,,,,,,,
77.0,Ouest,Est,"de

Est",Majesté,Estrées,,,,,,,,
78.0,pagna,sur-le-champ,Champagne de Navarre,Espagne,Champagne,,,,,,,,
79.0,SOISSONS,Sissone,Soissons,,,,,,,,,,
80.0,Gardez,Garde-moi,,,,,,,,,,,
81.0,Bohémiens,miens,,,,,,,,,,,
82.0,Cossé,Imsensée,Lassée,,,,,,,,,,
83.0,"com-

-

tesse","| -
Vers le soir la comtesse",La!comtesse,,,,,,,,,,
84.0,CHATAU,CHATEAU,CHATÉAU,LE.CHATFAU,,,,,,,,,
85.0,Houx,houx,,,,,,,,,,,
86.0,Henrietie,riette,Henriette,,,,,,,,,,
87.0,Cria-,Derrière,Tarenie,Îles,"Ai-
y. Les lumières",crièreni-elles,,,,,,,
88.0,adorable Hen.,Adorable Charlotte,,,,,,,,,,,
89.0,Coucy,Roucy,Rou-,,,,,,,,,,
90.0,Chose-,Choi-,,,,,,,,,,,
91.0,Lopison,Louis-le-Grand,Puisqu,Oui,Louison,,,,,,,,
92.0,Chavignon,avac,chavannes,,,,,,,,,,
93.0,ainsi-le-Hôtel,Ainsi,,,,,,,,,,,
94.0,Ursulines,Trouvez-,couvent des Ursulines,,,,,,,,,,
95.0,Versailles,château de Versailles,"château
de Versailles",ae Ven nae,,,,,,,,,
96.0,Soyons,Noyon,,,,,,,,,,,
97.0,Cœur-de-Roy,M.CŒur-de-Roy,,,,,,,,,,,
98.0,Peur,Nousdemeureronstouteslesdeux,meuré,,,,,,,,,,
99.0,cousine ger-,Ver-,Enfer-,,,,,,,,,,
