cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
0,PINON,PINOX,dePinon,PINON.-,Pinon,,,,,,,,,,,,,
1,MAis-,Mais-,aimais,Jamais,vis-à-,nir,Sis-,jaMais-,,,,,,,,,,
2,Hement,sès,Parfaitement,"église

— Certainement",CU,Comment,Rentrée,,,,,,,,,,,
3,Ma-,Argus,"Écu

de France",écuriés,tyranme,de France,Cour de France,"Cour de France dans.le vieux
château de François",France,Écu de France,la France,,,,,,,
4,P,meuré,Peur,matu,séduire,,,,,,,,,,,,,
5,Ilaura,Côté,jura,,,,,,,,,,,,,,,
6,gne,Craignez,Pignerol,Bourgogne,,,,,,,,,,,,,,
7,Gardez,Garde-moi,| ET—,Picarde,Roï,,,,,,,,,,,,,
8,moi,MOI,,,,,,,,,,,,,,,,
9,dese,Desmonté,Demandes,jardin des Hespérides,,,,,,,,,,,,,,
10,Lopison,Louison,Puisqu,Louis-le-Grand,Oui,lout,,,,,,,,,,,,
11,longues,sallon,postillon,Pi-,Où,fallüt,Allons,,,,,,,,,,,
12,nature.de,Sire,Maures,léur,bure,,,,,,,,,,,,,
13,As-tu parlé,perlé,| Pauvre,LT Pas,Paris,Orléans,,,,,,,,,,,,
14,Lameth,Lamethr,Larneth,Aussi-Lameth,Eh,,,,,,,,,,,,,
15,tour,toul,tourménter,Tours,,,,,,,,,,,,,,
16,nôus,Char-,Tonnay-Charente,chard,Piéhard,Na-,Adorable Charlotte,,,,,,,,,,,
17,houx,Houx,Is,JE,,,,,,,,,,,,,,
18,Comptez,l.,Partez,Acceptez,—- J',J,raccommoda,,,,,,,,,,,
19,Fépondre,1l,Vousprendrez,rendré,Flandre,A,,,,,,,,,,,,
20,Mortagne,pagna,Espagne,Allemagne,Champagne de Navarre,Champagne,,,,,,,,,,,,
21,Cœur-de-Roy,M.CŒur-de-Roy,,,,,,,,,,,,,,,,
22,Ajoutez,Nousdemeureronstouteslesdeux,Écoutez,Îls,,,,,,,,,,,,,,
23,Etsi,Mets,Hui-,gesie,Noñ,,,,,,,,,,,,,
24,125,Delette,Attends,riette,perle,Henriette,CettE,el,Plût,,,,,,,,,
25,italie,adIeu,d’,Adien,D,Picardie,Normandie,,,,,,,,,,,
26,La!comtesse,Lauzun,jéunesse,iesse,"| -
Vers le soir la comtesse",Abbesse,"com-

-

tesse",,,,,,,,,,,
27,moiselle de Roucy,continua M. de Roucy,selle de Roucy,Mouy,chambre de mademoiselle de Roucy,Mademoiselle de Roucy,,,,,,,,,,,,
28,"madaMe 

Corcy","237

— Encore",Îlme,Corcy,pIXON,,,,,,,,,,,,,
29,Pa-,galantin,Jui,continua-t,confianée,po,,,,,,,,,,,,
30,douai,Dangeau,Beaupré,MOn Beau-père,c1,,,,,,,,,,,,,
31,Dis=,Ainsi,château d'Ainsi,ainsi-le-Hôtel,J',Laon,,,,,,,,,,,,
32,cOurage,Heudicourt,Cour,Mothe-Houdancourt,Lanissecourt,Courval,Hennecourt,|,,,,,,,,,,
33,Journée,Jour,,,,,,,,,,,,,,,,
34,Je,au-,,,,,,,,,,,,,,,,
35,St,Ver-,Enfer-,verras,I,,,,,,,,,,,,,
36,Quincy,FautAl,Hautefort,Faut,AÀ,,,,,,,,,,,,,
37,Bussy,Bussy-La-,Bussy-Lameth,Bussy-Laméth,"Bussy
d'Amboise",,,,,,,,,,,,,
38,Hon-,"Hon-

gris",,,,,,,,,,,,,,,,
39,Monsei-,Rémond,Soyons,s’,,,,,,,,,,,,,,
40,Coucy,Couey,Couëy,Tout-à-coup,cousine ger-,,,,,,,,,,,,,
41,"théâtre de
Oreille",mérveille,Surveillée,soleil,,,,,,,,,,,,,,
42,sou,Cerbères,"Ai-
y. Les lumières",Îles,Derrière,,,,,,,,,,,,,
43,Aniy,Anisy,Anizy,m’,,,,,,,,,,,,,,
44,Ja-,Majesté,Est,"de

Est",Nsetut,Ouest,Estrées,,,,,,,,,,,
45,mmaudant,pälissant,Vivant,blis,,,,,,,,,,,,,,
46,Fayel,sayez,Croyez-,Voyez,Thurin,,,,,,,,,,,,,
47,Lavallère,"49

Vallière",baïlli,M,La Vallière,,,,,,,,,,,,,
48,Cédéz,ES,,,,,,,,,,,,,,,,
49,LE.CHATFAU,CHATEAU,CHATAU,CHATÉAU,Rhin,,,,,,,,,,,,,
50,Fêtre,étre,Votre,,,,,,,,,,,,,,,
51,Maintenant,Émineñce,Madainè,maine,Fontainebleau,,,,,,,,,,,,,
52,Où voulez,"AI-

bret",breF,Albret,AS,Retz,,,,,,,,,,,,
53,GHAÏEAU DE BINON,CHATEAU DE,"ON ee mere

ee age me

126 LE CHATEAU DË PINON",Cria-,château de Fayel,CHATEAU DE PENON,abbaye de Prémoniré,CHATEAU DE PIFON,CHATEAU DE PIKON,"repliqua Pi-

326",CHATEAU DE BINON,CHATTAU DE PINON,CHATEAU DE PINON,CHATEUA DE PINON,GHATEAË DE,CHÂTEAU DE PINON,CHATEAU DÉ PINON,LE CHÂTEAU DE PINON
54,Manquerai,vêque,L’,Ga-,Arquebuse,Fiesque,,,,,,,,,,,,
55,N|,PEL TE,lüi,subjügüer,A TE,,,,,,,,,,,,,
56,Carmélites,adorable Hen.,vienne,Henneite,Choïisissez-enNemi,,,,,,,,,,,,,
57,Jo-,Croix-Blanché,pp ee Emme,Croïx-Blanche,"auberge

de la Croix-Blanché",Clany,,,,,,,,,,,,
58,noîre,Rochefort,Rochetort,Cherche,,,,,,,,,,,,,,
59,GEAR,gie,,,,,,,,,,,,,,,,
60,Choi-,Chose-,,,,,,,,,,,,,,,,
61,Tarenie,Venise,YISEON,Venez,,,,,,,,,,,,,,
62,sur-le-champ,"Haï-
val",Chapelain,Chaïlés,Chavignon,,,,,,,,,,,,,
63,sainT,auberge de Saint-Gabriel,Saint-Quentin,Saint,rue Saint-Honoré,Terre-Sainte,TE Se,Saint-Jean-d'Ancre,,,,,,,,,,
64,Crois-tu,cRois,croisée,,,,,,,,,,,,,,,
65,palais de la reine,Jaquais,sais,Etle,,,,,,,,,,,,,,
66,Carrousel,Roucy,Rou-,Trouvez-,verroux,,,,,,,,,,,,,
67,Imsensée,Bohémiens,miens,,,,,,,,,,,,,,,
68,L|,,,,,,,,,,,,,,,,,
69,Dubois,Cavois,Vois,IL,Voilà,,,,,,,,,,,,,
70,Passionnément,Grâces,"va-
sion",sion,,,,,,,,,,,,,,
71,Lassée,passe-t-1l,Ramasse,,,,,,,,,,,,,,,
72,Savez,Avez,N E,,,,,,,,,,,,,,,
73,chavannes,b59,avac,qu’,Noyon,,,,,,,,,,,,,
74,Etil,Etils,,,,,,,,,,,,,,,,
75,m-,Lamibeït,Séulemiënt,Lambertremit,,,,,,,,,,,,,,
76,j’,Sissone,Soissons,SOISSONS,,,,,,,,,,,,,,
77,Le - Une,J2À.,June,Aucunes,Lejeune,,,,,,,,,,,,,
78,Väimera,Ilen,supporterai,la Porte,,,,,,,,,,,,,,
79,AIMÉE JUSQU'A LA MORT,Mothe,La Mothe,,,,,,,,,,,,,,,
80,Villers-Cotterets,LÉ,piers,t’,Villers-Cotierets,Villeroi,,,,,,,,,,,,
81,Suivrez,,,,,,,,,,,,,,,,,
82,Comrient,ON,mouy,Henrietie,Moyenbrie,homrie,terie,,,,,,,,,,,
83,château de Versailles,Versailles,ae Ven nae,"château
de Versailles",,,,,,,,,,,,,,
84,tonnelle,Tcielle,Ellé,quellesil,Klle,Élle,crièreni-elles,brielle,ellE,Quelle,j-,,,,,,,
85,vingtans,Ursulines,Devinez,Bouvines,couvent des Ursulines,,,,,,,,,,,,,
86,M. de Bussy,Causa,"M. de
Aussi",,,,,,,,,,,,,,,
87,Mesdemoiselles,Made-,moiselle,M|,Mademoiselle,mademoiselle,,,,,,,,,,,,
88,Cossé,Conscience,Prononcez,proménade,Providence,,,,,,,,,,,,,
