cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,Œil-de-Bœuf,Œil-de-bœuf,Corne-bœuf !,,,,,,,,,,
1,Placée,Lovelace,lac Érié,,,,,,,,,,
2,huche,Cher,Ferney,sachet,Hermine,Séchez,Riche,Lâches,Bouche,hein,Marches,,
3,château de,Châteaux-Blancs,hâtez,château de Beauregard,au Havre,,,,,,,,
4,Vire,Votre,scapulaire,Virginie,VI,,,,,,,,
5,ajoutez,Anjou,Écoutez,Ajoutez,,,,,,,,,
6,baie des Marmousets,Marigots,anse des Marigots,Camarades,Anse-aux-Marigots,cap des Monts-Pelés,Royal-Marine,,,,,,
7,Fatalement,Parfaitement,Vraiment,Jérusalem,Cordialement,,,,,,,,
8,Versailles,Les,taillis,Jumonville,Castille,de Versailles,égorgille,,,,,,
9,Prends,Rendez,Répondez,Précédez,,,,,,,,,
10,Couleuvre,La Couleuvre,la Couleuvre,Coulon,,,,,,,,,
11,Çà,Le Saint-Laurent,Saint-Laurent,Soudain,fleuve Saint-Laurent,,,,,,,,
12,Londres,Wacondah,Reviendrez,Kayélon,,,,,,,,,
13,atepelt,Sans-Piste,Tes,Tels,Te,Notez,Ponce-Pilate,Totem,remettez-le-moi,Créateur,Comptez,Acceptez,Attends
14,Vierge,fier,Singuliers,cap Rosier,Berger,,,,,,,,
15,bois-brûlé,Bois-Brûlé,Le bois-brûlé,brave Bois-Brûlé,Bois-Brûlés,,,,,,,,
16,Och,Téocalis,Embroché,,,,,,,,,,
17,Terre Sainte,terre,Interrogez,Angleterre,,,,,,,,,
18,Quels,Amérique,Cincinnatus américain,Karnac celtique,Mexique,Américains,méritez,l'Amérique,briquet,Risque-Tout,,,
19,Formé,New-York,mornes,Dormez,Or,Cordieu,Nord,Bordeaux,,,,,
20,Vienne,Menneville,Guyenne,,,,,,,,,,
21,Est,Où,d'Espagne,Visages-Pâles,bowie-knives,Restez,,,,,,,
22,Ward,regardez,Niagara,Accordez,Regardez,Beauregard,,,,,,,
23,la France,de France,France,roi de France,créances,Blancs,Séance,Nouvelle-France,,,,,
24,Attention,contentez,Maintenant,Consentez,Contrecœur,,,,,,,,
25,fort Duquesne,Duquesne,Chichimèques,,,,,,,,,,
26,Douterais,Doué,jurerais,Douterais-tu,bivouaquerai,,,,,,,,
27,Renard-,Renard-Bleu,Gueusard,Le Renard-Bleu,,,,,,,,,
28,Notons,Particularité,Partons,Washington,Partout,,,,,,,,
29,Le Proscrit,Proscrit,,,,,,,,,,,
30,Essayez,Voyez,Fuyez,croyez-le bien,Soyez,,,,,,,,
31,II,Kouha-Handé,Kouha,Ahan,,,,,,,,,
32,cascabel,Caudebec,Québec,,,,,,,,,,
33,Occident,Accidenté,,,,,,,,,,,
34,Puisses-tu dire,Crois-tu,États-Unis,Vois-tu,Sçavoir,Voilà,Es-tu fou,,,,,,
35,Venise,Venez,Revenons,Apprenez,Joignez,,,,,,,,
36,cap du Chat,l'Amérique du Nord,Amérique du Nord,du Nord,golfe du Mexique,,,,,,,,
37,Nick,pic,Pilma,,,,,,,,,,
38,lune,Luy,Aucune,Plutôt,,,,,,,,,
39,miens,Bien-Aimé,Penserez,Bientôt,Tiens,,,,,,,,
40,fort de la Nécessité,fort Nécessité,fort Rupert,Petit-Fort,Nécessité,,,,,,,,
41,Mlle,Telles,Nouvelle-Orléans,selle,mademoiselle,Nouvelle-Hollande,mollet,Laquelle,,,,,
42,Holà,Créole,soleil,Sicile,Le soleil,regardez le soleil,,,,,,,
43,Jean-Pol,Opossum,Posant,Devant,toldos,,,,,,,,
44,Seigneurie,Furieuse,Curieux,Eux,Eh,Chérie,,,,,,,
45,Caen,Canadienne,Canadien,Canadiens,Canada,,,,,,,,
46,Va,Mauvaise,J'avais,J',J'ai tué un chien !,,,,,,,,
47,Manongahela,Manongohela,Manonghahela,Manongahéla,Manangahela,Eoah,,,,,,,
48,N',,,,,,,,,,,,
49,Yankées,Arrivées,IV,Arrivés,,,,,,,,,
50,faix,Ouais,blottis,sais,Anglais,haussa,Laisse,whiskey,mawkawis,,,,
51,Albion,hidalgo,Algonquins,foins,,,,,,,,,
52,la Belle-Rivière,Rivière,Belle-Rivière,Belle Rivière,,,,,,,,,
53,Faut,rivière de Montmorency,Saut de Montmorency,Montréal,,,,,,,,,
54,Palamède,pyramides de Cholula,Ami,Dominé,wampums,,,,,,,,
55,Pardonne,Pardon,Abandonnez,Emparez,Pardonnez,Sonne,,,,,,,
56,Léona,Déjeunons,Bisons-Hurons,mons,Grognon,Loups-Hurons,Huron,Fumerons,Hurons,Remonterons,,,
57,Françaises,Français,,,,,,,,,,,
58,I,Bonsoir,Soit,Sois,Poitou,,,,,,,,
59,île Anticosti,Océan,océan Atlantique,,,,,,,,,,
60,Eau-Jaune,Peaux-Rouges,Le Peau,Peau-Rouge,Rameau-d'Or,,,,,,,,
61,L'Ohio,baie d'Hudson,Ohio,vallée de l'Ohio,vallée de l',la feuillée,chaumière de l'Ohio,,,,,,
62,Sommes,Merci,Comment,Hommes,Commercy,,,,,,,,
63,Pittsbourg,Encouragés,Ours-Gris,courre,bourrelé,Pour,,,,,,,
64,Nulle,tu*.,Vêtu,Tulle,,,,,,,,,
65,l'Aigle-Volant,Maigre,L'Aigle,l'Aigle,Aigle-Volant,L'Aigle-Volant,Aigle-,,,,,,
66,Allez,alluma,monts Alleghanys,Alleghanys,Alleghany,,,,,,,,
67,Indien Belaware,Indiens,Les Indiens,toldos indiens,Dinwidie,L'Indien,brelandier,L'Indien sourit,Dieppe,Indien,,,
68,Grigny,baron de Grigny,Carignan,nuancés de gris,M. de Grigny,ligne de Tisona,,,,,,,
69,Asie,Louisiane,English,merisier,Paris,Parisien,,,,,,,
70,Relevez,Savez,Avez,Observez,,,,,,,,,
71,Pas,Gascon,bah,Bas,,,,,,,,,
72,parc de la comtesse,Maleval,seuil de la maisonnette,J'ai tenu ma promesse,châtelaine de Maleval,comtesse de Maleval,,,,,,,
73,Pélage,Bravo,Ravageuse,,,,,,,,,,
74,Européens,Peuh,l'Europe,Europe,,,,,,,,,
75,brandir,jura,Grand-Esprit,Armand,Grand,,,,,,,,
76,Providence,Providence veillât,,,,,,,,,,,
77,Assis,Mississipiens,Mississipi,,,,,,,,,,
