cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,Vois,Pavois,Vaudois,t’,Voilà,Dubois,,,,,,,
1,tour,Tout-à-coup,Tours,Journée,tourneñts,,,,,,,,
2,Lameth,Bussy-Lameth,Lamethr,Mets,,,,,,,,,
3,carioledeM. Cœur-de-Roy,Cœur-de-Roy,,,,,,,,,,,
4,Beaupré,château d’Anizy,château d'Anizy,Anizy,d’,Anizy-le-Châtel,,,,,,,
5,LE,sâde lâle,NH,Lejeune,Le - Une,"par-

LE",lâle,Belette,Etle,Îles,soleil,Où voulez,ler
6,Cour,Audincourt,Courval,Cossé,Ÿ,Hennecourt,Coucy,Mothe-Houdancourt,Couëy,léur,,,
7,Albret,Bre,"AI-

bret",Albret etle,brocäet,P,,,,,,,
8,IL,Surveillée,"-

— Exil",Civile,Etils,A,,,,,,,
9,Chapelain,maine,Maintenant,sine,Devinez,"énée

L

des mains",Aixin,Fontainebleau,Rhin,,,,
10,Est,Grâces,Cerbères,D,St,Majesté,Estrées,Statut,Cest,,,,
11,maderoïselle de Roucy,moselle de Roucy,selle de Roucy,moselle de Rochefort,"place de Jo-

guet",Mademoiselle de Roucy,M. de Roucy,chambre de mademoiselle de Roucy,"théâtre de
Corneille",I,Roucy,,
12,sailles,Versailles,méveille,château de Versailles,Villers-Cotterets,Villeroy,"château
de Versailles",,,,,,
13,enne,vienne,chavannes,Enfer-,,,,,,,,,
14,mademoiselle,moi,Mademoiselle,Mesdemoiselles,Made-,c1,proménade,moselle,,,,,
15,Jé,perlé,Orléans,perle,,,,,,,,,
16,"en'a

 

LE",Où,Je,Jen',en',,,,,,,,
17,La Vallière,moselle de la Vallière,Derrière,"49

Vallière",Lavallère,,,,,,,,
18,—- J',J',sès,,,,,,,,,,
19,As-tu,J2À.,Grois-tu,croisée,Sais-tu ce,Grois,,,,,,,
20,125,s’,,,,,,,,,,,
21,AIMÉE JUSQU'A LA MORT,La Mothe,Mothe,,,,,,,,,,
22,Väimera,Céries,piers,supporterai,terie,Moyenbrie,gie,homrie,Henriette,,,,
23,Anis,Vivant,Venise,Lanissecourt,Anim,vingtans,,,,,,,
24,château de Fayel,château de Sinon,château de Sinon!,terre de Sinon,Sinon,château de Pignon,TE Se,"château

de Sinon",CHÂTEAU DE SINON,,,,
25,Lamineït,Émineñce,lamin,,,,,,,,,,
26,Minence,dence,Providence,Conscience,,,,,,,,,
27,pälissant,Sis=,vis-à-,Is,Paris,"Sis-
I",,,,,,,
28,Corée,Corcy,,,,,,,,,,,
29,Voyez,"Cr

66",Croyez-,Cr,,,,,,,,,
30,"Écu

de France",tyranme,la France,Cour de France,Écu de France,Fr,de France,france,France,franée,"Cour de France dans.le vieux
château de François",,
31,"repliqua Pi-

326",Si-,Pi-,Jeudi-,,,,,,,,,
32,Jaquais,aimais,sais,Jamais,Âaimez,,,,,,,,
33,Lopison,Soyons,E,SOISSONS,SOINS,Sissone,Soissons,A',,,,,
34,Trouvez-,Avez,Venez,Savez,,,,,,,,,
35,Pas,Ia,AS,Lassée,,,,,,,,,
36,Rochefort,"75

Sortait",Hautefort,Faut,M,moselle de Hautefort,,,,,,,
37,N E,pp ee Emme,,,,,,,,,,,
38,b59,Fêtre,tre-,TR,étre,,,,,,,,
39,au-,Aucunes,Lauzun,CU,,,,,,,,,
40,Roï,Carrousel,Ver-,verroux,verras,Rou-,,,,,,,
41,Prononcez,Laon,Î,longues,"Son-

grie",sion,ON,Monsei-,Noyon,,,,
42,Vovray de Garderé,Carmélites,Gardez,Picarde,Garde-moi,Picardie,,,,,,,
43,"Ma-

138 LE CHATEAU DE SINON",CHATEAU DE,LE CHATÉAU DE SINON,"gra-

86 LE CHATEAU DE SINON",GHAÏEAU DE BINON,CHATEAU,CHATÉAU DE SINON,CHATEAU DE SINON,CHAÏAU DÉ SINON,CHATEAU DE BINON,CHATEAU DE PENON,"au-

LE CHAPEAU DE SINON",CHATEAU DE NIKON
44,Ga-,Na-,pays-c,Ma-,span,| Pauvre,Pa-,parläet,,,,,
45,Bussy-La-,Causa,"M. de
Bussy",Bussy-Laméth,Bussy,"Bussy
d'Amboise",nôus,Argus,,,,,
46,Quoiqu,qu’,Manquerai,vêque,que',Fresque,arquebuse,,,,,,
47,Ïl,"Haï-
val",Chaïlés,Cédés,,,,,,,,,
48,Cherche,chard,M. Chardy,Char-,,,,,,,,,
49,séduire,Etsi,noîre,Sire,Eh,,,,,,,,
50,Mortagne,Pignerol,Craignez,Allemagne,gne,Bourgogne,,,,,,,
51,"auberge

de la Croix-Blanché",Clan,Croix-Blanché,Croïx-Blanche,,,,,,,,,
52,sur-le-champ,Champagne de Navarre,Espagne,Champagne,,,,,,,,,
53,aéc,Ursulines,palais de la reine,Bouvines,Ursulines de,couvent des Ursulines,,,,,,,
54,Dien,S,Bohémiens,miens,Insensée,Auraient,,,,,,,
55,DO,adorable Hen.,Adorable Charlotte,,,,,,,,,,
56,Chavignon,Noñ,Pignon,,,,,,,,,,
57,Ramasse,passe-t-1l,1l,,,,,,,,,,
58,m’,Normandie,Demandes,jardin des Hespérides,,,,,,,,,
59,AÀ,PEL TE,Fayel,celaà,,,,,,,,,
60,"com-

-

tesse","| -
Vers le soir la comtesse",La!comtesse,Abbesse,,,,,,,,,
61,allät,fallüt,lüi,,,,,,,,,,
62,Ï,Houx,houx,,,,,,,,,,
63,Tonnay-Charente,Tarente,Rentrée,,,,,,,,,,
64,abbaye de Prémontré,Rémond,rémonie,,,,,,,,,,
65,Îls,Îlme,Îl,,,,,,,,,,
66,Louis-le-Grand,Oui,Louis-le-Gros,Louison,,,,,,,,,
67,po,Allons,postillon,,,,,,,,,,
68,Saint-Jean-d'Acre,auberge de Saint-Gabriel,rue Saint-Honoré,Terre-Sainte,Quincy,galantin,Saint-Quentin,,,,,,
69,Am-,laïs,Lambertremit,Lam-,,,,,,,,,
70,jura,nature.de,Turin,bure,Maures,,,,,,,,
71,Parfaitement,raccommoda,Comment,Passionnément,,,,,,,,,
72,Acceptez,Écoutez,Partez,Jo-,lout,Jouet,Ajoutez,,,,,,
73,tonnelle,brielle,continua-t-éelle,Ellé,crièreni-elles,Quelle,,,,,,,
74,Répondre,Flandre,Vousprendrez,Comptez,Attends,Comprendre,,,,,,,
75,Peur,Nousdemeureronstouteslesdeux,meuré,,,,,,,,,,
76,Demploi-,choseé,Choi-,,,,,,,,,,
