cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
0,Shabbyton,Melton,Eaton,Carlton Gardens,Realm,Palmerston,Wotton,,,,,,,,
1,Kingdom,Loretto,King,The Kingdom of France,Moorish kingdom,,,,,,,,,,
2,Russia,Prussia,New,Jerusalem,Lais,Sussex,Mexico,,,,,,,,
3,"Salt
Hill",Phillippics,Hilloa,Philip,Salt Hill,,,,,,,,,,
4,Barcelona,Babylon,Lon-,,,,,,,,,,,,
5,Macedon,Troy,Languedoc,Wimbledon,Toledo,,,,,,,,,,
6,Liverpool,Hanover,Sovereigns,Lawgiver,,,,,,,,,,,
7,Nuneham,Durham,Thames,Jong,,,,,,,,,,,
8,the green mountains,Greeks,Greece,the green district,,,,,,,,,,,
9,Estates,Hippocrates,n’t,Gazette,,,,,,,,,,,
10,Hellingsley,Wesleyans,Argyle,JT,Wellington,Wellesley,Hellingsby,,,,,,,,
11,Belgium,Leontium,,,,,,,,,,,,,
12,Phryne,Ermengarde,Hansard,Sedgwick,Jength,Aldermen,Wilkie,Siponta,,,,,,,
13,conbibio,Coningsby,Learning,Jemmy,,,,,,,,,,,
14,Arlington Street,Pagan,Downing Street,Berlin,,,,,,,,,,,
15,Taper,Opera,Persia,Penelope,Europe,,,,,,,,,,
16,woodland,Westmoreland,midland,Ireland,confiscated Ireland,Scotland,the Holy Land,Highland,England,Milan,Tamerlane,Spinoza,Roxalana,Monkey Island,Poland
17,the Persian Empire,the Venetian Republic,the Republic of Paris,Venetian Republic,,,,,,,,,,,
18,Nile,Sparta,Bacchantes,Charta,Hebrews,Nebuchadnezzar,Carthage,Froissart,,,,,,,
19,Irish Secretaryship,Ladyship,Friendship,,,,,,,,,,,,
20,Granada,Jamaica,Panama,Lepanto,,,,,,,,,,,
21,Hall,Whitehall,Hallam,us,,,,,,,,,,,
22,Victoria,Oriel,wi,Lyndhurst,,,,,,,,,,,
23,France,Vengeance,Frankfort,,,,,,,,,,,,
24,Lancashire,Berkshire,Hertfordshire,Leicestershire,Yorkshire,Lely,Jeremiads,Northamptonshire,,,,,,,
25,Heroes,Southern Italy,Monmouth,South,Inferno,,,,,,,,,,
26,Darlford,Sydney,Bradford,Forum,Oxford,,,,,,,,,,
27,Potts,Cottage,,,,,,,,,,,,,
