cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8
0.0,St. Geneviéve,Geneva,St. Gene-,St. Genevieve,,,,,
1.0,Hanover,Anon,Hansard,Sovereigns,,,,,
2.0,Learning,Earwig,,,,,,,
3.0,Cambridge,Madrid,Torquamada,Wilkie,,,,,
4.0,Jerusalem,Jeremiads,Rossendale,,,,,,
5.0,Prussia,Russia,Sussex,,,,,,
6.0,Salt Hill,"Salt
Hill",Hilloa,,,,,,
7.0,Bacchantes,Lepanto,Canterbury,Astrachan,,,,,
8.0,Brocas,Pembroke,brook,,,,,,
9.0,"the Rue
Rivoli",the Rue Tronchet,Troy,,,,,,
10.0,Frenchwomen,Frenchmen,,,,,,,
11.0,Tamworth,North,the Northern Sea,Northamptonshire,,,,,
12.0,East,New,Newcastle,Castle,Caucasus,,,,
13.0,MILLBANK,Millbank of Millbank,Albany,Millbank,,,,,
14.0,Ermengarde,Aldermen,Derby,,,,,,
15.0,Carlist,Carlton Gardens,Lisbon,,,,,,
16.0,Thebes,Hebrews,Athens,,,,,,
17.0,Mapame Colonna,Madame Colonna,the Prince Colonna,Colonna,,,,,
18.0,britska,Mauritania,Neapolitan,Hindostan,,,,,
19.0,Manhood,Germany,Trautsmandorff,,,,,,
20.0,Kingdom,King,Moorish kingdom,The Kingdom of France,,,,,
21.0,Wellesley,valley,Wesleyans,,,,,,
22.0,Forum,Oxford,Hertfordshire,Bradford,Darlford,,,,
23.0,Opera,Penelope,Taper,,,,,,
24.0,Chudleigh,Christchurch,Paris,Lyndhurst,,,,,
25.0,Hellingsby,Coningsby,Hellingsley,Wellington,,,,,
26.0,Slough,Borough,Louis Qua-,,,,,,
27.0,Brazils,Sinai,Ferdinand,China,,,,,
28.0,Naples,Temple,Principle,,,,,,
29.0,Mahomet,Rome,,,,,,,
30.0,Music,Isthmus,Academus,,,,,,
31.0,Althorp,Baltic,Aquatics,,,,,,
32.0,Westminster,West,Weston,Palestine,West India,,,,
33.0,Mlle,Regent,Colleges,,,,,,
34.0,litera,Mediterranean,Arragon,,,,,,
35.0,Hades,Duchess,Nebuchadnezzar,Sydney,,,,,
36.0,Greece,Greeks,,,,,,,
37.0,the green mountains,the green district,Austria,Ministry,,,,,
38.0,Barony,Lazaroni,Byron,Throne,,,,,
39.0,Granada,Tamerlane,Milan,Languedoc,Roxalana,Panama,,,
40.0,Berkshire,Lancashire,Yorkshire,Leicestershire,,,,,
41.0,Nottingham,Birmingham,Everingham,,,,,,
42.0,Liverpool,Lawgiver,,,,,,,
43.0,Nuneham,Durham,Thames,,,,,,
44.0,Lancaster,Waterloo,Studcaster,Study,,,,,
45.0,Realm,Scotland,Jength,England,Highland,woodland,Monkey Island,midland,Poland
46.0,Hyde Park,Park,the Lock Pool,the Lower Park,the Upper Park,De Lolme,,,
47.0,Ravenna,Vienna,,,,,,,
48.0,Saxon,Saxony,,,,,,,
49.0,St. Petersburg,Edinburgh,Augsburg,,,,,,
50.0,Rebello,Leontium,Belgium,,,,,,
51.0,Venice,Munich,Richmond,,,,,,
52.0,Hippocrates,the United Kingdom,the United Provinces,the United States,Estates,,,,
53.0,white bait,Hallam,Hall,Whitehall,,,,,
54.0,San Benito,Benito,Phenix,,,,,,
55.0,Loretto,Watteau,Gazette,,,,,,
56.0,Carthage,Cottage,Potts,,,,,,
57.0,Downing Street,Siponta,Berlin,Arlington Street,,,,,
58.0,Europe,Western Europe,Manchester,,,,,,
59.0,Grand Cairo,Strand Coffee-,Strand,,,,,,
60.0,Vengeance,Frankfort,France,,,,,,
61.0,Ill.,Willesden,Millennium,dishabille,Seville,M. Ville-,Villebecque,,
62.0,Providence,Jamaica,Blenheim,Maidenhead,Adelaide,,,,
63.0,the British Isles,Peninsula,the Spanish Peninsula,,,,,,
64.0,Friendship,Irish Secretaryship,Ladyship,,,,,,
65.0,Babylon,Barcelona,Lon-,,,,,,
66.0,Charta,Froissart,Spain,Sparta,,,,,
67.0,Alps,Lais,Walpole,Arabia,Paradise,Valparaiso,,,
68.0,Embassy,Ambassa-,,,,,,,
69.0,Burnet,Luxembourg,Lazour,Melbourne,,,,,
70.0,Cadiz,Piccadilly,,,,,,,
71.0,the Persian Empire,Persia,,,,,,,
72.0,Melton,Shabbyton,Brighton,Palmerston,Eaton,Wotton,,,
73.0,Macedon,Toledo,Wimbledon,,,,,,
74.0,Inferno,Monmouth,Heroes,Italy,Southern Italy,South,,,
75.0,St. James’ Street,"St. James’s
Square",Nemesis,"St. James’s
Street",St. James’s,St. James,,,
76.0,Rigbyites,Rigbys,Rigby,,,,,,
77.0,Oriel,Victoria,,,,,,,
78.0,conbibio,Ireland,Westmoreland,confiscated Ireland,,,,,
79.0,Philip,Phillippics,,,,,,,
80.0,Culloden,Lucca,Lucullus,,,,,,
81.0,Kildare,Windsor rang,"Windsor
Park",Uwins,Windsor,,,,
82.0,Africa,America,DEDICATION,Nile,Nilotic Africa,,,,
83.0,Clarendon,LONDON,London,,,,,,
84.0,Monsieur Sidonia,Naples Sidonia,Siponia,Medina Sidonia,Sidonias,Sidonia,Monsieur Sidonia’s,,
85.0,midland county,the County Chronicle,the County of,,,,,,
86.0,the Holy Sepulchre,Holbein,the Lanca-,the Holy Land,,,,,
87.0,Venetian Republic,the Republic of Paris,the Venetian Republic,Lucretia,,,,,
88.0,St. John,Marquess,Infirmary,St.,St. Paul,St. John’s,St. Mary’s,,
