cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220,elem_221,elem_222,elem_223,elem_224,elem_225,elem_226,elem_227,elem_228,elem_229,elem_230,elem_231,elem_232,elem_233,elem_234,elem_235,elem_236,elem_237,elem_238,elem_239,elem_240,elem_241,elem_242,elem_243,elem_244,elem_245,elem_246,elem_247,elem_248,elem_249,elem_250,elem_251,elem_252,elem_253,elem_254,elem_255,elem_256,elem_257
-1,"P
N .5","maitres,-",Vois,caraibe,"W

I,5
V. W","Musc
severe",violente,enerve,Grenelle,r8 fevrier,"rOle
d'Ocean",MI,m-,".G

-

'",voyais,Jugez,joufflus de douze,He,rue Lanterne,d'Espagne,Parfaitl,noms.r6z,w-4,Mluse,tete empanachee,"J

-'
1
x
1",Lombards,f,1N,O,IMoi,veloursl,L'ENLEvEMENT,Heinl,du Nord,Malgre,Vallee,Accoude,asphyxie les etrangle,saluerentIIIRIAR,J4,Bhagiratha,tenonslo,precipite,benl,Marsala,moitie,Tiens,Ma-,"Y '
W,--r
7-x
'",Foin,"I


-'  t","Es-tu betel
Si la tete te tourne",Ohel,mitra,N-,rY,Desir-de-plaire,F-=,.--ac-'-,tristel...,Confusement,mefie-toil,"a47
Ici",FR,Eh bien,F,grace,M. de,frenesie,c:::cz:=:t,Micou,S6dt,Revolutionl,AY,melopee,Villle,NJ,Raspail,I99,Comnme,Cachotier,Camillel,menton,Arrivee,"L.LLL
-
W",Saint-Petesbourg,Languedoc,IZ,t-'-,Embrasse,t,mastoides,premierln,Langlumeau,la manche,equerres,Faust,a'-a,val,trompe-la-mort,Vatel,Eh,Bientot,1E.,exageree,"W
I
2

re","P
L",Mlol,W,Grillon,x=-,Colombine,4--,avantl,Bernerette,"CHIOSE
A",Champenoise,Bouzanquet,miserablel,e,Md,"A 4


d
'",Ih1,humilie,laLE ROMIAN,Dig,W1,aA,Cudra,Voyez,Religion,5I,Horreurl,Cristaux,Pentecote,N,Palerme,Cunocepa,--f,ronfla,Tes,Cuba,r8,Hospitalier,rien.- A,piece,Pl,"xee
-",Angelus,eclairee,Gymnase,.--,Maintenant,Entrezl,pays-lh,Fanfan-la-Tulipe,pagna,ratatinee,Tribou,4-,Nh,Emporte,vages,"W
g.

r.' F",Moustier,lh-bas,Ohl,Eux,tempete,Souviens-toi,Kalatala,sur-le-champ,MASoN,"val
Quand je rentrai au college",S,larmcs,Nizier,A -.s,champagne,---rciseizzz--,Paques,Pres-Saint-Gervais,LN,Chauve-Souris,BeteI74,Genies,Cecilia,Chutl,passerelle,rez-de-chaussee,Rana-Valo,Combien,E,La creole,L.sdin--,IEst,Quoil,Iardin,connaft,Mlle,Lamartine d'Elvire,Hacqueville,I,l1'Odeon,merl Le ciel,WL,La Bete,Muse badine,les Debuts,r6gI,Adieul,palotte,Crusoe,.,a6,A hx--,echope,"C---e
L",assis,.f,buis,"A
 A

 
I




.Y",egayer,cheminee,ZY,echantillon,P,ceda,vicille fee,Saint-Emilion,Soudain,Bas,Cevennes,LA--3,Pise,Y,Afrique,A,Boheme,croirais-tu poete,Jusque-la,"P' -L
- 
=",boue de Paris,Mademoiselle.6,bouteille debouchee,cimetieres,Sar-,les86,Perrache,Vraiment,manecanterie,desert,iNN,"W
1P
I","S
---
e",neud,"hM
r
J
L"
0,"3z-E
E
Wr
A","E
R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,a----,L----,1---- IH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,cC`--.--.-  ---:-r--,k--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"S
-
Lfi","rs
-",rs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"-
-
-]","xl-
-.","w1
-
-7YIII",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"II
hY",II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"I

-
i","sI. -
I
-
5:
i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,".'-
-re-c
I n J
eA
A--",".'-
-re",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L.-iw,L.R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
