cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
0,IA,Bavaria,Calabria,ia,Dianas,Miastf,,,,,,,,
1,Sandan,Sandmsn,Panis,Granada,Satan,Vanbrugh,Anricl,Bandan,France,oman,Strand,Swan,Santa,anl
2,Prcetty dcar.-pretty,Dc,Vignettes,,,,,,,,,,,
3,Mers.-,Mrs.- Z,Hermetic,,,,,,,,,,,
4,flagon,FL,Flapdragon,,,,,,,,,,,
5,ARIOL,Auriolt,Paris,,,,,,,,,,,
6,ault,PAULS,Fihful,Aud,,,,,,,,,,
7,Thorneyeroft,Cornhl,ny,Loftus,Thorneycroft,,,,,,,,,
8,IO,IE8OLTION,Io,scagliola,,,,,,,,,,
9,Westminster,Zoroaster,"Grei
Western",Leicestershire,scaly sea-monster,nearest kinsman,,,,,,,,
10,numbcr,Forum,Oxford,beforo,CoRBovLD,,,,,,,,,
11,palo,paler--,,,,,,,,,,,,
12,Warsaw,Mars,Cowardly,,,,,,,,,,,
13,LL,Cnllot,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLmmmmm,Achilles,,,,,,,,,,
14,America,campagna,name1,me1,Thames,,,,,,,,,
15,Charing,Pshawl,LBRARY,Hare,Charles,Farquhar,Yoar,,,,,,,
16,Scots Greys,Scotland,Boscobel,The Inland Sea,England,sC,,,,,,,,
17,Hensington,Riensi,RIENZI,Iew,,,,,,,,,,
18,eloth,not7,Midlothian,WV,Lothbury,,,,,,,,,
19,ANTIQUARIES,tlem antiquaries,Temple-bar,,,,,,,,,,,
20,Streuton,Park-street,Screehs,Reeks,UK,King-street,,,,,,,,
21,Tinler Ivonder,Londcn Stone,Aflont,LONDON,Old London,Richmond,Curzon,Abingdon,Caxona,London,,,,
22,eTry mo,mo,Damocles,moro,,,,,,,,,,
23,Grafton,I.onton,I.C.,vI.,LYTTON,Paston,PA8TON,Pottleton,,,,,,
24,mn,mnch,Pomneii,,,,,,,,,,,
25,Wakefield,whceels,Steel,ISTEY,Steel Plates,,,,,,,,,
26,clvth,Author,Thoe,withont,ho'd,OE,houso,thcm,,,,,,
27,bnrber,River,Cocxrox,wero,wero drien,Rotterdam,differont,Olier Cromwell's,,,,,,
28,Regent,Ovingdean Grange,Chnge,Ingene,Nottingham,Bkulking,,,,,,,,
29,DBROWNE,New Type,Stepney-green,nenar,Neene,neer,Qaeen,penetralia,,,,,,
30,havre,Jovrel,Havre,,,,,,,,,,,
31,Washington,Godolphin,china,Chiesas,y. cach,,,,,,,,,
32,Novels,"now,-",slort velet,NoyELS,,,,,,,,,,
33,HYDE PARK  Tl,Hyde Park,Park,HYDE PARK,Paradiso,,,,,,,,,
34,Lyons,Yon'll,Yon're,,,,,,,,,,,
35,tha heaens,hidden1,Eastcheap,yenr,Heaen,heaen,Sea,eHe,,,,,,
36,Isle of Ske,Cristofano,Cristofana,,,,,,,,,,,
37,TIE YAUXRALL-oAD,Talbot,talle,Keble,Italy,taclee,,,,,,,,
38,MIidhipman Easy,Iinker,I6s,MiII,I0ND0N YLCIIII,KoIIEIM,,,,,,,,
39,Inn Flelda,Inn-lane,Holbein,Inn,Ispahnn,Sspin,nnguish,,,,,,,
40,it1,quito,suitahle foa,Tokay,,,,,,,,,,
41,Beehunter,Finsbury,Canterbury,Antverp,Hamburg,aftera,,,,,,,,
42,Irigge,Fairfax,Orleans,Fairleigh,,,,,,,,,,
43,cnk,Iiillbank,Albany,Millbank,,,,,,,,,,
44,Packcts,Packet,,,,,,,,,,,,
45,EoRE RovLEDGE s,freo,"AIfred-
p.",,,,,,,,,,,
46,HApLor,that7,anon,Athanor,"Dunleath
OLD",,,,,,,,,
47,Aldgate,Southwark,Watts,Southwark Gateay-,,,,,,,,,,
48,night1,NIGT,niry,,,,,,,,,,,
49,Ill,neasily.,VaIl,hilo,Old Bailey,il,Kenilworth,IL,wi,,,,,
50,8vo,WoLr,Vol,Belvoir,,,,,,,,,,
51,Mews,Rome,ROME,Baros,,,,,,,,,,
52,LA,Alabama,Las,las,bnt east,Aggas,,,,,,,,
53,ADRIoO.,Drury,Podrida,Drur-lane,Dryden,DR,,,,,,,,
54,Wy,Venice,Oak Openings,Momning,Oak Oening,,,,,,,,,
55,St. James's,St. Peter,ST,"St.
George's",lostl,St.,,,,,,,,
56,sich casy,Mississippi,Tasso,Circassia,sir7,,,,,,,,,
57,Mlildmay,Lineoln,Haliburton,lI,,,,,,,,,,
58,Pictures,Turk,"century,-a",,,,,,,,,,,
59,Isaical,"Saint
James's-square",Mackintoshes,"Saint
EDITR TALBOT",Saint,,,,,,,,,
60,Perth,Perpetunl,,,,,,,,,,,,
61,"Queen Bess'a
days",lcech,Queechy,,,,,,,,,,,
62,M. O.-,.-l,M. 8.-,M.A.,,,,,,,,,,
63,Byron,Blenheim,KoNEIM,KRoNHEIM,,,,,,,,,,
64,Mt,Mtns,,,,,,,,,,,,
65,Beaumont,Rougemont,Rlougemont,Reugemet,Colours,lougemont,,,,,,,,
66,Rookery,Waoodstck,Rookwood,,,,,,,,,,,
67,kitehen,Whitefriars,tha hall,Challaie,Whitehall,,,,,,,,,
