cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
0.0,Vois,Voilà,Cavois,Dubois,,,,,,,,,,,
1.0,tour,toul,tourménter,Tours,Journée,,,,,,,,,,
2.0,Acceptez,Partez,Comptez,raccommoda,,,,,,,,,,,
3.0,Voyez,sayez,Croyez-,,,,,,,,,,,,
4.0,carioledeM. Cœur-de-Roy,Paris,Cœur-de-Roy,,,,,,,,,,,,
5.0,CHATEAU DE PINON,CHATTAU DE PINON,CHATEAU DÉ PINON,"ON ee mere

ee age me

126 LE CHATEAU DË PINON",CHATEAU DE,CHÂTEAU DE PINON,GHATEAË DE,GHAÏEAU DE BINON,CHATEAU DE PIFON,CHATEAU DE BINON,"Ma-

138 LE CHATEAU DE PINON",CHATEAU DE PENON,CHATEAU DE PIKON,LE CHÂTEAU DE PINON,CHATEUA DE PINON
6.0,mademoiselle,Mademoiselle,Mesdemoiselles,Made-,moiselle,,,,,,,,,,
7.0,abbaye de Prémoniré,"place de Jo-

guet",Fayel,nir,Rémond,rémonie,,,,,,,,,
8.0,château de Fayel,château d’Anizy,château d'Anizy,Ansizy-le-Châtel,Anizy,,,,,,,,,,
9.0,"mys-
Bre",Bre,"AI-

bret",,,,,,,,,,,,
10.0,Etsi,Mets,,,,,,,,,,,,,
11.0,maine,Maintenant,"énée

L

des mains",Madainè,Fontainebleau,,,,,,,,,,
12.0,Clany,Flandre,Fépondre,,,,,,,,,,,,
13.0,Saint-Jean-d'Acre,auberge de Saint-Gabriel,rue Saint-Honoré,Terre-Sainte,Saint-Quentin,,,,,,,,,,
14.0,Beaupré,Dangeau,GEAR,mmaudant,,,,,,,,,,,
15.0,perlé,Orléans,perle,,,,,,,,,,,,
16.0,quellesil,gesie,Ma-,Îles,crièreni-elles,Quelle,,,,,,,,,
17.0,matu,nature.de,bure,Maures,,,,,,,,,,,
18.0,Rochefort,Hautefort,Cherche,Rochetort,,,,,,,,,,,
19.0,cousine ger-,sine,Émineñce,N E,,,,,,,,,,,
20.0,Henneite,vienne,Carmélites,,,,,,,,,,,,
21.0,dese,Desmonté,Demandes,jardin des Hespérides,,,,,,,,,,,
22.0,AIMÉE JUSQU'A LA MORT,La Mothe,Mothe,,,,,,,,,,,,
23.0,Céries,terie,"Hon-

grie",Moyenbrie,,,,,,,,,,,
24.0,pälissant,blis,,,,,,,,,,,,,
25.0,Vousprendrez,rendré,Attends,Comprendre,,,,,,,,,,,
26.0,As-tu parlé,Sais-tu ce,sais,,,,,,,,,,,,
27.0,Pinon,PINON,PINOX,dePinon,PINON.-,,,,,,,,,,
28.0,Chapelain,PEL TE,A TE,,,,,,,,,,,,
29.0,Louis-le-Grand,Louis-le-Gros,,,,,,,,,,,,,
30.0,jura,Ilaura,Lauzun,,,,,,,,,,,,
31.0,Lameth,Bussy-Lameth,Larneth,Lamethr,,,,,,,,,,,
32.0,Quoiqu,"repliqua Pi-

326",Pi-,plir,,,,,,,,,,,
33.0,Bohémiens,miens,,,,,,,,,,,,,
34.0,Prononcez,dence,Providence,proménade,Conscience,,,,,,,,,,
35.0,Parfaitement,Hement,Comment,,,,,,,,,,,,
36.0,nemie,Séulemiënt,Où voulez,,,,,,,,,,,,
37.0,"Écu

de France",tyranme,la France,Cour de France,Écu de France,de France,France,"Cour de France dans.le vieux
château de François",,,,,,,
38.0,Venise,YISEON,Tarenie,,,,,,,,,,,,
