cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
0,interrom—,l‘inter-,mainte—,el Cerro,Cerro,trom—,"interrom—

DE",,,,,,,,,,,
1,guer—,guet—à—pens,Iéguer,aper—,,,,,,,,,,,,,,
2,Compagnon,Accompagnerai,compa—,mignonne,,,,,,,,,,,,,,
3,espa—,ESpa—,dispa—,les occupa—,prépa—-,appa—,,,,,,,,,,,,
4,bles—,blessu—,"la—

ble","nobles,-",blables,"percepti—
bles",LES TI‘,ﬁ dèles,,,,,,,,,,
5,a—,agita—,s‘écria—t-îl,baga—,enga—,ha—,l‘ha—,priva—,Ca—,abomina—,effroya—,voya—,Ba—,indompta—,A—,,,
6,recomman—,commen—,J,commentvont,Comen-,tourmen—,immen—,,,,,,,,,,,
7,ge—,gaie—,juge—,liège,événe—,douce—,,,,,,,,,,,,
8,avan—,gigan—,La Havane,lâ-,échan—,aban—,,,,,,,,,,,,
9,Resté,Est,s‘est,Est!,stacles,Usted,SAINT-PRIEST,l‘Ouest—,Qu‘est,Est—ce,Ernest,destruc—,ﬁt,Bestez-y,,,,
10,Canadien,ganado,Canadienne,brave Canadien,,,,,,,,,,,,,,
11,respectueuse—,le specta—,alfectueuse—,,,,,,,,,,,,,,,
12,Oak!,........,Oak,,,,,,,,,,,,,,,
13,Apaches,Apac,machete,Caché,,,,,,,,,,,,,,
14,s’,Ils s’,S,Que s’,Le mayoral_s’,,,,,,,,,,,,,
15,Boni,péon,Bonjour,l‘agonie,bon—-,,,,,,,,,,,,,
16,Eh,Ehl,,,,,,,,,,,,,,,,
17,"269

Loyal",A26,Cœur—Loyal,"2h}.

Loyal",,,,,,,,,,,,,,
18,très—,TR,tr0p,trahis,Trêve,trem—,letras,,,,,,,,,,,
19,Luz,luguhre,ÈU,dana Luz,Doua Luz,Luz l’,,,,,,,,,,,,
20,Espagne,besogne,L‘Espagne,d’Espagne,L‘Allemagne,magni—,gne,Espagnols,,,,,,,,,,
21,tOut,b0ut,Ou,Tout—Puissant,écoutez—,Œnvtos,,,,,,,,,,,,
22,Américaine,camé—,Américains,Américaines,,,,,,,,,,,,,,
23,capi—,"capi—
taine",Certain,G3PITAINE,,,,,,,,,,,,,,
24,"étran—
ger",étran—,"dan—
gers","ven—
ger",,,,,,,,,,,,,,
25,"atta—

DE","Ÿ

DE",atta—,,,,,,,,,,,,,,,
26,coup—d’œil,vou—-,cou—-,Coq,parcou—,décou—,sou—-,clzicote,Cordoue,,,,,,,,,
27,pa.—,lê.—,sa.—,,,,,,,,,,,,,,,
28,l’,l’heure,L’,l’-,l’ai oirun i,ténèbres l’,j’ai l’,,,,,,,,,,,
29,"golfe de Cali-
fornie",rue de I‘Ahl,fornie,golfe de Cali-,Fort,,,,,,,,,,,,,
30,incompréhensi—,consi—,consola—,circonstan—,condui—,conﬁer,transi—,,,,,,,,,,,
31,& v.,répu—,Répondez,Bermudez,dépo—,la ronde,"se—
conde",répondrez,,,,,,,,,,
32,no—,dénoû—,so—,grigno—,physiono—,nor-bay nogomé,,,,,,,,,,,,
33,Amérique du Sud,Utique,améri—,Amérique,l'Amérique,Mexique,Amérique du Nord,nes de l’Amérique,l’Afrique,Améri—,Amérique des ﬂuctuations inﬁnies,Afrique,Amérique méridionale,H,,,,
34,plai—,éclai—,appli—,impla—,plaine,h51,,,,,,,,,,,,
35,L‘Autriche,Cher,38vçl,cher,torche,tre àla recherche du Cœur Loyal,eû‘aroucher,Ch,cher—,B;chei,lâcherez,,,,,,,
36,Le soleil,le soleil,leil,soleil,Soleil,le Soleil,Le Soleil,,,,,,,,,,,
37,Attendre,Attends,dre,attendrisse—,m‘endormir,,,,,,,,,,,,,
38,"géné—
ral prie",néral,"géné—
ral",géné—,,,,,,,,,,,,,,
39,fai—-,prai—,Serait,prai11es,,,,,,,,,,,,,,
40,Peinture,r. nt} c.,inté—,Acôté,expé—,mysté—,exté—,intré—,,,,,,,,,,
41,Arrivés,arrière—,rivière Rouge,légère—,Derrière,arrivè—,,,,,,,,,,,,
42,contre—,maître—,quatre—vingts,contem—,,,,,,,,,,,,,,
43,Gomanche,Comanohee,coman—,Comauches,Comanches,Blanche,Les Comanches,Gomanches,manche,Camanc,œil du Comanche,Comanches s’,piste des Comanches,enchevê—,maﬁœçVt6,Comanche,,
44,jeun,Jeunes,,,,,,,,,,,,,,,,
45,J',Italie,Vali6rs,Fatalitél,lieu—,,,,,,,,,,,,,
46,immédia—,immédiate—,,,,,,,,,,,,,,,,
47,Sins,insen—,Voisins,insou—,singu—,coquins,Assiniboz‘ns,,,,,,,,,,,
48,bril—,feuil—,veuil—,lil—12,bouil—,,,,,,,,,,,,,
49,Iltliitlï'h.,ditle,Slt,,,,,,,,,,,,,,,
50,s‘amollir,oligar—,jardin des Oli—,Oli,T,Linnée,solitu—,Oli—,,,,,,,,,,
51,"hacienda del
Milagro",cienda,maianza de!,Nord dela Siberle,hacienda del Milagro,,,,,,,,,,,,,
52,Les États—Unis,États—Unis,États,États—,État,États-Unis,États Barbaresques,,,,,,,,,,,
53,ln-lQ,ln,N,,,,,,,,,,,,,,,
54,eiTet,yisiter,"395

pit",Jupiter,,,,,,,,,,,,,,
55,Oh,Ohl c’,—— C’,C’,,,,,,,,,,,,,,
56,Belhumeur,Belhumenr,"59

Belhumeur",Belhumeurl,aboiemeuts,Hurry,,,,,,,,,,,,
57,mettez l’,Mettez,Cette,hutte,Mettons,remet—,,,,,,,,,,,,
58,Chinois,Sois,Danois,.0,réﬂéchir,chine,,,,,,,,,,,,
59,jé,Parle,paru—,serleursnoms,Parlez,,,,,,,,,,,,,
60,trouvez—-,trou—,éprou—,beau—,"Pé-
rou aux grappes rouges",,,,,,,,,,,,,
