cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
0.0,interrom—,l‘inter-,mainte—,trom—,"interrom—

DE",,,,,,,,,,
1.0,ln-8' ts fr,40 fr,,,,,,,,,,,,,
2.0,immédia—,immédiate—,,,,,,,,,,,,,
3.0,Salvator Rosa,Rosario,rue du Rosaire,,,,,,,,,,,,
4.0,Croit,eﬂ'roi,froide-—,eﬁroi,troi—,,,,,,,,,,
5.0,espa—,ESpa—,dispa—,espè—,,,,,,,,,,,
6.0,vingt—,singu—,quatre—vingts,,,,,,,,,,,,
7.0,bles—,blessu—,"la—

ble","nobles,-",blables,ques—,"percepti—
bles",,,,,,,,
8.0,commen—,commentvont,Comen-,tourmen—,immen—,,,,,,,,,,
9.0,semblaientmet—,gaie—,baig1mientl’,remet—,,,,,,,,,,,
10.0,ge—,juge—,,,,,,,,,,,,,
11.0,avan—,gigan—,La Havane,échan—,aban—,,,,,,,,,,
12.0,s‘amollir,AMOUR,Ramon,,,,,,,,,,,,
13.0,reve—,mouve—,grave—,préve—,,,,,,,,,,,
14.0,Canadien,ganado,Canadienne,brave Canadien,,,,,,,,,,,
15.0,respectueuse—,le specta—,alfectueuse—,,,,,,,,,,,,
16.0,Apaches,Apac,machete,détache—,Caché,,,,,,,,,,
17.0,plongé—,long—,DIPLOMATIE,Coulon ®.—ÆÈÊ,,,,,,,,,,,
18.0,la posses—,la plu&fantasüque,déses—,posses—,,,,,,,,,,,
19.0,imper—,impla—,aper—,,,,,,,,,,,,
20.0,conﬁnée,Linnée,conﬁer,,,,,,,,,,,,
21.0,Cher,cher,torche,eû‘aroucher,cher—,B;chei,lâcherez,,,,,,,,
22.0,l’heure,Peinture,Turcs,intré—,tignures,,,,,,,,,,
23.0,mala,palan—,Guadalaæw*a,Ala,malheu—,Malédiction,,,,,,,,,
24.0,coup—d’œil,soup—,,,,,,,,,,,,,
25.0,résis—,insis—,rési—,saisis—,,,,,,,,,,,
26.0,hâte-toi,Hâte—toi,Hâtez,tOi,,,,,,,,,,,
27.0,capi—,"capi—
taine",Certain,G3PITAINE,,,,,,,,,,,
28.0,"étran—
ger",étran—,"dan—
gers","ven—
ger",,,,,,,,,,,
29.0,vou—-,cou—-,parcou—,écoutez—,décou—,sou—-,,,,,,,,,
30.0,"golfe de Cali-
fornie",fornie,golfe de Cali-,,,,,,,,,,,,
31.0,consi—,musi—,consola—,circonstan—,visi—,transi—,,,,,,,,,
32.0,répu—,Répondez,cendero,dépo—,la ronde,répondrez,,,,,,,,,
33.0,Ill—8,&v. ill—S,,,,,,,,,,,,,
34.0,Amérique du Sud,améri—,Amérique,l'Amérique,Amérique du Nord,nes de l’Amérique,Améri—,Amérique des ﬂuctuations inﬁnies,Amérique méridionale,,,,,,
35.0,Pimas,Guaymas,Guadeloupe,,,,,,,,,,,,
36.0,plai—,éclai—,plaine,,,,,,,,,,,,
37.0,Le soleil,le soleil,leil,soleil,Soleil,le Soleil,Le Soleil,,,,,,,,
38.0,lzatto,Izatto,,,,,,,,,,,,,
39.0,Attendre,Attends,dre,attendrisse—,m‘endormir,,,,,,,,,,
40.0,Resté,Est,s‘est,Est!,SAINT-PRIEST,l‘Ouest—,Qu‘est,Est—ce,Ernest,destruc—,Bestez-y,,,,
41.0,"Ÿ

DE",rue de I‘Ahl,gard de suprême,maianza de!,Nord dela Siberle,,,,,,,,,,
42.0,"géné—
ral prie","géné—
ral",géné—,,,,,,,,,,,,
43.0,fai—-,prai—,Aucun,prai11es,,,,,,,,,,,
44.0,brous—,jus—-,indus—,réus—,chaus—,sous—,brus—,,,,,,,,
45.0,arrière—,rivière Rouge,légère—,Derrière,,,,,,,,,,,
46.0,Mississipi,Russie,Russe,,,,,,,,,,,,
47.0,Gomanche,Comanohee,coman—,Comauches,Comanches,Blanche,Les Comanches,Gomanches,manche,Camanc,œil du Comanche,Comanches s’,piste des Comanches,enchevê—,Comanche
48.0,timide—,rapide—,avide—,,,,,,,,,,,,
49.0,Ein-ape,in-l‘l,ln-lQ,in-8,,,,,,,,,,,
50.0,feuil—,veuil—,bouil—,Aguilar,,,,,,,,,,,
51.0,tempéra—,néral,glléra1,libéra—,,,,,,,,,,,
52.0,besogne,gne,,,,,,,,,,,,,
53.0,Iltliitlï'h.,Tli\5—gr0s,ditle,,,,,,,,,,,,
54.0,"hacienda del
Milagro",cienda,hacienda del Milagro,,,,,,,,,,,,
55.0,Mexico,Mexique,cathédrale de Mexico,Mexi—,,,,,,,,,,,
56.0,Les États—Unis,États—Unis,États,États—,grats,État,États-Unis,États Barbaresques,,,,,,,
57.0,eiTet,yisiter,"395

pit",ternel,Caspita,Jupiter,,,,,,,,,
58.0,hacen—,Ken—,bien—aimé,silen—,repen—,fréquen—,,,,,,,,,
59.0,Ohl c’,—— C’,,,,,,,,,,,,,
60.0,ﬁes,bulﬁes,,,,,,,,,,,,,
61.0,Belhumeur,Belhumenr,"59

Belhumeur",Belhumeurl,,,,,,,,,,,
62.0,mettez l’,Mettez,Cette,Mettons,,,,,,,,,,,
63.0,Chinois,Danois,réﬂéchir,chine,,,,,,,,,,,
64.0,trouvez—-,trou—,éprou—,,,,,,,,,,,,
65.0,éloi—,Moi—même,,,,,,,,,,,,,
66.0,Mouss ;x,Poussé,dissé—,,,,,,,,,,,,
67.0,bron—,statues de bron—,bro—,pronon—,,,,,,,,,,,
68.0,fati—,retom—,reti—,retiré—,,,,,,,,,,,
69.0,Votre salut,Votre,dévote—,mer Notre,,,,,,,,,,,
70.0,inté—,mysté—,exté—,,,,,,,,,,,,
71.0,prodigué—,DIGKBNS,prodi—,,,,,,,,,,,,
72.0,inten—,"cédente,—",enten—,éten—,trente—,Entendons,,,,,,,,,
73.0,dana Jesusita,dona Jesusita,Jesusita,Don,,,,,,,,,,,
74.0,Avez,éven—,aven—,Imprimerie Êiinins‘r Maven,,,,,,,,,,,
75.0,sarmés,Unis,NISARD,Isa,,,,,,,,,,,
76.0,diri—,chagri—,repri—,Tri—,martyri—,hori—,,,,,,,,,
77.0,el Cerro,Cerro,,,,,,,,,,,,,
78.0,"Gel

DE L‘ABKANSAS",DE L‘ABKANSAS,"QUÉ-

DE L‘ABKANSAS",L‘ABKANSAS,"Cœur

DE L‘ARRANSAS",M°- d,"remplis—-

' _ DE L‘ÀÎiKMSAS",L”ABKANSAS,Québec,-DE L‘ABKANSAS,L‘ABIÇANSAS,,,,
79.0,subite—,Faites,Parfaitement,parfaite—,,,,,,,,,,,
