cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0,INDIA,India,asia,Harding,Edinburgh,,,,,,,
1,Caroline,Seneca,LiBRARY,Euphrosyne,Caithness,Lina,,,,,,
2,"the Sea
Queen",the Sea Queen,,,,,,,,,,
3,n’t,Providence,Prove-,"promise,—if",,,,,,,,
4,Psalm,Sambre,Pembroke,Warsaw,Samboe,,,,,,,
5,Bricuriy,British America,"South
America",Tus,,,,,,,,
6,Germany,Greville Manor,T—.,Manor,JT,Nota,,,,,,
7,Hasty,Easter,Exeter,,,,,,,,,
8,Crarton,Kamchatka,Seaton,"birds,—(several sea",Swansea,Torrington,Ashburton,"itself,—Morton",,,,
9,Portsmouth,Truth,Plymouth,Sabbath,Thou,thou,Hawthorne,,,,,
10,North,comfort,Earth,fort,myrtle,Milford,Oxford,,,,,
11,Norwood,Gehazi,Lakewood Park,Lockwood,Harwood,Dogwood,Harcourt,Barbary,Halifax,Lakewood,Haywood,
12,LONDON,STORY.—A CONFESSION,Seldon Grange,Delmont,London,,,,,,,
13,Ellen,Helen,Benevolence,Cheltenham,Wales,moment”—she,,,,,,
14,Berry Pomeroy,me?—oh,Grahame,Faroe,Meroe,MS,Algiers,,,,,
15,Llangwillan,Glamorgan,Lady,Old England,Ireland,Scotland,the Faroe Islands,Atlantic,Highland,Nurse Langford,England,Moorlands
16,Elizabethan,verde,Sweden,aberdeen,Denmark,,,,,,,
17,&c.,MR,Mr,,,,,,,,,
18,Madeira,Italy,deceit,,,,,,,,,
19,Devonshire,New York,Yorkshire,,,,,,,,,
20,andes,Leander,the Shetland Isles,Dearest Eleanor,Esq,Andes,,,,,,
21,Percy?—let,Perey,merced,Percy,,,,,,,,
