cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0,Milford,Italy,Oxford,Cheltenham,Nurse Langford,,,,,,,
1,Plymouth,"South
America",Portsmouth,Truth,INDIA,Esq,JT,,,,,
2,Crarton,New York,Nota,"itself,—Morton",T—.,Ashburton,Denmark,,,,,
3,LiBRARY,n’t,&c.,,,,,,,,,
4,Faroe,Caroline,Wales,Meroe,,,,,,,,
5,Germany,Greville Manor,myrtle,Dearest Eleanor,Manor,,,,,,,
6,Ellen,me?—oh,Benevolence,Sambre,Helen,,,,,,,
7,merced,Percy,Perey,Percy?—let,,,,,,,,
8,Swansea,Halifax,Tus,Kamchatka,Seaton,Hasty,Madeira,Caithness,Torrington,,,
9,Seldon Grange,LONDON,Lady,London,,,,,,,,
10,Gehazi,Warsaw,,,,,,,,,,
11,Leander,Andes,andes,Psalm,Exeter,,,,,,,
12,Thou,Hawthorne,India,thou,,,,,,,,
13,Providence,Prove-,asia,"promise,—if",,,,,,,,
14,Algiers,,,,,,,,,,,
15,STORY.—A CONFESSION,aberdeen,the Sea Queen,Sabbath,"the Sea
Queen","birds,—(several sea",,,,,,
16,Yorkshire,Sweden,Devonshire,Barbary,,,,,,,,
17,deceit,Seneca,Edinburgh,Elizabethan,,,,,,,,
18,Lakewood Park,Haywood,Lockwood,Dogwood,Norwood,Lakewood,moment”—she,Harwood,,,,
19,Glamorgan,Harding,verde,Euphrosyne,Harcourt,MS,,,,,,
20,Atlantic,Highland,the Faroe Islands,Lina,Ireland,Scotland,Llangwillan,MR,England,the Shetland Isles,Old England,Moorlands
21,Grahame,Bricuriy,British America,Berry Pomeroy,,,,,,,,
22,Easter,Pembroke,Delmont,Samboe,,,,,,,,
23,Mr,fort,North,comfort,Earth,,,,,,,
