cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0,LA NOUVELLE ESPÉRANCE,"inten« F

 

LA NOUVELLE ESPÉRANCE","NOUVELLE ESPÉRANCE

li",t’,A NOUVELLE,ES,,,,,,
1,Cetie,Courbée,Jours,Journées,Pour-,Tournon,nacre,,,,,
2,Suisse,Dépuis,Roïée,conñu,fes,Jouissait,Ë,Latin,LS,,,
3,manche,Cest,Manuscrits,la manche,Nancy,Penché,,,,,,
4,Ee,Naf,Di,Salon,,,,,,,,
5,Los Rs,Égypte,Ca,,,,,,,,,
6,Louvre,du Louvre,He,au-,kB,mouvanies,Ü,,,,,
7,Elseneur,Docteur,Leurs,Pheure,d’,Asie Mineure,A1,Bengale,Ê,,,
8,Es,aVetses-,Îes,pre=.,lapre,,,,,,,
9,Clichy,SC,AT,É,IL,m’,,,,,,
10,E Henri,Laisse,Anglais,jais,voudrais,VI,Bohême,,,,,
11,vigne,l'Espagne,Espagne,,,,,,,,,
12,Soupirs,|eoup,Au-,Mossoul,s’assoupir,,,,,,,
13,Madäime,Âlors,corime,coinpacte corime,LC,Corinthe,,,,,,
14,Jemais,EF,m'’aimais,aimais,Anzin,J',,,,,,
15,Sèvres,26À,Bruyères,E,bruni,château des Bruyères,,,,,,
16,Buiné,Dauphiné,Obstinée,sälon,Voix,Sabiné,,,,,,
17,Anatolie,Mélancolie,colombes,Jolie,,,,,,,,
18,Parme,Partez,Quittez,,,,,,,,,
19,Agrigente,iäis,Régent,Genève,"vent

Î",Fonvent,,,,,,
20,mar-,Gravures,Suresnes,Gênes,A,,,,,,,
21,Vosges,jardin des Vosges,point voluptueuse,gesie,Indes,,,,,,,
22,Hollande,CR,joiie,abandoñnér,mMéna-,candidsture,,,,,,
23,bouscula,Cousin,Rous-,jalousie,Voyez,,,,,,,
24,J’,rs,voyäge,sion,,,,,,,,
25,cher,Michelet,Be,| cher,fächerie,moüstache,,,,,,
26,Ferney,Trocadéro,Ferney qu’,hôtel de Ferney,,,,,,,,
27,au’,Cordoue,Rouen,Atlas,Œ,boue,,,,,,
28,Peffort,"rue madame
Forbier",Fäbieñ Mauri,Forbier,la pierre,lüi,Berlin,Auf,,,,
29,perse,Tyrol,"la
Seine bleue",He la D.,la Seine,Seine,s’,veines,,,,
30,BR,l'Oise,Fe,l’,Bois,"vinigt-trois

2",toisie,Oise,"-

— Vois-tu",Madémoisèlle,NE,Sois
31,niérée,Rentrée,froïd,Ans,amout,Rorée,,,,,,
32,tenay,"VII

  
 
 
 
 
 
    

Henri de Fontenay",tenaÿy,Fonteray,deFontenay,Ponte,Eten,Fontenay,Fon,Fontenaÿ,V’,
33,Montez,Pomone,Remontée,Mont-Valérien,,,,,,,,
34,Ïl,lu,,,,,,,,,,
35,Ÿ zor,"togue

È",rue de Tournon,rue de l'Ancienne-Comédié,ensembie de,"rue Jean-
Bart",rue de,rue n’,,,,
36,cetle,Säbine,Saint-Cloud,Piérre,affirmait}.,maine,main,Messine,,,,
37,État,mer d’Azow,II,gs A,,,,,,,,
38,LE,jéune,Eh,,,,,,,,,
39,®,.:+,après-midi-molles,barcarolle,Dre,élle,Élle,Ælle,,,,
40,suelle,Rs,Kouvelle,"—-
Elle promit de prendre ses repas",Ellé,Rome,demandaitelle,CU,Appelle,Hérelle,,
41,Collège de Frar,Pun,de Saxe,Marsan,de France,UT,la France,,,,,
42,mettant,ef,Mèke,æ Où,,,,,,,,
43,curinie,crainie,Touraine,Tourainé,Lo,,,,,,,
44,Assise,Pas,massif de myosotis,Passy,,,,,,,,
45,tersps,Alsace,Où,l'Italie,d'Italie,D,Italien,,,,,
46,le soleil,soleil,Tsolée,L’,,,,,,,,
47,J'ai,Menacée,Grenade,Florence,Noagrnr,e,,,,,,
48,Quelqu,Dominique,Quelquefois,Jean-Jacques,Quelque,,,,,,,
49,ia,Is,gènés,,,,,,,,,
50,Les,Îles jours,Re Îles,Naples,Île,Îles,boules-de-neige,,,,,
51,Paris TC,Paris végétal,Paris,,,,,,,,,
52,lune,fl+,I,théètre,lez,,,,,,,
53,Curieuse,Tolède,Märie,Cpélérinage,térieux,ladieu,,,,,,
54,mul oreiller,Versailles,Fa,Dété,‘aiguille,Séville,,,,,,
55,Pallée,alluma,Rose,Allemagne,talle,Allez,,,,,,
56,jusqu’,Eiie,wagon,Mème,qu’,Qu’'y,ceiffé,,,,,
57,Chantez,Î,F,b4,sca,RER,fêchait,chamt,,,,
58,Rozée,y.,Ï,TA,È,,,,,,,
59,Philivpe,Phi-,ravie,Philippé,Philippeun,,,,,,,
60,Fheauté,Autrefois,Vautl,,,,,,,,,
61,Lucile,fit-eile,Eile,oo L,Ileest,,,,,,,
62,Jorsqu,"Ï
L",mule,,,,,,,,,
63,ñn’,Lausanne,Vienne,,,,,,,,,
64,j’,embre,Wurtemberg,,,,,,,,,
65,lesoir,Loire,Grèce,rOSOIr,,,,,,,,
66,Veux-,Jui,|,,,,,,,,,
67,Pologne,feuillage du Luxembourg,Luxembourg,Bois de Boulogne,Joie,Br,Bourgogne,,,,,
