cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220,elem_221,elem_222,elem_223,elem_224,elem_225,elem_226,elem_227,elem_228,elem_229,elem_230,elem_231,elem_232,elem_233,elem_234,elem_235,elem_236,elem_237,elem_238,elem_239,elem_240,elem_241,elem_242,elem_243,elem_244,elem_245,elem_246,elem_247,elem_248,elem_249,elem_250,elem_251,elem_252,elem_253,elem_254,elem_255,elem_256,elem_257,elem_258,elem_259,elem_260,elem_261,elem_262,elem_263,elem_264,elem_265,elem_266,elem_267,elem_268,elem_269,elem_270,elem_271,elem_272,elem_273,elem_274,elem_275,elem_276,elem_277,elem_278,elem_279,elem_280,elem_281,elem_282,elem_283,elem_284,elem_285,elem_286,elem_287,elem_288,elem_289,elem_290,elem_291,elem_292,elem_293,elem_294,elem_295,elem_296,elem_297,elem_298,elem_299,elem_300,elem_301,elem_302,elem_303,elem_304,elem_305,elem_306,elem_307,elem_308,elem_309,elem_310,elem_311
-1,yeu eomma,parceeque cest,pya-eit,got,ceher,djh,exueto,iut,allar,tout6 do,Mamnnetta,champ de lanne,l'6curie,Eatce,Vons,Grand Bil,sane uger,Ir6chauderiel,rendtt,S,san ohupeau,eharpete,n6,cus,Ilchu,B,ehanvre ataltettohe pat tarre,"anfhntsl lle
v 8tre bien contente",NFaN B JIEANNR,oen voudraias pus,chanvsre,Is,meissan,chin,dshir6,qul,eourt grand risuo,airmonie,leeturo de laete,IANNk,"Eh bionl js prendruais un de tss champs on
pnyemnent",c::BCONDB,uund,ly,Dn,dangar,Nai,Heinl,Remantranaes,alluma,empecher,aueun,Prinnerie,aussI6t soulo asur,w,ah,nayor,lespsi,farae do,"st tu prlers fisu
aveus",Ionis,Grand-Hal,trs-fort,Vars,aesoueil,maresta plush dannaer,M,eeui,aisn,oui80,G,raegut,Etionnel,lepre,quolle lo put,Faut.n,"IL M.

2
 
IL
 L
i
 
eT:E",Grise,bouher uno pibdeoe de,Y,eonnaissanee,lez,murut,Grind-Hail,mhmeIBANKR VYtVE,coffhe,a0,nit do parlsr,IJae,Poonnae,etle poreher,noee,oompte,ort de sa mhro,nuho,Isaure,Solngo,east h prandre,"N
M",Grand-Il,m-,N,mnains,vinttn,chvre,fallt,san,lesameliorer,nettoyee,eoiffa,Kn,"I
E",vutra,Saint-Pierre,Argent-,je nae valais,la somme,diset east,aharga do asun antratian,- Es,nankin,--La jeunesse,Outanir,au-,Bluanehe,"ontta puillo uu vot
uatte",labourenrs,san viilage,19S,faisais,impossiblo,"III 

II
 Si",E,seeurit6l,etJRANR APOUSE,SZR,mbr Nannette,du Cher,linquitulo,vollh,Chasun,n18,Muitra,bheaueoup,paruatt,Gruand-llail,ssir,lennneet,mare Mannette,venais do,Gnl,ceu si e v-,at,Aehetez,aratt,Abbaye,lo truaversin,t80,uo,Nunnatta,bioen,Paris,lMnnaips,ILo,pEut6,Isanre,ILaA,foid,torro,Panl,e',-:t:=,truavaillentl,reluamer,P,ku pasaunt,"actes.oR0N PATIR
Marguertte vut rentrar",Pourquaoi,f,Jo,maieo,soupof,tta,"f
- Muattre Tixier",Jeuan,payetra eomptant,loanno,LL E,oulture,uu bisn lurl,trouvara,".Est-

I
 
E

E","II

---
Jeane",Iesnne,anna,d6barbouillait,d6sola,ellae,usine6,quittee,iinnutp votshar entse,suita,S',I,soignerai,Lin nisu,suf-JEANNR EPOLB EP MInE.,"N
 I",leanne,"pltisirquae
iai",Berry,cumphre,Grias,as-Or,Etianne,ARIIR,nnl,Isure,pr6s,st houl,aa mMre,Iailleurs,de les lyer,ehevet da,''L,vendange,lJeanuet,- Mtais,eonsere,jardin mpour,jy,Afrique,mre Nnnnatto,Iaisse,RT MRRR,fiivre asi,grimuce,pthers,la France,louede,e,truver Pierre,iiaa,r6ehauff,dEmain,Prvt,t8te,u,milla,aommonoamont des vandunges,san nonrrimson,Lherbe,TU,mbre Nanaetts,foire proehaine,Chamnnlhrs,n6tsre Voyons,lJ,"II

L","-,J",Aps,-F,l.,madamel,oflloiar,auprh,ruissau,-,fand tres,Blancheo,Nme,avonslEANNE,Laissons,F,viwreP,pltre,"E

E",Nannetts,Mannette idsvant dngarensement,dtresse de eanne,y-,eorps,N.,rssouree,foiro,petitl,"A

I
II1
I
----l",ai-noeus bion,JEANINR,ourRIEMIR,J',wtt,gaeho,Cost,Solungo aost li-bas,ER,anvio,A,eonluit avau une bgutte,voeus,uand,"ndri  matue
ixier du",cehargea,Grund-il,BANNR,lean,jy vasl,Lo,Fois,dras-tu,En0,Muitre Tixer
0,Commae,ommana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Comment,Comment dane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Iu eompagnio,oampagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,gne,eprgnee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ner,ner  sua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,eerivit,.'Geeseeeeee,EER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,mero,mereie,blmer,-Merci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,lir,jaurais,rai,etablirai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,vnie,runie,meuniere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
