cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,Berkshire,Lancashire,Hertfordshire,Northamptonshire,Yorkshire,Leicestershire,,,,,,,
1,Africa,America,DEDICATION,Jamaica,Richmond,Nilotic Africa,wi,,,,,,
2,St. Geneviéve,Geneva,St. Gene-,Nuovos,Esq,Gazette,St. Genevieve,Rigby,,,,,
3,"the Rue
Rivoli",the Northern Sea,the British Isles,the Persian Empire,the green mountains,the Holy Sepulchre,the Lance-,the Moslem Arabs,the Lock Pool,the green district,"the Yunnan

N 2",the Spanish Peninsula,the Holy Land
4,Cambridge,Madrid,madrid,JT,,,,,,,,,
5,St. John,St.,St. Paul,St. John’s,,,,,,,,,
6,Macedon,Toledo,Holbein,Languedoc,Wimbledon,,,,,,,,
7,Ermengarde,Aldermen,Hansard,Earwig,,,,,,,,,
8,Monsieur Sidonia,Embassy,Lavoisier,Monsieur Koenig,Israel,Monsieur Sidonia’s,,,,,,,
9,Street,Downing Street,Club,Greece,Arlington Street,Egypt,,,,,,,
10,Prussia,Anon,New,Russia,Hebrews,Sussex,,,,,,,
11,Frenchwomen,Frenchmen,,,,,,,,,,,
12,Vengeance,france,Frankfort,France,,,,,,,,,
13,Tamworth,North,,,,,,,,,,,
14,Lancaster,East,Newcastle,Castle,Mexico,Studcaster,Kildare,Caucasus,,,,,
15,Nuneham,Durham,Thames,,,,,,,,,,
16,Thebes,Athens,Rebels,Lisbon,,,,,,,,,
17,Scotland,Ireland,Westmoreland,England,Highland,woodland,Monkey Island,midland,Poland,confiscated Ireland,,,
18,Carthage,Charta,Froissart,Nebuchadnezzar,,,,,,,,,
19,Sedgwick,Oriel,"Orient-
tal",Victoria,,,,,,,,,
20,Brazil,Manhood,Germany,Trautsmandorff,,,,,,,,,
21,Hyde Park,Park,the Lower Park,the Upper Park,,,,,,,,,
22,Kingdom,King,Moorish kingdom,The Kingdom of France,,,,,,,,,
23,Opera,Europe,Penelope,Taper,Persia,,,,,,,,
24,Sinai,Ferdinand,China,,,,,,,,,,
25,Naples,Temple,Principle,,,,,,,,,,
26,Spain,Argyle,Pavia,Sparta,spain,,,,,,,,
27,Madame Colonna,the Prince Colonna,Colonna,,,,,,,,,,
28,us,Althorp,Baltic,Spinoza,,,,,,,,,
29,Carlist,Christchurch,Isthmus,Ministry,,,,,,,,,
30,Westminster,Western Sharps,West,Weston,Western Europe,West India,,,,,,,
31,Mlle,Regent,Colleges,Aegean,,,,,,,,,
32,Learning,conbibio,Coningsby,,,,,,,,,,
33,Music,Venice,Munich,Peninsula,Phenix,Lyndhurst,,,,,,,
34,Wellesley,Hellingsby,Berlin,Hellingsley,Wesleyans,Wellington,Lima,,,,,,
35,Jew,Waterloo,Desert,Mediterranean,Pagan,Watertown,Plateau,,,,,,
36,Ely,Granada,Tamerlane,Milan,Roxalana,Panama,,,,,,,
37,n’t,Nottingham,capt-,Birmingham,Everingham,,,,,,,,
38,Ravenna,Tus,Vienna,Saxony,,,,,,,,,
39,the United Kingdom,the United Provinces,the United States,,,,,,,,,,
40,Marlborough,Jeremiads,Slough,Borough,Derby,Bilborough,,,,,,,
41,wales,Jerusalem,Rossendale,Oppidan,Teesdale,Palestine,,,,,,,
42,Bacchantes,Lepanto,Monte,Canterbury,,,,,,,,,
43,white bait,Hallam,Hall,Whitehall,,,,,,,,,
44,San Benito,Benito,"the San
Benito",,,,,,,,,,
45,Hanover,inn,Liverpool,Averages,Lawgiver,Sovereigns,,,,,,,
46,MILLBANK,Realm,Millbank of Millbank,Albany,Albania,Milbank,Millbank,,,,,,
47,Boccaccio,Lucca,Lucullus,,,,,,,,,,
48,Strachan,Sydney,Grand Cairo,Strand Coffee-,Strand,Austria,,,,,,,
49,Hades,brook,Willesden,Millennium,Tn,dishabille,Seville,M. Ville-,Villebecque,,,,
50,Marquess,Infirmary,St. Mary’s,,,,,,,,,,
51,Providence,Culloden,Maidenhead,Adelaide,,,,,,,,,
52,Hippocrates,Representative,Belgium,Estates,,,,,,,,,
53,Duchess,Manchester,Manchesters,,,,,,,,,,
54,Friendship,Irish Secretaryship,Nile,Ladyship,Jong,,,,,,,,
55,Alps,Aragon,Walpole,Arabia,Paradise,Paris,Valparaiso,,,,,,
