cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8
0.0,Venice,Munich,Phenix,,,,,,
1.0,Studcaster,Study,Lancaster,,,,,,
2.0,Kingdom,King,The Kingdom of France,Moorish kingdom,,,,,
3.0,Monsieur Sidonia’s,Monsieur Sidonia,Monsieur Koenig,,,,,,
4.0,"Salt
Hill",Hilloa,Althorp,Salt Hill,,,,,
5.0,Saxon,Saxony,,,,,,,
6.0,wales,Palestine,Jerusalem,,,,,,
7.0,Barcelona,Penelope,Babylon,,,,,,
8.0,MILLBANK,Milbank,Albany,Millbank of Millbank,Millbank,,,,
9.0,Wesleyans,Wellesley,,,,,,,
10.0,Belgium,Rebels,,,,,,,
11.0,madrid,Cambridge,Madrid,,,,,,
12.0,Ermengarde,Carlton Gardens,Aldermen,,,,,,
13.0,Phillippics,Philip,Oppidan,,,,,,
14.0,Sparta,Charta,,,,,,,
15.0,Duchess,Manchesters,Leicestershire,Manchester,,,,,
16.0,Hall,Whitehall,Hallam,white bait,,,,,
17.0,Carlist,Lisbon,Berlin,,,,,,
18.0,conbibio,Westmoreland,Ireland,confiscated Ireland,,,,,
19.0,Lucretia,the Venetian Republic,the Republic of Paris,Venetian Republic,,,,,
20.0,spain,Spain,,,,,,,
21.0,Taper,the Persian Empire,Opera,Persia,,,,,
22.0,the Holy Land,the Lance-,the Holy Sepulchre,Holbein,,,,,
23.0,Hindostan,LONDON,London,Clarendon,LoNdon,,,,
24.0,Russia,Prussia,,,,,,,
25.0,Irish Secretaryship,Ladyship,Friendship,,,,,,
26.0,Hanover,Anon,Sovereigns,,,,,,
27.0,Nuneham,Durham,Thames,,,,,,
28.0,woodland,midland,Scotland,Highland,England,Chudleigh,Monkey Island,Poland,
29.0,Macedon,Wimbledon,Toledo,,,,,,
30.0,Loretta,Cottage,Gazette,,,,,,
31.0,Bacchantes,Canterbury,Lepanto,Derby,,,,,
32.0,Victoria,Oriel,"Orient-
tal",,,,,,
33.0,France,france,Frankfort,,,,,,
34.0,Earwig,Louis Qua-,DEDICATION,Representative,Aquatic,Baltic,,,
35.0,Shabbyton,Melton,Eaton,Wotton,Brighton,,,,
36.0,Lancashire,Berkshire,Hertfordshire,Yorkshire,,,,,
37.0,Heroes,Italy,Southern Italy,Monmouth,South,Inferno,,,
38.0,Dartford,Bradford,Forum,Brazil,Oxford,,,,
39.0,Arlington Street,Downing Street,Learning,Street,,,,,
40.0,Jamaica,Maidenhead,Blenheim,Providence,Adelaide,,,,
41.0,Nile,Nilotic Africa,Africa,America,,,,,
42.0,Sydney,Nebuchadnezzar,Hades,,,,,,
43.0,Frenchmen,Frenchwomen,,,,,,,
44.0,Mahomet,Rome,De Lome,,,,,,
45.0,Rossendale,Teesdale,Sussex,,,,,,
46.0,"St.
Petersburg",Augsburg,St. Petersburg,Edinburgh,,,,,
47.0,Athens,Hebrews,Thebes,,,,,,
48.0,Tamworth,North,the Northern Sea,Northamptonshire,,,,,
49.0,Throne,Lazaroni,Byron,Barony,,,,,
50.0,the Lower Park,Hyde Park,the Lock Pool,Park,the Upper Park,,,,
51.0,the green mountains,Austria,Greece,the green district,,,,,
52.0,Windsor rang,Windsor,"Windsor
Park",,,,,,
53.0,"the Yunnan

N 2",the Moslem Arabs,Arabia,"the Rue
Rivoli",the British Isles,,,,
54.0,Embassy,Willesden,Millennium,Ill.,dishabille,M. Ville-,Seville,Mlle,Villebecque
55.0,Torquamada,the Prince Colonna,Madame Colonna,Colonna,,,,,
56.0,Ferdinand,China,Sinai,,,,,,
57.0,Estates,Hippocrates,the United Provinces,the United States,the United Kingdom,,,,
58.0,Rigbys,Rigby,,,,,,,
59.0,Germany,Manhood,Trautsmandorff,,,,,,
60.0,Mauritania,Albania,Neapolitan,,,,,,
61.0,Richmond,Monte,Leontius,,,,,,
62.0,Realm,Palmerston,Kildare,Lyndhurst,,,,,
63.0,Burnet,Journals,Melbourne,Luxembourg,,,,,
64.0,Cadiz,Jeremiads,Boccaccio,Piccadilly,,,,,
65.0,Westminster,West,West India,Weston,,,,,
66.0,Plateau,Desert,Watertown,Waterloo,,,,,
67.0,Ministry,Music,Isthmus,Christchurch,,,,,
68.0,Slough,Bilborough,Borough,Marlborough,,,,,
69.0,Hellingsley,Coningsby,Wellington,Hellingsby,,,,,
70.0,Granada,Languedoc,Panama,Milan,Tamerlane,Roxalana,,,
71.0,St. James’ Street,"St. James’s
Street",St. James’s,St. James,Nemesis,"St. James’s
Square",,,
72.0,Culloden,Lucca,Lucullus,,,,,,
73.0,Principle,Sidonia,Naples,Medina Sidonia,Naples Sidonia,Siponia,Temple,,
74.0,midland county,the County of,the County Chronicle,,,,,,
75.0,Walpole,Alps,Paradise,Aragon,Valparaiso,Paris,,,
76.0,Lavoisier,Hansard,Carthage,Froissart,,,,,
77.0,Europe,Wilkie,Western Sharps,Western Europe,,,,,
78.0,"the San
Benito",Benito,San Benito,,,,,,
79.0,Grand Cairo,Strand,Strachan,Strand Coffee-,,,,,
80.0,Regent,Colleges,Vengeance,Aegean,Mediterranean,,,,
81.0,St. Gene-,St. Genevieve,Geneva,St. Geneviéve,,,,,
82.0,St. John’s,St. John,,,,,,,
83.0,Potts,Everingham,Birmingham,Nottingham,,,,,
84.0,East,New,Castle,Caucasus,Newcastle,,,,
85.0,Averages,Liverpool,Lawgiver,,,,,,
86.0,Ravenna,Vienna,,,,,,,
87.0,St. Paul,Infirmary,Marquess,St. Mary’s,St.,,,,
88.0,Peninsula,the Spanish Peninsula,,,,,,,
