cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,thcm.,Augustusis,eHe,las,Drakes,,,,,,,,
1,Oh l,ar moon,rheu,LA,YIII,,,,,,,,
2,Russia,Sevre china,XVII,,,,,,,,,,
3,Madeira,London Madeira,ADETDRE8,London,France,Golconda,Mt,,,,,,
4,NoOT,ATlGUIYG,,,,,,,,,,,
5,Marth,Nlartha,Ilash,tn,IHad,Mnrtha,earth,,,,,,
6,Milford Park,La,MIilford Park,Milford,MilIford Park,,,,,,,,
7,ANbD ADVETURES,Turpin,liule,Turkey,,,,,,,,,
8,Great Britain,Spain,maine,pinery,woodbine,Royal,Tremlettt,havre,Gol,XXVII,,,
9,WY,North riton,migbt,thcm,Bcll,North-country,ITig Africa,nc,North bBriton,Itold,,,
10,overlooker1,fcw,Foxglove,thatlittle grove,pityiag,it1,,,,,,,
11,etctera,Kidderminster,etctera.,the Emerald Isle,Lean,havc,IIerald,cHAPTER XXXIII,,,,,
12,Crockley,Hoxley,proccediag,morocco,,,,,,,,,
13,ICIIAL AnsTONG,MIICIIAEL ARMISTROyG.,IICiAE,ICIIAL,,,,,,,,,
14,Scotch,Prescot,Scotland,Becky,ANGEROU,,,,,,,,
15,Wellington,Dowling,Bclinda,,,,,,,,,,
16,Germany,Iad,ia,Sykeses,,,,,,,,,
17,Cologne,Thoe,withou,withont,,,,,,,,,
18,TR0IL01,LIRE,Laueaslire,,,,,,,,,,
19,Matthei,MR,BnoruERTo,Brotherton,ste,Europe,Theao,nROt,up.to,thein,Mss Brotherton,,
20,WARREN,Elward,Warwick,,,,,,,,,,
21,Mac-,Edwvard,al,ny,BHAM,,,,,,,,
22,DIURI,anl,Vhere,Gabherly,Gahberly 2'',ELECI,,,,,,,
23,hMichael,Mlichael,Nlichael,Michaa1,Nichael,Miichael,MIICHAEL,Mtichael,MIichael,Derbsyshiroe-Mlichael,Charlotte,Miehael,Michaecl
24,youl1,howaeer,youl1'',humnan,tnan,U OULTAIIG,,,,,,,
25,consequencc,K.L.S.,lI,Tn,,,,,,,,,
26,St,Mlacnab,Tus,,,,,,,,,,
27,Elizet,Prentice,arns,wshiceh,mny,whiceh,Nice,,,,,,
28,G.C.B.,K.C.,G.C.IH,,,,,,,,,,
29,beatty,MIrs,NIrs,Mirs,,,,,,,,,
30,Ilighlandloch,Westmnorland,Sicotland,Highland,England,Englanl,aleng,,,,,,
31,pece,yong,Austria,Arntstrong,,,,,,,,,
32,ALLY,the Deep Valley,Deep Valle,the Deep Valley Mill,Deep Valley MI1,"Deep Valley
Mill",the bDeep Valley,Deep-Valley,Deep Valley MIill,Deep Valley,Deep Valley Mill,Deep Valley MiIl,
33,Italy,lalies,laly,Ykou,Laly,realy,Mcssr,,,,,,
34,Lodge,factoriesl,,,,,,,,,,,
35,Derbyshire,Lancashire,Ore.,Yorkshire,,,,,,,,,
36,Providence,Findens,yet2,denr,Papalny,,,,,,,,
37,worda,California,Oxford,forI,Bradford,eOh,MIilford,,,,,,
38,DIscnELLE,Millord,millenr,,,,,,,,,,
39,Mlary,Dearest Mary,St. Mary's,inn,,,,,,,,,
40,ADVENTIRES,Venus,AVENTURES5,,,,,,,,,,
41,Neverthelcss,HIowsomever,HIowever,,,,,,,,,,
42,WiIl,Ill,Iill walk,,,,,,,,,,
43,Domenichino,lome,Rome,,,,,,,,,,
