text,cluster
Regardez,0
Accordez,0
- Repondez,0
egaree,0
garon,0
reprimer,1
mepris,1
ephemere,1
echapper,2
echappe,2
chappereni,2
empecher,2
beni,3
Finissons-en,3
benil,3
nice,3
moyen3,3
general3,4
"anveeraoosent
-",4
general,4
l35,4
- General,4
Mlexico,5
Mlexi-,5
Mexico,5
cathedrale de Mexico,5
Europe,6
l'Europe,6
I,6
Gouveruemeuls de l'Europe,6
Euope,6
alle,7
A99,7
grolle,7
"calle del Rosario,-",7
Caballero,7
Allemagne,7
calle San-Agustin,7
feuillee,7
Alrs,7
selle,7
siflle,7
Ee,8
petuee,8
ygee,8
appuyee,8
2ee-e,8
opposee,8
.--EeA20,8
sauvee.3:8,8
mele,9
melis,9
Elevee,9
sang-mele,9
melttez,9
tele,9
meles,9
nelee,9
complele,9
pele-mele,9
nouvellee,9
l53,9
ca,10
I',10
Mezcal,10
Carthage,10
Ca,10
- Caspita,10
canp,10
Incas,10
lhacienda,11
Societ,11
cienda,11
LHACIENDA,11
E,11
gnais,12
sais,12
jamais1,12
vOyais,12
MIais,12
faitl,12
sauverail,12
lissades,12
Mlais,12
jaais,12
Salvator Rosa,12
Anglais,12
yisage3,12
venaison,12
pise,12
connaissez,12
etais sr,12
Mrisait,12
sansaimer,12
dis-2l,13
Etat,13
Etats-Unis,13
i83,13
Pnis,13
kEtats-Unis,13
Etats,13
Les Etats-Unis,13
jets.3l,13
Belhu-,14
Belhumeur,14
Huml,14
Belhumeurl,14
Belhueur,14
Belhumenr,14
Mehu,14
ditBelhumeur,14
Bellumeur,14
Normans,15
ns,15
mons,15
Moclsens,15
Oceans,15
Aexns,15
beissons,15
Tiens,15
s0ns,15
t23,16
A23,16
et270,16
t27,16
baltre,17
apparaltre,17
Maltre,17
disparaltre,17
prepara,17
triarcal,17
piralte,17
A157,18
A15,18
t.a10,18
Mexicains,19
Americaines,19
Mlexicains,19
Americains,19
Iexicaine,19
Meicains,19
camp des Mlexicains,19
gamUusinos mexicains,19
Les Mlexicains,19
Lanceros mexicains,19
"z:::,;::;:;:IGz",20
z::::z,20
z::::-,20
zc:.:z::cc,20
trc::r,20
amesure,21
Mlcoires,21
P,21
pres,21
epreues,21
Apres,21
Aprbs,21
Eures,21
yres,21
TFt,21
Etats Barbaresques,21
"2--
aupres",21
prets,21
mee resultat,21
"pre-
caire",21
a77,22
sempara,22
ar-,22
Par-,22
paratt,22
parole168,22
I29,22
sepulcre,23
breuse,23
"rendaientsongeuse
i190",23
chambre separee,23
"n0
Eusebio",23
precieuse,23
Mlalheureusement,23
Syracuse,23
France,24
Durango,24
Puissance,24
fr,24
grace,24
Trnce,24
Lenfance,24
Francais,24
Frangais,24
Peaux Rouges,25
Peaux Ronges,25
Peaux Rouges7,25
"Pe-
rou",25
Peaux Rougesetles,25
i-,26
Ai-,26
0li-,26
i-12,26
arriveel,27
arriere,27
Arrives,27
river7,27
arrivel,27
Arrivesur,27
Lives,27
Arrive,27
armes.a6,27
"I
Pas",28
cepays,28
Pimas,28
pasto,28
ashahas,28
pas,28
Opatas,28
"malade7
- Pas moi",28
Tte Blanche,29
lance avanl,29
Cepenlant,29
avanca,29
Llan,29
Avantde,29
lanceros,29
Yivant,29
Blancs,29
"conseil.278
LES",30
lequilibre,30
OEil,30
Aacleia,30
Leil,30
Ily,30
aeil,30
reveillee,30
reille,30
ILe,30
laeil,30
OhIl,30
eveillees,30
Etil,30
Ih-,31
CGes,31
CG',31
vages,31
moitie fou,32
calecon etroit,32
crcix,32
Lendroit,32
Croit,32
crois7,32
Linproiisioro,32
Acropolis,32
jea32,33
a375,33
h,33
Sierra Madre les Indiens,34
Sierra Madre,34
sie,34
rancon de ma mere,34
Sierra IIadre,34
Italie,35
lir,35
talaa,35
senorita,35
valiers.8l,35
colie,35
trot,36
otr,36
PROtCUE.LE,36
lagrotte,36
0 c.,37
el Cerro,37
Cerro,37
ger,38
Hier,38
soger.35,38
ter hier,38
ge,38
gers,38
c0loyer,38
Regences d'Alger,38
Convaincu,39
Va,39
Vaincue,39
A,39
ain,39
"autre,3l0",40
bleutre,40
trappeutr,40
ILES TRAPPEUnS,40
LEs TRAPPEUS,40
TRAPPEUIS,40
TRAPPEIURS,40
penetra,40
trappes,40
tue1,41
bituelle,41
habituee,41
danslaquelle,41
"Eh bien 
- Il",42
sienl,42
TTB,42
Bientt,42
CcHATIIENT,42
bient0ts',42
Bientot,42
bientot,42
Combien,42
leurspoignards,43
Seurs,43
se196,43
SAUEUR,43
OurS.,43
Leschasseurs,43
Geur,43
D0CTEUR,43
T F,44
Guaymas,44
t0t  Guaymas,44
t0t,44
gre,45
retirez,45
gr,45
malgre,45
Malgre,45
grin,45
Congres,45
In-12,46
in-8,46
2v.in-8-,46
In-l2,46
