cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10
0,Cependantj',condanee,epee,pendanis,,,,,,,
1,LEs,LES5,Est,Naples,stacles,extremitles,Tousles,Familles,zccc,les96,brtles
2,Jeveux,Elevee,textevenu,severe,fls2s,,,,,,
3,ITri-,distribuee,I09,triarcal,Ab59,trigue,A,,,,
4,Sicile,Rafael,ILe,no-,,,,,,,
5,ciens,aee,Societ,im-850,Tiens,,,,,,
6,choire,a375,Mlcoires,Hoir,Derrire,machoire,Ls,,,,
7,z::::-,"..-
-",z::::z,Etil,z2:::-,z:::::.-,,,,,
8,siflle,grolle,.e-oa,bellel,souflle,bituelle,,,,,
9,canp,Canadien,Iadiens,sr,Canadisn,fr,Canadienne,,,,
10,Moyen,touslesmoyens,"moyen3
- Est deja",,,,,,,,
11,clairiere,bandouliere,arriere,prierez,Negrier,niere,,,,,
12,zc:.:z::cc,z::DE,c:.::Z,,,,,,,,
13,buffalos,,,,,,,,,,
14,"T F
Tr
LA PRAIRIE",Eshis,--Ohl,i Prs,,,,,,,
15,IAKANSAS5,l,LAlIKANSAS5,Ehl,LAKANSAS,G',LAKAN5AS,vecu,AIKANSAS5,,
16,so3,A23,,,,,,,,,
17,anveeraoosent,Moclsens,- A,Indens,sensee,,,,,,
18,Mlexi-,exIV,lexistence,Mlexique,,,,,,,
19,Malheurl,Lherbe,sebio,us,Malgre,Ca,,,,,
20,Utique,Mexique,Pacifique,l'Afrique,,,,,,,
21,relardes,Gardez,Bermudez,guenarde,Regardez,,,,,,
22,volre,nedy,Revoluuon,,,,,,,,
23,Francais,Durango,Frangais,mtlstang,France,et270,Opatas,,,,
24,Guaymas,Dej,Guadalazara,Guadeloupe,,,,,,,
25,Soitl,gsece,ditle,Alrs,faitl,A6,Soit,,,,
26,Seurs,leurspoignards,Leschasseurs,,,,,,,,
27,--J',Attendre,Attends,lattenton,hatto,yII,repondre,TTB,,,
28,grin,teau de I',Verl de gris,Vert de gris,I1,I39,,,,,
29,sauvee.3:8,E,Sautant,Sauvee,,,,,,,
30,interrom-DE,a-DE,pe-DE,,,,,,,,
31,Quebec,Azteques,Buluque,I',i fr,- Que,Aexns,,,,
32,pres,orniberes,cenres,prets,lares,Apres,apres celtte cour,epreues,,,
33,pirates.xIy,piralte,Celte,,,,,,,,
34,elan,Llan,Helasl,Elan,melancolie,,,,,,
35,Mississipi,dela du Mississipi,lsa duegne,delai,Ai-,,,,,,
36,- Ahl,bles,"la-
ble",sessemblables,blables,coupablel,blessee,,,,
37,delices,nice,I107,,,,,,,,
