cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0,Portsmouth,Truth,L-l,MIrth,Plymouth,Scotsmen,"South
America",bDartmoutl,Poets,but1,,
1,Caroline,Library,Cnroline,Curoline,Gaol,,,,,,,
2,ROME,I1coME,moment''-she,,,,,,,,,
3,Ear,forbearig,"Ne
Year's",Earth,Dcnmark,PEACE,Speak,Hareaurt,,,,
4,niece,deceit,Cecil,,,,,,,,,
5,MIss,Miss.,,,,,,,,,,
6,HO3E,Hovard,IIownrd,Ward,,,,,,,,
7,Providence,Prove-,Sweden,Prcsident,Adelaide,,,,,,,
8,Germany,MR,germany,,,,,,,,,
9,Devonshire,Dconshire,Yorkshire,bDevonshire,,,,,,,,
10,INDIA,India,Handing,lIndia,FInding,Edinburgh,,,,,,
11,Italy,italy,H0It,,,,,,,,,
12,CoME INFLUEnCE,INFLUeNCE,Tluce,Io INPILCENCE,IN.HENCE,,,,,,,
13,MIyrvin,Myrvsin,myrtle,,,,,,,,,
14,Elizalcthan,Algicrs,al,Salhatl,Wales,Coal,,,,,,
15,slc,Heroes,lIes,Esq,Essie,,,,,,,
16,partre,vARIETIs,Dauris,British America,paris,Paris,,,,,,
17,Maitland,Flamma,Mlama,Mlaitland,Lady,MIaitland,Ireland,Scotland,LA,Atlantic,Highland,Latin 1'
18,N-7,Emmeliue,Fmmeline,Lmmcline,,,,,,,,
19,Given,Lelly,Ellen,Helen,Lascelles,Benevolence,x--,,,,,
20,Hasty,I1TE,Easter,,,,,,,,,
21,Onkwood,Oakwool,Oakwood,Lowood,,,,,,,,
22,Ilangillan,lLoe,Villa,Llangwillan,LL,Ill.,Ill,Seville,Groeville,no'd,,
23,MElford,North,comfort,IVor,fort,New York,Fortcscuc,Oxford,Forteseue,,,
24,Rose,Seaton,Sea,Swansea,the Sea ucen,"the Sea
Green",,,,,,
25,lOndon,LOndon,london,London,Ashburton,,,,,,,
26,Emotion,"itself,-EMotion",,,,,,,,,,
27,&c.,c.,,,,,,,,,,
28,Nurse Languor,Endure,Old England,eNgland,England,IN1GLANCE,england,,,,,
29,Cheltenlam,Cheltenham,Cleltenham,,,,,,,,,
30,Pembroke,Perc,Percy,Perry,,,,,,,,
31,Glamorgan,"childhood,--and",Mloorlnnds,Moorlunds,Moorlands,the Fire Islands,Landor,,,,,
32,IInmilton,Smile-,IIamilton,Hamnilton,Harilton,Hauilton,Hamiltaon,Hamiltou,Ilamilton,,,
33,CPTO,Faintness,continued--,To1E,Coins,Torrington,ain,INto,,,,
