cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
0.0,Vois,Palois,Vois-tu,,,,,,,,,,,
1.0,Bambin,Colombine,Bamba,,,,,,,,,,,
2.0,Comprenez,Comprends-tu,Venez,,,,,,,,,,,
3.0,Vendredi,Venol,Comedia pastorale,Rendez,,,,,,,,,,
4.0,Fougeroux,Jugez,,,,,,,,,,,,
5.0,tragedienne,Vienne,Ancienne Maison,mitra,,,,,,,,,,
6.0,Voil,VOIl,voila debarbouille,,,,,,,,,,,
7.0,enerve,Serves,reserve Est,Cervelle,,,,,,,,,,
8.0,voyais,aimais,Voyez,sais,niais,,,,,,,,,
9.0,joufflus de douze,Anjou,,,,,,,,,,,,
10.0,CoUCoU-BLANC,"Coucou-
Blanc",Coucou-bLanc,Accoude,"cheresse
Coucou-Blanc","T

.-1coUcoU",Blancs,essouffle.coUcoU-BLANC,Coucou-,Blanc,Coucou,Coucou-Blanc,Coucou-Blanc Est,"T

.-1coUcoU-BLANC"
11.0,Amour,Retourne,Chauve-Souris,Luxembourg,,,,,,,,,,
12.0,Grand-Cercle,Petit-Cercle,Grand-Orient,,,,,,,,,,,
13.0,Italie,Italiens,d'Italie,Hospitalier,Italien,l'Italie,,,,,,,,
14.0,"J

-'
1
x
1","I


-'  t",,,,,,,,,,,,
15.0,Chute Entends,Attends,Pentecote,,,,,,,,,,,
16.0,".'-
-re-c",".'-
-re",,,,,,,,,,,,
17.0,palais de la fee Porcelaine,Palais-Royal,Palais-Mazarin,,,,,,,,,,,
18.0,Helas,Ohel,lilas,Helasl,,,,,,,,,,
19.0,Passions,assis,Expansion,,,,,,,,,,,
20.0,Papillon,PAPILLON,guide-ballon,"PAPILLON
Est",Grillon,"PAPILLON
Ehl",cimentier des Papillons,"PAPILLON
Trouves-tu mon Muguet",echantillon,"PAPILLON
Grimpe",,,,
21.0,Anastasie,Gymnase,Anastagille,,,,,,,,,,,
22.0,d'Espagne,Espa-,Raspail,,,,,,,,,,,
23.0,Rome,l1'Epitome,Promettez,,,,,,,,,,,
24.0,rue des Dames,Dames,rue de Lille,,,,,,,,,,,
25.0,Prairie,la Prairie,,,,,,,,,,,,
26.0,le Midi,Midi,,,,,,,,,,,,
27.0,Neuf-des-Papes,"Chateau-
Neuf-des-Papes",Chateau-,hate,,,,,,,,,,
28.0,"-
-
-]","xl-
-.","A
-.

yAZ

'LA",,,,,,,,,,,
29.0,ESt-ce,Turc,"sous-prefectureln
Est-ce",,,,,,,,,,,
30.0,.--ac-'-,t-'-,.--,,,,,,,,,,,
31.0,assane,Cassagne,,,,,,,,,,,,
32.0,Pingl dong Levez-,congo,cong,songeuse,,,,,,,,,,
33.0,Providence,france,Franc,franais,France,Source gallica.bnf.fr  Bibliothque nationale de FranceLE,,,,,,,,
34.0,la-bas,l-bas,ner la-bas,Bas,LA--3,,,,,,,,,
35.0,Naples,baie de Naples,,,,,,,,,,,,
36.0,mer de Pierrette,"XVI
LE COEUR DE",mer Le ciel,"Vieille
bete de Pierrette",,,,,,,,,,
37.0,Saint-,Saint-Benoit,eglise Saint-Pierre,Saint-Esprit,Saint-Theophile,Saint-Petersbourg,Saint-Pierre,Saint-Emilion,rue Saint-Benoit,Saint-Cloud,Saint-Pierre a Montmartre,,,
38.0,Daniel,"abb
Germano",Germanie,Permane,,,,,,,,,,
39.0,Pilouittl,Bloui,Pilons,,,,,,,,,,,
40.0,mexique,Bouzanquet,Afrique,,,,,,,,,,,
41.0,"a47
Ici",Paris,Paris Ici,Parisien,Parisiens,boue de Paris,,,,,,,,
42.0,chine,Chinois,Chine,,,,,,,,,,,
43.0,kakatoes,aTout,,,,,,,,,,,,
44.0,"I

-
i","I -
M","sI. -
I
-
5:
i",,,,,,,,,,,
