cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0,LA,las Ice,Mlacnab,Laueaslire,La,,,,,,,
1,ATlGUIYG,thatlittle grove,ELgI,,,,,,,,,
2,London Madeira,Golconda,ar moon,Madeira,London,,,,,,,
3,inn,Inn,Spain,,,,,,,,,
4,England,Highland,Scotland,Germany,Ilighlandloch,england,Westmoreland,,,,,
5,Happened,PP,,,,,,,,,,
6,pAst,Papalny,St,,,,,,,,,
7,Scotch,woodbine,Woodcock,morocco,Lodge,Crockley,,,,,,
8,Melford,MElford Park,Melford Park,MelFord Park,,,,,,,,
9,K.C.,G.C.IN,G.C.IN.,G.C.B.,,,,,,,,
10,Augustusis,Venus,Us,Russia,Austria,,,,,,,
11,MIICIIAEL,IICiAE,cHAPTER XXXIII,MIICIIAEL ARMISTROyG.,,,,,,,,
12,Trembled,Bless,Tremlettt,,,,,,,,,
13,Dowling,GENEROSITY,LiE,Cologne,Linen,Lindens,pinery,lI,,,,
14,"Deep Valley
Mill",the Deep Valley,Deep Valley MIll,Deep Valley,Deep-Valley,the dEep Valley,Deep Valley Mill,Deep Valley MI1,DIscnELLE,Deep Valley MiLl,Deep VAlley,the Deep Valley Mill
15,K.L.S.,MR,,,,,,,,,,
16,Africa,Warwick,WI,WARREN,,,,,,,,
17,California,"smallpox,-short",Foxglove,Oxford,Bradford,,,,,,,
18,Turned,Drakes,Turkey,Europe,,,,,,,,
19,Millord,LL,Ill,SELL3,TR0IL01,,,,,,,
20,Sound Norcal,unfortunate6,Sound,,,,,,,,,
21,al,Italy,it1,pityiag,italy,ITaly,Royal,,,,,
22,HIowsomever,Domenichino,Rome,Nice,china,,,,,,,
23,Prentice,France,Providence,florence,Ore.,,,,,,,
24,yet2,Kidderminster,thereon,Bretherton,the Emerald Isle,Southern Reg,Gabherly,the1,,,,
25,yong,1CHILD A1MISTROMG,Arntstrong,3MICHAEL STrONG,Derbsyshiroe-Michael,SOCIAL STrONG,MICHaEL WaITING,,,,,
26,MIARLOROUGH STREET,Louisa,Dearest Mary,Charlotte,St. Mary's,Great Britain,Great Marloroug,,,,,
27,North-country,BnoruERTo,know-,North bBriton,Oh l,North riton,factoriesl,up.to,,,,
28,MIrth,Lean,Mnrtha,earth,Earth,Nlartha,Thaddy,,,,,
29,Derbyshire,Blankshire,Yorkshire,,,,,,,,,
