cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,Augustusis,LL,Germany,Madeira,SELL3,TR0IL01,,,,,,,
1,Derbyshire,Louisa,Blankshire,Bless,St,Laueaslire,Kidderminster,MR,Yorkshire,,,,
2,Venus,inn,Sound Norcal,BnoruERTo,Sound,it1,,,,,,,
3,Woodcock,las Ice,Prentice,pinery,Nice,,,,,,,,
4,Africa,North-country,"smallpox,-short",North bBriton,Cologne,Mlacnab,North riton,factoriesl,,,,,
5,"Deep Valley
Mill",the Deep Valley,Deep Valley MIll,Deep Valley,Deep-Valley,the dEep Valley,Deep Valley Mill,Deep Valley MI1,DIscnELLE,Deep Valley MiLl,Deep VAlley,the Deep Valley Mill,Crockley
6,Drakes,Russia,al,WI,,,,,,,,,
7,Foxglove,pityiag,,,,,,,,,,,
8,LA,MIICIIAEL,IICiAE,MIICIIAEL ARMISTROyG.,,,,,,,,,
9,MIrth,thatlittle grove,Mnrtha,Thaddy,,,,,,,,,
10,England,Highland,Scotland,Europe,Ilighlandloch,england,Westmoreland,,,,,,
11,earth,Earth,Nlartha,,,,,,,,,,
12,Turned,Dowling,Linen,Lindens,,,,,,,,,
13,yong,1CHILD A1MISTROMG,Arntstrong,Lodge,SOCIAL STrONG,Austria,,,,,,,
14,California,Melford,unfortunate6,MElford Park,Millord,Oxford,Melford Park,MelFord Park,Bradford,,,,
15,London Madeira,PP,Golconda,London,,,,,,,,,
16,GENEROSITY,ar moon,,,,,,,,,,,
17,Happened,Trembled,Warwick,Tremlettt,,,,,,,,,
18,France,K.L.S.,Providence,,,,,,,,,,
19,HIowsomever,Domenichino,Rome,Spain,ELgI,lI,china,,,,,,
20,florence,yet2,WARREN,Ore.,,,,,,,,,
21,woodbine,Papalny,Turkey,Italy,italy,ITaly,Great Britain,,,,,,
22,ATlGUIYG,Inn,Oh l,,,,,,,,,,
23,Lean,Ill,thereon,Bretherton,the Emerald Isle,Southern Reg,Gabherly,the1,,,,,
24,MIARLOROUGH STREET,know-,morocco,Dearest Mary,Charlotte,St. Mary's,Great Marloroug,,,,,,
25,Scotch,Royal,up.to,,,,,,,,,,
26,K.C.,G.C.IN,Us,G.C.IN.,G.C.B.,,,,,,,,
27,LiE,cHAPTER XXXIII,3MICHAEL STrONG,Derbsyshiroe-Michael,MICHaEL WaITING,,,,,,,,
28,pAst,La,,,,,,,,,,,
