cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0,Saint—Brunelle,Saint-Brunelle,Saint-,"cabaretière de Saint—
Brunelle",Saint—Brupçue,Brunelle,j-,Saint—Quentin,Craintil‘s,ﬁllettes de Saint—,"Saint—
Brunelle",
1,ANT,Êçnt,gouaillant,siŒotant,An--,J,- —- Méohante,,,,,
2,Clarisse,lise,"Clarisse

Avant",laisser—,Ïnarié,LX,,,,,,
3,l*épidémjg,démo—,.»*'3,.|.I.IDUIŒÏË,épieière,,,,,,,
4,®,coup—,Écoutez,coupi’,,,,,,,,
5,l‘a,S,<,j‘au_t,l‘or,,,,,,,
6,"l.

Cinq feuilles",Feuil-,"giroﬂest l.

Cinq feuilles",,,,,,,,,
7,.‘.:.L.,.l,l.,,,,,,,,,
8,".-—-

-, ..",.ç'g5_ { \ ..,"m1

.f_",".-—-

-,",—- Tâche,,,,,,,
9,Mai,MAIBESSE,Jamais,mairessc,AI,Mai—.,,,,,,
10,serre1,guerre—,Pierre—Louis Gosseu,maîtresse}. Pierre,,,,,,,,
11,pré Brugnon,"S
E",couvent Brugnon,,,,,,,,,
12,État,hu-,état,Satané,,,,,,,,
13,"J 
 AH 
 
 
 
 J 
 
 
 
 
 AH 
 AH","AH 
 AH 
   
   
 X 
 
 
 
 AH 

206 mon","J 
   
 AH 
 
 
 J 

—",.”sz J,"AH 
 AH",A'1,"25

 
 AH 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 J 

—",,,,,
14,veillée,VILLAGB,J‘la,VÎLLACE,125,brillam—,"J 
   
 
 
 J 
   
   
 

70 MON VILLAGE",Ë,,,,
15,A-,D’,d’,,,,,,,,,
16,ix,aix,dix—'—,,,,,,,,,
17,ﬁ,—on,ﬁ —Or,bâton,M_ON,dragon,Tachons,on.—,,,,
18,———-,l«———a,Jæn*—,s«—i,——_-.—,,,,,,,
19,P,"z.;,_f",J.;.,N,J—3—“J.,.45-‘14 5 4— j.,,,,,,
20,W,bou—,boursi—,boule—,ajou—,trou—,déjeu—,vou—-,"P.Èg""e Boux",,,
21,N-.M,.m‘,4-.-.,,,,,,,,,
22,DIT,Dizy,Sitôt,,,,,,,,,
23,du Nord,Nord,Ordre-de—Non,"extraordi—
naire",-*m,Ignore,-,Doro—,-4_,Or‘ t“,,
24,.'2,\.'_'F“'ﬂ,.'_‘heure,Beur,Figurez,,,,,,,
25,Moi—,choi—,expli—,péti—,F,oui—,moi—-,,,,,
26,Nﬁelles,—elle,journelle—,n‘elle,Cela—,el,lﬁlle,Saint—elle,ﬁelle',Allez,Brünelle,trav aille1
27,Auberge,Er,"J’,F——Er",ler,per labz‘a,Ver—,Alger,Ah_æmvriers,Perpétue,Alerte-,,
28,après—,pe+,appe—,Peut—,pe—,s’appe—,,,,,,
29,Garde—les,grande—,grande Jac£,grands—,tîsserand,,,,,,,
30,II,III 1:5,,,,,,,,,,
31,aVez,Relevez,Avez,P‘,,,,,,,,
32,endi—,dandi—,Vêndœ,l‘indi-,Armandine,indiffé—,,,,,,
33,f,Çä,Riez,Parisien,N011,Parisiens,S' ‘,Paris,,,,
34,colonne Vendôme,Donnez,Bonnets,Donc,sonne—,,,,,,,
35,- ——,"ba- -
*biller ma",- -,"per audi—

- -«","Ver—

- ”\-",V::«-4«a«A. - - ' - 4,îw- @ \,Îî—“Là- ÇA,,,,
36,Désirée,histoire—,sirE,la Remy,Céret,lutaire,SI,,,,,
37,M{r,C—,c—,C— -,,,,,,,,
38,Monte,fontaine Sainte—Radegonde,trente—six,contente—,mentevrai,contribù—,Sent,,,,,
39,mAman—,Manot,MADAME,Maman,masoarades,.,demi—mal,,,,,
40,là',Voilà,Envoie,ësflàz,Mevoilà,,,,,,,
41,qui%,jusqu’,Çqu',qu’,.1-,j‘_qu’_à,"quoi—

qu’",qùelquæï,‘tu,,,
42,EST-M,ﬁest—,51,Füt—ce,,,,,,,,
43,compren—,Comprenez,pren—,,,,,,,,,
44,-_'4‘1,réserve de monsieur,Le curé de,41—,réserve des furolles,,,,,,,
45,Le soleil,Mole,Ëêü“Wwwr,,,,,,,,,
46,orga—,mgr—{t,entor—,morali—,Mor—,,,,,,,
47,".,","F.,—.““.—",".—_.,__.4",,,,,,,,,
48,t’,_,T’,,,,,,,,,
49,reve—,quatre—vingts,D,quatre—,Votre,,,,,,,
50,s’arra—,s’ai pAs d,s’,,,,,,,,,
51,recon—,reconnais—,"A,“","reconnais—
o.",4',,,,,,,
52,næûæ,Venez,ressouvenez—,en',Devinez,,,,,,,
53,.*rq,P!.=,hé—»—,ép!uché,A,,,,,,,
54,Basstnrez,Assis,Mæsse,Basset,Bassette,,,,,,,
55,".--,—.",hiçgt,4--_,.-f.-,.--,murs.-,—- —--.——...-.-,c-.--,,,,
56,gr -»«_—.,"gr -»«_—. ._.

'-‘",,,,,,,,,,
57,Jean—Claude,Jean—,Jean—Glande,Jeanneton,,,,,,,,
58,.ﬂ,"là—"".ﬂ.«-",d—,,,,,,,,,
59,CBLLIEB,mitan,italie,,,,,,,,,
60,Aﬁn,Lﬁnira,Bérénice,,,,,,,,,
61,J_.,.v,.va_.,.n_.il_.,,,,,,,,
62,\,répon—,répondez,rendez—,,,,,,,,
63,n1,brava—-,brava—,,,,,,,,,
64,Norine,brin,Norine s’,,,,,,,,,
65,etiens,".'I‘ _‘rien

”153",Sens,bien—,Tiens,Æmuie,Viens,,,,,
66,Beviendront,ﬂattendre,atten—,,,,,,,,,
67,ména—,bague,guérir-a. _,baguénau—,bégueu—,,,,,,,
68,l—,Sufﬁt,IL,-—.,Il—.,l.âiïJÏ.—.,IL— —,,,,,
69,ainsI,Lambin,Poulains,,,,,,,,,
70,seUl’,l’,L’,,,,,,,,,
71,—,SOUHAITS,"SOUHAITS

PÈRE",ÎÊ-',,,,,,,,
72,ﬁancre,encre—,aNcre,,,,,,,,,
73,franciers,gran—,Céran,tran—,la France,Franz‘e,fran—,demi—franc,îÎdÿl{.,France,,
74,papa—,Mon pauvre ﬁoul,Pauvre,,,,,,,,,
75,v-,montagne blanche,où-,"M,9_",b0nnet blanc,,,,,,,
76,TOut,jour—,cœur—,m’y endur—,pour—,tour—,Tournez,Tour,juré,concur—,débour—,
77,Rime,CONSCRIPTION,n’,M.ÉCriant,Cria,,,,,,,
78,ÏÊ,aUjourD’,AuJourd’,,,,,,,,,
79,._—,._.“-—4,——._,._.-,._'d,._,._-,,,,,
80,calme—,Cachez,calomnia—,ca,Car—,Cassiopée,caba—,,,,,
81,.\,char—,I‘::*7,goguenar—,embar—,Bemblay,l‘embarras,,,,,
82,.;__,.—__-,.__.___-,v.___—ÿr,.____,".,-___",f—_.____,,,,,
83,Rose n’,gros—,"Bpse,{. _ m9il",lﬁrosE,"Rose,.dit",Rose,roSe1,Bose,,,,
84,J’,j’,,,,,,,,,,
85,Faut,beau—,psau—,au—_—,chau—,épau—,-—_—,,,,,
86,Hommes—sans—,mêmE,"mme""",,,,,,,,,
87,Sortez,"pOrte s.

-;or_l_ 4 T.:",,,,,,,,,,
88,Base,As,débat—,A;rtaban,Bas,obam—,,,,,,
89,"AH 
 
 

Gens de Morlinval","curé deMorlin—
court",à_Morlincourt,Morlinval,Morlincourt,couragement,Morlinco‘urt,,,,,
90,Jeacquet,ques—,queussî—,afrique,queﬁ,,,,,,,
91,Savoyard,savoir—,,,,,,,,,,
92,Nom—de—Non,B,Nonﬁssons,n—,non—,Toinon,chacun—,,,,,
93,m—,I,"recom—
mandé?",recom—,,,,,,,,
94,muss—,Houses,senæncieuse—,couseuses,.d,,,,,,,
95,amis—,Palais—Îloyal,Palais,Palais—Royal,Vaise,adminis—,ﬁdis—,Palais—,,,,
96,M’aimeras,m’as—tu,M’,m’,,,,,,,,
97,"AH 
 

-",AH,aH=,"AH 
 X","AH 
 
 
 X",,,,,,,
98,tiote,gigotteurs—,Frotte,,,,,,,,,
99,dﬁ,sa.—,M.—,T.—,ta.—,,,,,,,
100,"vieux ber—
ger",deuxièmemeht,Vieux,,,,,,,,,
101,.:“,.:«ﬂ,.:,,,,,,,,,
102,VOiS',paRfois,so—,Bonsoir,buis,Crois,Sois,,,,,
