cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,du Nord,so—,Nord,expli—,"F.,—.““.—",Ignore,M.—,T.—,SI,,,,
1,Clarisse,.ç'g5_ { \ ..,—,"Clarisse

Avant",n1,laisser—,masoarades,Doro—,S' ‘,Ïnarié,,,
2,Base,pe+,II,N011,calomnia—,Bas,,,,,,,
3,®,-_'4‘1,n—,III 1:5,.d,.:,,,,,,,
4,ﬁ,coup—,.*rq,Jæn*—,Faut,Écoutez,tiote,couvent Brugnon,._,couragement,coupi’,,
5,l*épidémjg,———-,N-.M,"là—"".ﬂ.«-",.,,,,,,,,
6,W,"l.

Cinq feuilles",Feuil-,réserve des furolles,"giroﬂest l.

Cinq feuilles",._-,trav aille1,,,,,,
7,Nom—de—Non,Garde—les,Ordre-de—Non,où-,débat—,état,,,,,,,
8,Mai,MAIBESSE,l«———a,démo—,Jamais,IL,l’,Mai—.,ta.—,,,,
9,"J 
 AH 
 
 
 
 J 
 
 
 
 
 AH 
 AH","AH 
 AH 
   
   
 X 
 
 
 
 AH 

206 mon",\,"J 
   
 AH 
 
 
 J 

—","AH 
 AH",ësflàz,"25

 
 AH 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 J 

—",d—,,,,,
10,.‘.:.L.,veillée,VILLAGB,gouaillant,VÎLLACE,Peut—,51,I‘::*7,brillam—,"J 
   
 
 
 J 
   
   
 

70 MON VILLAGE",——_-.—,,
11,mgr—{t,Êçnt,.:«ﬂ,L’,,,,,,,,,
12,jour—,.m‘,næûæ,n’,pour—,aUjourD’,j’,AuJourd’,débour—,,,,
13,S,Désirée,J.;.,quatre—vingts,histoire—,quatre—,Votre,,,,,,
14,ﬁancre,AH,encre—,._'d,aNcre,,,,,,,,
15,après—,Riez,".'I‘ _‘rien

”153",Ah_æmvriers,,,,,,,,,
16,boursi—,boule—,qu’,murs.-,"P.Èg""e Boux",,,,,,,,
17,Sufﬁt,cœur—,là',m’y endur—,Alger,concur—,,,,,,,
18,Çä,J‘la,l.âiïJÏ.—.,,,,,,,,,,
19,fontaine Sainte—Radegonde,Saint-,Saint—Brupçue,bâton,ainsI,Saint—Quentin,m’as—tu,Craintil‘s,ﬁllettes de Saint—,,,,
20,ména—,montagne blanche,Figurez,Cachez,b0nnet blanc,,,,,,,,
21,aVez,Relevez,"Bpse,{. _ m9il",Avez,,,,,,,,,
22,A-,Parisien,Parisiens,Paris,,,,,,,,,
23,Rose n’,.'2,gros—,lﬁrosE,41—,Lambin,"Rose,.dit",Rose,roSe1,Bose,,,
24,Auberge,".-—-

-, ..",- -,".-—-

-,",—- Tâche,oui—,,,,,,,
25,.—__-,".--,—.",.v,.--,j‘_qu’_à,Donc,c-.--,,,,,,
26,gran—,Céran,tran—,.»*'3,aix,fran—,4',,,,,,
27,Nﬁelles,—elle,journelle—,n‘elle,el,lﬁlle,l.,ﬁelle',Æmuie,‘tu,Allez,Brünelle,on.—
28,B,I,Mon pauvre ﬁoul,Sitôt,hu-,J’,Poulains,Pauvre,Îî—“Là- ÇA,,,,
29,Assis,——._,Cassiopée,,,,,,,,,,
30,Monte,trente—six,contente—,la Remy,mentevrai,contribù—,,,,,,,
31,mAman—,M{r,Manot,._—,M’aimeras,Maman,italie,dragon,IL— —,,,,
32,VOiS',Voilà,Envoie,savoir—,Mevoilà,obam—,,,,,,,
33,char—,guérir-a. _,Car—,chacun—,,,,,,,,,
34,EST-M,ﬁest—,".,",".—_.,__.4",-4_,,,,,,,,
35,Çqu',—on,Cela—,dﬁ,._.“-—4,._.-,"gr -»«_—. ._.

'-‘",,,,,,
36,.\,compren—,Comprenez,pren—,,,,,,,,,
37,Palais—Îloyal,Palais,Palais—Royal,"M,9_",Savoyard,d’,Palais—,,,,,,
38,muss—,\.'_'F“'ﬂ,morali—,CBLLIEB,Vêndœ,Mor—,,,,,,,
39,T’,125,m’,,,,,,,,,,
40,.'_‘heure,réserve de monsieur,Beur,calme—,gigotteurs—,,,,,,,,
41,recon—,Vaise,reconnais—,.:“,gr -»«_—.,"reconnais—
o.",,,,,,,
42,reve—,Venez,ressouvenez—,,,,,,,,,,
43,l—,Basstnrez,Mæsse,Basset,Bassette,"mme""",LX,,,,,,
44,Er,Le curé de,juré,,,,,,,,,,
45,"AH 
 

-","AH 
 X","AH 
 
 
 X",,,,,,,,,,
46,j‘au_t,amis—,"S
E",adminis—,ﬁdis—,,,,,,,,
47,Jean—Claude,Jean—,Jean—Glande,P‘,Jeanneton,,,,,,,,
48,ANT,MADAME,t’,D,M.ÉCriant,N,Cria,J—3—“J.,,,,,
49,ﬁ —Or,répondez,rendez—,,,,,,,,,,
50,ix,siŒotant,_,mitan,Satané,,,,,,,,
51,brava—-,brava—,,,,,,,,,,,
52,l‘a,aH=,Norine,brin,Norine s’,Devinez,,,,,,,
53,P!.=,D’,bou—,C—,ajou—,trou—,déjeu—,vou—-,,,,,
54,A;rtaban,caba—,,,,,,,,,,,
55,"z.;,_f",jusqu’,grande—,grande Jac£,grands—,tîsserand,,,,,,,
56,"ba- -
*biller ma",ler,îw- @ \,Alerte-,,,,,,,,,
57,serre1,guerre—,s«—i,AI,Pierre—Louis Gosseu,maîtresse}. Pierre,sa.—,,,,,,
58,Hommes—sans—,endi—,dandi—,Ëêü“Wwwr,l‘indi-,Armandine,indiffé—,,,,,,
59,péti—,.”sz J,.45-‘14 5 4— j.,,,,,,,,,,
60,P,SOUHAITS,épieière,"SOUHAITS

PÈRE",,,,,,,,,
61,qui%,-,"Ver—

- ”\-",V::«-4«a«A. - - ' - 4,Ver—,C— -,,,,,,,
62,etiens,.;__,Beviendront,Tiens,Viens,,,,,,,,
63,.ﬂ,hé—»—,ÎÊ-',-—_—,,,,,,,,,
64,DIT,v-,Moi—,choi—,"quoi—

qu’",moi—-,,,,,,,
65,Rime,lise,Dizy,ca,îÎdÿl{.,,,,,,,,
66,hiçgt,.n_.il_.,mêmE,M’,,,,,,,,,
67,"extraordi—
naire",sirE,mairessc,An--,Il—.,lutaire,,,,,,,
68,.__.___-,v.___—ÿr,.____,".,-___",f—_.____,,,,,,,,
69,J_.,"per audi—

- -«",per labz‘a,A,Perpétue,,,,,,,,
70,Aﬁn,appe—,s’arra—,s’ai pAs d,pe—,s’appe—,,,,,,,
71,orga—,TOut,"m1

.f_",.l,Lﬁnira,tour—,Tournez,Tour,,,,,
72,papa—,beau—,4--_,psau—,"A,“",baguénau—,au—_—,chau—,épau—,,,,
73,franciers,buis,la France,Franz‘e,dix—'—,demi—mal,demi—franc,France,,,,,
74,-—.,Füt—ce,l‘or,Ë,,,,,,,,,
75,Sortez,Le soleil,en',"pOrte s.

-;or_l_ 4 T.:",,,,,,,,,
76,c—,embar—,Bemblay,l‘embarras,,,,,,,,,
77,bague,goguenar—,bégueu—,,,,,,,,,,
78,"AH 
 
 

Gens de Morlinval","curé deMorlin—
court",à_Morlincourt,Mole,Morlinval,Morlincourt,Morlinco‘urt,,,,,,
79,Jeacquet,ques—,queussî—,afrique,ép!uché,M_ON,queﬁ,,,,,,
80,ÏÊ,F,Or‘ t“,,,,,,,,,,
81,f,pré Brugnon,répon—,non—,Toinon,,,,,,,,
82,"recom—
mandé?",Bérénice,recom—,,,,,,,,,,
83,seUl’,Houses,senæncieuse—,couseuses,,,,,,,,,
84,As,État,m—,A'1,,,,,,,,,
85,<,Bonsoir,CONSCRIPTION,"J’,F——Er",Nonﬁssons,Céret,Tachons,,,,,,
86,Saint—Brunelle,Saint-Brunelle,"cabaretière de Saint—
Brunelle",Brunelle,j-,Saint—elle,"Saint—
Brunelle",J,,,,,
87,colonne Vendôme,Donnez,Bonnets,qùelquæï,sonne—,,,,,,,,
88,- ——,s’,.va_.,4-.-.,—- —--.——...-.-,- —- Méohante,,,,,,,
89,"vieux ber—
ger",deuxièmemeht,.|.I.IDUIŒÏË,Vieux,,,,,,,,,
90,entor—,Sens,.-f.-,.1-,Sent,,,,,,,,
91,bien—,ﬂattendre,Frotte,atten—,,,,,,,,,
92,paRfois,Crois,-*m,Sois,,,,,,,,,
