cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220,elem_221,elem_222,elem_223,elem_224,elem_225,elem_226,elem_227,elem_228,elem_229,elem_230,elem_231,elem_232,elem_233,elem_234,elem_235,elem_236,elem_237,elem_238,elem_239,elem_240,elem_241,elem_242,elem_243,elem_244,elem_245,elem_246,elem_247,elem_248,elem_249,elem_250,elem_251,elem_252,elem_253,elem_254,elem_255,elem_256,elem_257,elem_258,elem_259,elem_260,elem_261,elem_262,elem_263,elem_264,elem_265,elem_266,elem_267,elem_268,elem_269,elem_270,elem_271,elem_272,elem_273,elem_274
-1,Sátiro,rel Azevedo,Bispo,Saúde,"Outu-
bro",Janota,"ORIMB DO PADRE AMARO

verde do candeeiro","CRIME DO
PADRE AMARO",Pavonio,Lisboa de Amaro Vieira,Jnspector,Atharo,pos-,"ORIME DO PADRE AMARO

caridade",Alcântara,Gonçalves,Senhora Mãe dos Homens,Filosofia,Causava,bom Deus!,Leia Gavantus,"casa da
senhora marquesa de Alegros",—,Beijo,S. Joa-,Ai,Preparou-a,"CRIME DO PADRE AMARO

boulevard da Bastilha","ORIME DO PADRE AMARO

Amaro","OCBIME DU PADRE AMARO

- Você",malícia do Tentador!,ocrimedopad,CRINF DO PADRE AMARO,"CRIME DO PADRE AMARO

mudeando",cordeiro,Repousarei,velhe,Ourém,Nosso Senhor,Vira,Tirado,Morgaditos,gozo,missanga,"braço de
Amélia",rugiu Amaro,Garriffaldi,"CRIME DO PADRE AMARGO
de Agosto",Pereira,Boa,"CRIME
DO PADRE AMARO","CRIME DO PADRE AMARO

do jantar","OJUTADEL,|",cova de Amélia,Milhares,praia da Vieira,glória do Senhor,ORIME DO PADER ANARO,Saavedra,"ORIME DO PADRE AMARO

cue te digo",Posso,Cortegaça,Vaqueira,"ORIME DO PADRE AMARO

Senhora da Boa Viagem",Couceiro,Hã,Póôr-se,Universo,Madrid,nar,Job,CRIME DO PADRU AMARO,OEIME DO PADRE,"Pimen-
tel",Provarei,"CRIME DO PADRE AMARO

Instintivamente",embasbacava,S. Vicente,"CRIME DO PADRE AMARO

siasmado","CRIME DO PADRE AMARO

alta",ORIME DO PADRÉ AMARO,Santa Catarina,bric-à-brac,LA,Simpatia,Trunfo,galinha gorda,Positivamente,"CRIME DO PADRE AMARO

rabeca",Ámen,Bairrada,Benedicat,Ofício,rua da,Baboseiras,"CRIME DO PADRE AMARO

dade de esposo","CRIME DO PADRE AMARO

Aldeola",Perguntava-lhe,Amara,peru,Proletariado,tonas,"CRIME DO PADRE AMARO

& cabeceira","Se-
nhor",Córdova,Ribamar,"ORIME DO PADRE AMARO

cal",Decerto,Santa Brígida,sotainas,Chegara,barraca,Sol do Poente,brandia,"ORIME DO PADRE AMARO

punhos",adormecida,Sobe,Vieira,Mendes,Casamento,OKIME DO,CRIME DO PADKE AMARO,"CRIME DO PADRE AMARO
Que João Cabral da Silva Maldonado
Mendonça de Gouveia",Começos da Primavera,Filistinos,mexe-te,"ORIME DO PADRE AMARO

Amélia",Convindo,Sacrificaria,ora-,Sacke-hands,Paradou,"CRIME DO PADRE AMARO

pássaros",Tremer,"cosia de
lyneta",Sé,paiire Amaro,"Coroação da
Rainha Vitória",Catecismo,Sou Amaro,Dulcineia,"ORIME DO PADRE AMARO

Lá",torre gemeu,"ORIME DO PADRE AMARO
cortininha de cassa","Santa Joana
de Aveiro","CRIME DO PADRE AMARO

lata",Abominava,insónia,Delecluze,spleen,Rabicho,meda macadamizada,Cais do Sodré,boca dum santo,"taverna do
tio Serafim",Guedes,genebra,Medicina,Engraxou,latão,"CRIME DO PADRE AMARO

mada",Moço,Atraiu-a,Ninon de Lenclos,"CRIME DO PADRE AMARO

Chamou",Baía,OEIME DO PADRE AMADO,"CRIME DO PADRE AMARO

mesa","Nossa Senhora das
Sete Chagas",Reso-,U CRIME DO PADRE AMARO,ORIMB DO PADRE AMARO,UKIME DO PADRE ANARO,"OBIME DO PALEE AMARO

Janota",Freitas,saleta da S. Joa-,"Santo Ilde-
fonso",Hotel de Ville,Santa Bárbara,Cármens,travesseirinha,"CRIME DO PADRE AMARO

Dorme",Pis,OEIME DO PADRE AMARO,Aconselhou,"CRIME -DO PADRE AMARO

Amaro",Jjado,Emagrecia,Japão,Arco do Triunfo,rouba,"CRIME DO PADRE AMARO

Da terrina","CRIME DO PADRE AMARO

Desprendeu-se",AMARHÚ,Amaró,Praça Nova,"ORIME DO PADRE AMARO

aas tlores cheirosas",Lubin,ORIMR DO PADRE AMARO,U CRIME DO PADELE,Jevaram-na,Caramba,"CRIME DO PADRE AMARO

cabo",MErgEE,"CRIME DO PADRE AMARO

da serra!","CRIME DO PADRE AMARO
Saia","CRIME DO PADRE AMARO

chibatava",Tira-mo,Haviam,Padre-Nossos,ombrozinhos,ornear,"ORIME DO PADRE AMARO

tam",Percebera,Persevere,panelinha,"CRIME DO PADRE AMARO

Dias",zas,Grandioso,"CRIME DO PADRE AMARO

trudes",Safa,"ORIME DO PADRE AMARO

Novembro...",casacão,"ORIME DO PADRE AMARO

Assunção","CRIME DO PADRE AMARO

negra",Sarmento,Madalena,Casamento de Nossa Senhora,CRIME DU PADEÉ AMARHÚ,jancla,Feirão,Vocês,Coimbra,CHRIME DO PADRE AMARO,maçãs assadas,"CRIME DO PADRE AMARO

Queria",Convenção de Berna,Fatigou,Corpus-Christi,Santo Ambrósio,dir-lim,"OEIME DO PADRE AMARO

Aconselhou",Pedroso,Expe-,ORIMEÉ DO PADRE AMAKO,"CRIME DO PADRE AMARO

de fósforos",Minuete de Mozart,Instintivamente,CRIME DO,U ORIME DO PADRE AMARO,URIME DU PADRE ANARO,córiego,Pataratas do Saldanha,Ce,CRIME DO PADRE AXARO,"CRIME DO PADRE AMARO

cinta","CRIME DO PADRE AMARO

padre",S. Pascoal Bailão,Santo Tirso,Caminhante,UKIME DO PADRE AMARO,São da Encar-,Maltês,Raposo,OERIME DO PADRE AMARO,Natureza,Amelia-,Ki,pé da Praça,CRIME DÓ PADEE,Contempias,Lully,Calas-te,Virgens,Cavalgadura
0,KXV,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Nêo,4O,t,Í,F,“,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,LS,Fé,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,!,És,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Chut,Chum-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Snr,snr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Dá-ihe,Ih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Bêbeda,Bêbedas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"LA
FAUTE",fauteuil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
