cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,Luretia,Lucretia,Loretto,Lueretia,,,,,,,,,
1,Venice,Munich,Phoenix,Mexico,,,,,,,,,
2,Studcaster,Study,Lancaster,,,,,,,,,,
3,Kingdom,King,The Kingdom of France,Kissing,Moorish kingdom,the United Kingdom,,,,,,,
4,Field,Belgium,Yielding,Oriel,field11,,,,,,,,
5,Saxon,Say,Saxony,,,,,,,,,,
6,Coldness,Regent,Colleges,Egypt,Cottage,Co.,,,,,,,
7,Taper,Opera,Apei,Persia,,,,,,,,,
8,Throne,Phryne,Lazaroni,Byron,,,,,,,,,
9,Embassy,Ambassa-,Cambridge,MR,,,,,,,,,
10,Slough,Louis Qua-,Borough,,,,,,,,,,
11,Italy,Pitt,tinualy,Southern Italy,Mauritania,Neapolitan,,,,,,,
12,Lancashire,Berkshire,Hertfordshire,Leicestershire,Yorkshire,Blankshire,,,,,,,
13,Cellars,Hellingsley,Iellingsley,Wellesley,Helingsley,,,,,,,,
14,woodland,Midland,midland,Laid,the Holy Land,Highland,midland county,Roxalana,Monkey Island,,,,
15,Watteau,Moffatt,Waterloo,Gazette,,,,,,,,,
16,Nile,Vile,,,,,,,,,,,
17,Ermengarde,Aldermen,Derby,Scarlet Gardens,,,,,,,,,
18,Hippocrates,Phillippics,Philip,,,,,,,,,,
19,Coningsby,Coningsby ta,Coningsbyl,,,,,,,,,,
20,Varter,Sparta,Charta,earth,Spain,Parliamentasy,Froissart,,,,,,
21,Bacchantes,Canterbury,Monte,Sacha,accent-,,,,,,,,
22,Arlington Street,Downing Street,Wellington,Berlin,,,,,,,,,
23,Prison,Pah1,paris,Pagan,Paradise,Carriage,Park,Valparaiso,Parish,Paris,,,
24,Sidonia,Mental Sidonia,Monsieur Sidonia's,Sidonias,Bigonia,Naples Sidonia,Monsieur Sidonia,iSidonia,Si,,,,
25,Shabbyton,Melton,Seaton,Sea,"to0,000",Wotton,,,,,,,
26,Westmoreland,Ireland,ireland,Poland,,,,,,,,,
27,Hall,Whitehall,white bait,,,,,,,,,,
28,the Persian Empire,the Venetian Republic,the Republic of Paris,Venetian Republic,,,,,,,,,
29,Barcelona,London,Colonies,Richmond,Babylon,Clarendon,Iobson,,,,,,
30,Irish Secretaryship,Ladyship,Friendship,,,,,,,,,,
31,Liverpool,Benumanoir,Hansard,Hanover,Anon,Sovereigns,Lawgiver,,,,,,
32,Walpole,Alps,Realm,,,,,,,,,,
33,Wimbledon,Limb,Blenheim,Toledo,,,,,,,,,
34,ENgland,Scotland,England l'',England,england,Rossendale,,,,,,,
35,wi,Sedgwick,Swine,Uwins,,,,,,,,,
36,tin2,inn,China,Spinoza,Infirmary,INto,,,,,,,
37,Torquamada,Madame B. de R-d,Aquatics,Marquess,,,,,,,,,
38,brook,Pembroke,BOoK VIII,,,,,,,,,,
39,Daring,Everingham,Birmingham,Nottingham,,,,,,,,,
40,absent2,the San Absent,"the San
Bent",the Spanish Peninsula,,,,,,,,,
41,DRESDEN,Mademoiselle Flora,Desert,Maidenhead,Nebuchadnezzar,Hades,,,,,,,
42,Duchess,Manchester,Germany,Manhood,the Manchester Guide,,,,,,,,
43,NEW GENERAL0N.,Jew,New General-,,,,,,,,,,
44,Heroes,here3,Jeremiads,here2,adore2,,,,,,,,
45,"St. Genevievel
coNINGSBY",St. Gone-,St. Genevieve,St. Genevievel,Geneva,Vienna,,,,,,,
46,St. James's,St. James',St. James,Nemesis,,,,,,,,,
47,Jamaica,Notice Africa,Africa,America,,,,,,,,,
48,Author,Monmouth,South,Thou,,,,,,,,,
49,the Rue Tronchet,the Lock Pool,"the Rue
le Revolt",,,,,,,,,,
50,Athens,Tamworth,Thebes,North,Northern,the Northern Sea,Inferno,Northamptonshire,,,,,
51,Sydney,Silver Sydney,Silver,INjury Sydney,,,,,,,,,
52,invite2,Providence,the United State,the United Provinces,,,,,,,,,
53,the green mountains,Greece,the green district,the British Isles,,,,,,,,,
54,Windsor rang,Windsor,"Windsor
Park",,,,,,,,,,
55,Rigbyites,Rigby,Brighton,,,,,,,,,,
56,Principle,Naples,Temple,,,,,,,,,,
57,Melbourne,Luxembourg,,,,,,,,,,,
58,Ferdinand,Ministry,Hindostan,Grand,France,Arrange,Grand Cairo,Strand,Frankfurt,Strand Coffee-,Mediterranean,Trautsmandorff,Astrachan
