cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,Berkshire,Blankshire,Hertfordshire,Berlin,Yorkshire,Leicestershire,Irish Secretaryship,,,,,,
1,Africa,America,Cambridge,Tamerlane,Mexico,Jamaica,Notice Africa,,,,,,
2,here2,Jeremiads,Realm,adore2,Heroes,Sovereigns,here3,,,,,,
3,Seaton,Melton,Shabbyton,Sea,"L 2
22",Palmerston,"to0,000",Wotton,,,,,
4,St. John,oL. J.,St. John's,St.,St. Mary's,St. Paul,,,,,,,
5,Luretia,Mauritania,Loretto,Lueretia,Poets,Lucretia,,,,,,,
6,Ermengarde,Aldermen,Scarlet Gardens,Hansard,Derby,,,,,,,,
7,Downing Street,Greece,Arlington Street,Ministry,,,,,,,,,
8,Pembroke,brook,MR,BOoK VIII,Rome,,,,,,,,
9,Hippocrates,Philip,Ladyship,Phillippics,,,,,,,,,
10,Milbanks,MILLBANK,"Walked
Millbank",Milbank,Millbank,Millbankites,,,,,,,
11,Jerusalem,Russia,us,Isthmus,Brennus,Sussex,Austria,,,,,,
12,East,Newcastle,Castle,Studcaster,Caucasus,,,,,,,,
13,Willesden,Brazils,Ill,dishabille,Millions,Mill,Salt HIll,"Salt
Hill",,,,,
14,tinualy,Aquatics,tin2,Palestine,Italy,,,,,,,,
15,Oxford,Bradford,Darlford,,,,,,,,,,
16,Chudleigh,Christchurch,Christian-,Sacha,China,,,,,,,,
17,inn,Counting,Kingdom,King,Moorish kingdom,INto,Daring,The Kingdom of France,Kissing,Spinoza,,,
18,Alps,Walpole,Liverpool,Wavelets,,,,,,,,,
19,Lancashire,Scotland,Ireland,Westmoreland,Roxalana,ireland,Benumanoir,Cellars,the Holy Land,,,,
20,Westminster,Esq,West,Wesleyans,Western Europe,Estates,Study,West India,,,,,
21,Slough,Borough,Luxembourg,Melbourne,,,,,,,,,
22,Torquamada,Marquess,Mademoiselle Flora,Madame B. de R-d,Louis Qua-,,,,,,,,
23,Coldness,Naples,Colonies,Colleges,Co.,Cottage,Egypt,,,,,,
24,accent-,Regent,Frenchwomen,DRESDEN,Friendship,Phoenix,Frenchmen,,,,,,
25,Temple,Vile,Villebeeque,Nile,Seville,,,,,,,,
26,Coningsby,Coningsby ta,Coningsbyl,,,,,,,,,,
27,Rossendale,england,England l'',England,Highland,ENgland,Monkey Island,Poland,,,,,
28,Iellingsley,Wellesley,Hellingsley,Wellington,Helingsley,,,,,,,,
29,Europe,St. Petersburg,Edinburgh,Augsburg,Canterbury,"St.
Petersburg",,,,,,,
30,the Rue Tronchet,the County of -,the County Chronicle,Munich,Throne,,,,,,,,
31,Saxon,Say,Saxony,,,,,,,,,,
32,the United State,the United Kingdom,Providence,Principle,the United Provinces,invite2,,,,,,,
33,Waterloo,Pitt,Watteau,Moffatt,Gazette,,,,,,,,
34,Opera,Taper,Apei,Neapolitan,Persia,,,,,,,,
35,white bait,Hall,Whitehall,,,,,,,,,,
36,Midland,midland county,woodland,midland,Laid,,,,,,,,
37,the British Isles,Carriage,Froissart,Parish,Park,Pagan,Arabia,Pah1,Paradise,Paris,Prison,Valparaiso,paris
38,St. James's,St. James',St. James,,,,,,,,,,
39,the green mountains,Athens,"the San
Bent",absent2,the San Absent,the Spanish Peninsula,the Moslems Arabs,,,,,,
40,Geneva,St. Gone-,"St. Genevievel
coNINGSBY",St. Genevieve,St. Genevievel,Vienna,,,,,,,
41,Learning,Leontium,Learnt,"Barn
von H-t",,,,,,,,,
42,Hanover,Inferno,Tamworth,North,the Northern Sea,Desert,Northamptonshire,Northern,,,,,
43,Lancaster,Bacchantes,Duchess,Manhood,Germany,the Manchester Guide,Maidenhead,Manchester,,,,,
44,field11,Oriel,Yielding,Belgium,Field,,,,,,,,
45,Charta,earth,Spain,Varter,Parliamentasy,Sparta,,,,,,,
46,the Persian Empire,Hyde Park Place,the Lock Pool,the Lower Park,the Upper Park,"the Upper
Park",,,,,,,
47,Embassy,Ambassa-,,,,,,,,,,,
48,Silver,INjury Sydney,Sydney,Lawgiver,Silver Sydney,,,,,,,,
49,Nottingham,Infirmary,tnnbibia,Birmingham,Everingham,,,,,,,,
50,Sedgwick,Toledo,Limb,Blenheim,Wimbledon,,,,,,,,
51,Rigbyites,Brighton,Rigby,,,,,,,,,,
52,Trautsmandorff,Mediterranean,Grand Cairo,Grand,Astrachan,Strand Coffee-,Ferdinand,France,Arrange,Strand,Hindostan,Lyndhurst,Frankfurt
53,Club,Culloden,Lucca,Lucullus,,,,,,,,,
54,Windsor rang,"Windsor
Park",Swine,Uwins,Windsor,wi,,,,,,,
55,Iobson,Anon,Clarendon,Babylon,Barcelona,Byron,Monte,Richmond,London,,,,
56,Nemesis,Hades,Dame,this Cuabinet of Medio-,Nuneham,Thebes,Amersham,Thames,,,,,
57,Monmouth,Author,Thou,Southern Italy,South,,,,,,,,
58,the green district,Venice,Venetian Republic,"the Rue
le Revolt",the Republic of Paris,the Venetian Republic,,,,,,,
59,Monsieur Sidonia,Bigonia,Naples Sidonia,iSidonia,Lazaroni,Mental Sidonia,Monsieur Sidonia's,Si,Sidonias,Sidonia,,,
60,NEW GENERAL0N.,Jew,Nebuchadnezzar,Phryne,New General-,,,,,,,,
