cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220,elem_221,elem_222,elem_223,elem_224,elem_225,elem_226,elem_227,elem_228,elem_229,elem_230,elem_231,elem_232,elem_233,elem_234,elem_235,elem_236,elem_237,elem_238,elem_239,elem_240,elem_241,elem_242,elem_243,elem_244,elem_245,elem_246,elem_247,elem_248,elem_249,elem_250,elem_251,elem_252,elem_253,elem_254,elem_255,elem_256,elem_257,elem_258,elem_259,elem_260,elem_261,elem_262,elem_263,elem_264,elem_265,elem_266,elem_267,elem_268,elem_269,elem_270,elem_271,elem_272,elem_273,elem_274,elem_275,elem_276,elem_277,elem_278,elem_279,elem_280,elem_281,elem_282,elem_283,elem_284,elem_285,elem_286
-1,Constantinople,k.,Separes,jurisconsulle,rue de Valois,Californie,Blackstone,Pense,Cygne de la Croix,Iarchander,Iu reussiras,Bancaires,collge de Sens,ILaromiguire,tamise,LinUCCATIN,Intelligence,con nette,Charivari,circulezl,lip-froid,Creton,Mince,Brie,llosnette,quai Saint-Bernard,Autorit,Bouttevilain,nI0ISIlLiII,Papal,As-tu cent,rue Transnonain,Monsei-,Dsualtevnisation,Hosnelte,rs,attroupemenlts,nole,Emball,l3,Parlotte,dcembre,chillonnires,Tomes,Attendais-tu ton hidalgo,ami.n,Saint-Franois,-  Tapecz,Trocadro,esperance,"cafe170
L EDUCAT10N SENTIMENTALE
Agneaux",confusemcnt,Flambard,Parisien,A 1M,Lyon,Grange-Batelire,tC',fayence,MIis,lLoris,Fr4lerie,Chambord,rue de l'Empereur,salle-des-Istes,rena de,Toutle,Alpes,L'E,Sait-gErvais,Flabart,pont d'Arcole,rue Duphot,"Societe houille de Sant-et-
Loire",eulemet,Saint-Marceau,Picardie,pont de la Boucherie,.::,lchira,Quitter,pont de Charenton,Empoigne,c0,bouleversa,causaienl,carbonaro,Laval,pauvrejeune,la Republique,chtaigners,Freres-Siamois,chbevre,gne du menage,Le Vicaire,inonle,Corbeil,ain,depute,Onleur,Ilesperides,Lamoricire,Franks,narguil,At,Nogent-sur-Seine,rue Caumartin,Bureaux,Luxe-,bois de caf,bour de basque,Gilet,"naTI0N sENTIMENTALE
-  Allons",rue de Marbeuf,voleurslon,bDe,seine claire,commissaire-rieur continuait.5006  L' naTI0N sENTIMENTALE,rue Drouot,Prenez gardel,huil,Anjou,Chantilly,sala l3onne-Nou-,musee de Versailles,rue des e Mondes,crmonie,cygne,rue Descartes,Sourdun,barrirc,MIme,belges,cenltuple,Sene--,Chhteauroux,S EN1MENTI.E,Voyez,rue de l'Arcade,Dessau-,Vanneroy,A Elbeuf,baionnetles,farades regulibres des maisons,Fond,lEurope,mademoiselle,Taisez,Misericorde,loyaut,Aspremont,rue des Francs-Bourgeois-Saint-,CAT10N CENTIME,la Saint-Barthelemy,Pere-Lachaise,Brea,Lextravagance,"doute?n
-  Pas du tout l elle est honnete",nomeny,"lille Com-
ain",-  Trente-sept,rue de Chabrol,fort honnete,Philosophie,Agneaux,soltises,la Renaissance,Cr e',claira,Boulot,fastilieuse,poele,rue Saint-Victor,seuil du boudoir,seuil de la lorette,Leloir,inegalemecnt,Bourse,rue du Bac,Ft,Montpensier,Francois I,peine2,bostonniens,y-A,Social,langoureux,ayeec,rue de Breda,Letonnemnent,poussibere,vee h Paris,Chatelet,Senegal,Corrompu,Ellemontadedans,richards,largenterie,unc,Dictionnaires,"yUCAT10N SENTIMENTALE
a357
Lattention de Fred6ric",Desde,sinthe,Venise,Chilly,retirez,Bordure,Iratevnite,re,SENTIMENTS L E,Long-clocher,aNtony,Propriete,Oury,rue Saint-Hyacinthe,eA,mero pueblo del mundo,candelabres,Mont-Saint-Michel,Caussidiere,c0te de Chilly,"cafe170
L",conita,Marmotte,Longjumeau,rue Dauphine,Troyes,"tic-tac de la
cellule",Pardon,Morelly,Partout,pResque france,"Sainte-
Chapelle",Neuilly,mer de la Sagesse,vengeance;-,Fit,Fond de carrire,Empire cree pair de fRance,meurs?n,liiIrencc,rue Saint-llonore,Saintonge,Chile,luI0tel-de-Ville,Neuves,prolites-cn,tombereitx,Fouquier-Tinville,Croix-Housse,mens,-  Maintenant,Rosa-,volaille,Bouquet-,Rond-Point,-  Salut,Algerie,Nitienne,lEDUC TI0N,tapissires,porte du cafe Anglais,Palerme,accoudes,march aux Fleurs,Catherine,Bac,Champagne,Sphinx,Lamennais,"Tui-
lerins",serrure,collge,TI0N,Pidoux,ILes,se260,BIef,Fleurus,rd,Etle,M. Dumbrcuse,sENIIMI EN1AILE,tine,Parly,llosaneltte,Deviens
0,G,H,I72,E,A6,n,b,W,P,l,i5,I,t3,D,e,I85,xL,-,O,J',A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,.L,.l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,S,22I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A59,A52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E35,I35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,b6-,d6-,l6-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,a20,Iu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,a.-,".,'.-","T,'",s':'.t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,t0t. n,t0t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
