cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
0.0,Ler,clerg,Clerc,ler,Palerme,,,,,,,,,,,,,,,,,,
1.0,"rue
Saint-Martin",Porte-Saint-Martin,rue Saint-Martin,faubourg Saint-Martin,porte Saint-Martin,Saint-Marceau,,,,,,,,,,,,,,,,,
2.0,lavie,Avide,Lavocat,Savigny,Laval,,,,,,,,,,,,,,,,,,
3.0,crivit,Privilge,Crivent,,,,,,,,,,,,,,,,,,,,
4.0,Suisse,Suissesse,connaissez?n,,,,,,,,,,,,,,,,,,,,
5.0,lorette:-,Rosette,"Notre-Dame de
Lorette",laigrette,gourette,cEtte,deplorer,seuil de la lorette,,,,,,,,,,,,,,,
6.0,Percepteur,Recepteur,Prcepteur,percut,,,,,,,,,,,,,,,,,,,
7.0,Fois,chaquefois,oIs,Lez-ois lite,,,,,,,,,,,,,,,,,,,
8.0,Iussonnet,baionnetles,Hussonne,fort honnete,-  Personnel,Frisonne,Iussonnct,Hussonnet,,,,,,,,,,,,,,,
9.0,Democratie,mocratie,La Democratie,,,,,,,,,,,,,,,,,,,,
10.0,Voil,Voila,VOil,Voili,Pouvoir,,,,,,,,,,,,,,,,,,
11.0,fiacre,sacree,crepe,nacre,,,,,,,,,,,,,,,,,,,
12.0,Zi mono,Monopole,Saumon,,,,,,,,,,,,,,,,,,,,
13.0,Frayeur,elfraya,ayeec,effray,,,,,,,,,,,,,,,,,,,
14.0,coles,Coles,nole,cole peut-tre,,,,,,,,,,,,,,,,,,,
15.0,-  Ah,-  A,"n
- Ah",,,,,,,,,,,,,,,,,,,,
16.0,".,s-i'",Madrid,Trocadro,madras,,,,,,,,,,,,,,,,,,,
17.0,Lheure,l'Heure,serrure,Heures,,,,,,,,,,,,,,,,,,,
18.0,suischagrin,chagrin?n,,,,,,,,,,,,,,,,,,,,,
19.0,mens,fensive,Pense,recemmenf,attroupemenlts,nomeny,Rubens,,,,,,,,,,,,,,,,
20.0,Aisance,Faisant,la Renaissance,,,,,,,,,,,,,,,,,,,,
21.0,lachete,Tache,as achete,,,,,,,,,,,,,,,,,,,,
22.0,caf,"cafe170
L",,,,,,,,,,,,,,,,,,,,,
23.0,Gauloises,soltises,Eglises,Gaulois,,,,,,,,,,,,,,,,,,,
24.0,Peuple,cenltuple,ple,"v-
peuR",,,,,,,,,,,,,,,,,,,
25.0,sailles,Milles,Canaille,volaille,musee de Versailles,Versailles,gilles,,,,,,,,,,,,,,,,
26.0,Ecoutez,Ecoutez-,,,,,,,,,,,,,,,,,,,,,
27.0,Palais-Royal,"Palais-
Royal",palais-loyal,Palais,galais,,,,,,,,,,,,,,,,,,
28.0,Marthe,Ile Marthe,Parthenon,,,,,,,,,,,,,,,,,,,,
29.0,thbeses,reese,,,,,,,,,,,,,,,,,,,,,
30.0,santerre,glcterre,tecte,La terre,Angleterre,gutierrez,,,,,,,,,,,,,,,,,
31.0,du Nord,ligne du Nord,Nord,,,,,,,,,,,,,,,,,,,,
32.0,Revo-,revolta,reverbresL,devon,,,,,,,,,,,,,,,,,,,
33.0,Carrousel,"place du
Carrousel",Andalouse,place du Carrousel,Carousel,,,,,,,,,,,,,,,,,,
34.0,-  Mois,-  Moi,Freres-Siamois,,,,,,,,,,,,,,,,,,,,
35.0,".,:ak---",t:::---,k--,,,,,,,,,,,,,,,,,,,,
36.0,rultrapa,trafne,sault,Papal,Culte-,,,,,,,,,,,,,,,,,,
37.0,DuCATI0N,DUcATI0N,EcATI0N,TI0N,,,,,,,,,,,,,,,,,,,
38.0,Ton,Creton,aNtony,-  Sortons,Letonnemnent,elton,Blackstone,,,,,,,,,,,,,,,,
39.0,mediocre,Samedi,diocre,,,,,,,,,,,,,,,,,,,,
40.0,Bologne,POlogne,pologne,la Pologne,la pologne,Pologne,,,,,,,,,,,,,,,,,
41.0,Pere-Lachaise,operer,Lacham-,,,,,,,,,,,,,,,,,,,,
42.0,Jouffroy,passage Jouffroy,soufFle,,,,,,,,,,,,,,,,,,,,
43.0,Art industriel;,Art industriel,,,,,,,,,,,,,,,,,,,,,
44.0,Dunod,Sourdun,,,,,,,,,,,,,,,,,,,,,
45.0,pre Oudry,Oudry,pre Roque,,,,,,,,,,,,,,,,,,,,
46.0,Pondre,rpondre,repondre,Londres,Flandres,Phedre,,,,,,,,,,,,,,,,,
47.0,duro,rue Tronche,e Tronche,rue Transnonain,,,,,,,,,,,,,,,,,,,
48.0,Pont-Neuf,le Pont-Neuf,A Elbeuf,,,,,,,,,,,,,,,,,,,,
49.0,Amerique,Amerique du Sud,l'Amerique,camelias,,,,,,,,,,,,,,,,,,,
50.0,Algerie,ger,gErard,Auger,gere,,,,,,,,,,,,,,,,,,
51.0,rompre,Comprenez,Corrompu,,,,,,,,,,,,,,,,,,,,
52.0,Voulez,circulezl,- Voulez,vOulez-Vus,,,,,,,,,,,,,,,,,,,
53.0,Saint-Valery,Saint-,Saint-Franois,chapelle Saint-Satur-,Saint-Paul,Int,rue des Francs-Bourgeois-Saint-,Saint-Pre,Saint-Thomas,Saint-Cloud,Saint-Antoine,quai Saint-Bernard,Saint-Honor6,Saint-Louis,la Saint-Barthelemy,Saint-Germain,"Saint-Satur-
nin",Saint-Nicolas,Saintonge,Mont-Saint-Michel,Saint-Roch,,
54.0,la Cardeuse,la Boardeuse,,,,,,,,,,,,,,,,,,,,,
55.0,l'Assem0lee,Classements,passee,glee,Brasseur,,,,,,,,,,,,,,,,,,
56.0,au-,"au-
res","au-
Tes",Au-,Dessau-,,,,,,,,,,,,,,,,,,
57.0,O0orleans,Orleans,,,,,,,,,,,,,,,,,,,,,
58.0,Naples,Exemples,Temple,,,,,,,,,,,,,,,,,,,,
59.0,PUis,.Puis,buis,Puisquon,,,,,,,,,,,,,,,,,,,
60.0,Frederic,Deric,Fr6eric,rwanda Frederic,Gericault,Misericorde,Fr6deric,Fr4deric,,,,,,,,,,,,,,,
61.0,Sngal,Bengale,,,,,,,,,,,,,,,,,,,,,
62.0,toi,"dortoir,18
L' i",toil,Toi,cida,,,,,,,,,,,,,,,,,,
