cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
0,du Nord,Nord,ligne du Nord,,,,,,,,,,,,,,,,,,,
1,d6bordes  o,Borde-,Bordelais,Bordelaise,II',Bordure,Bordeaux,,,,,,,,,,,,,,,
2,ILE,ILe,Ilesperides,Gilet,lile,ILes curiosit de382,lIle,Chile,Cile,Cecile,ILes,sENIIMI EN1AILE,,,,,,,,,,
3,ger,gErard,gere,l108,r6diger,Auger,cida,,,,,,,,,,,,,,,
4,Boulevard,bouleversa,boulevards des Gobelins,"boulevard sen
lait vide",boulevard de luI0pital,"boulevard des
capucines",,,,,,,,,,,,,,,,
5,Faire,Bancaires,quai Voltaire,Le Vicaire,claira,lisaire,proletaire,Montataire,Cessaires,,,,,,,,,,,,,
6,Turque,Lesurques,faenza,turquie,po,Iu,Parquet,,,,,,,,,,,,,,,
7,Hosanette,Rosannette,Ilosanette,osanette,kRosannette,Rosanette,Iosanette,llosaneltte,,,,,,,,,,,,,,
8,bois de Boulogne,dCcbarque  Boulogne,bois de caf,bour de basque,Boulogne,l,bois de Bologne,,,,,,,,,,,,,,,
9,Chinois,Fnlo,Bobino,Bains-Chinois,I',,,,,,,,,,,,,,,,,
10,Capitale,scne,la Capitale,Capitaine,,,,,,,,,,,,,,,,,,
11,Pradier,fier,Prado,,,,,,,,,,,,,,,,,,,
12,z:::::cc-,z:::c,t:::---,c::ccc,c::::::t,Ec::::':-,,,,,,,,,,,,,,,,
13,Frayeur,s00,effray,d6-,elfraya,ayeec,,,,,,,,,,,,,,,,
14,madras,Trocadro,cn,fum,Ft,Madrid,,,,,,,,,,,,,,,,
15,gard,Gardes,Ou-,La0ard,Regardez,Prenez gardel,".,'.-",Gare,,,,,,,,,,,,,,
16,IIL,.::,IIl,Pur,YVIIle,J',th6eo-,,,,,,,,,,,,,,,
17,Pologne,la Pologne,H,m-,pologne,la pologne,Bologne,POlogne,,,,,,,,,,,,,,
18,Suisse,suischagrin,chagrin?n,se260,,,,,,,,,,,,,,,,,,
19,-  A,-  Ah,"n
- Ah",,,,,,,,,,,,,,,,,,,
20,ncessit6,vessie,seSsion,Cessite reserve,,,,,,,,,,,,,,,,,,
21,Dupont,pont d'Arcole,Ponts,ont1,pont Royal,,,,,,,,,,,,,,,,,
22,Fort,rue belfort,Rumfort,Fortelle,rue Rumfort,fort honnete,,,,,,,,,,,,,,,,
23,Rosanetle,Rosanetlte,Alpes,baionnetles,D,IL,llosanetle,Rosa-,Etle,,,,,,,,,,,,,
24,"port
Maillot","porte
Maillot",W,Nimporte,,,,,,,,,,,,,,,,,,
25,Moulin-Rouge,"Chevalier
de Maison-rouge",Peaux-Rouges,e,,,,,,,,,,,,,,,,,,
26,Sainte-Pelage,le Sainte-Pelage,"Sainte-
Chapelle",Cmu,,,,,,,,,,,,,,,,,,
27,cule lIalbout,aout,Bouttevilain,Toutle,debout li-bus,noy6es,"doute?n
-  Pas du tout l elle est honnete",lout,,,,,,,,,,,,,,
28,nI0ISIlLiII,Larsillois,IIIII,,,,,,,,,,,,,,,,,,,
29,efface-toi,tais-toil,Live-toi,Vive,,,,,,,,,,,,,,,,,,
30,Art industriel;,Et1,E,Art industriel,,,,,,,,,,,,,,,,,,
31,Versailles,.;;te,musee de Versailles,sailles,,,,,,,,,,,,,,,,,,
