cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0.0,Gésirer,Lire,Faire,Lemaire,surgirent.de,l'Empire,,,,,,
1.0,Vaucotte,Vauds,Crott,,,,,,,,,
2.0,Verneuil,rêver,hameau de Verneuil,Fans,,,,,,,,
3.0,Étre,étremoral,Étretat,,,,,,,,,
4.0,haron,Le.baron,,,,,,,,,,
5.0,EtJeannes’,Jeanné,,,,,,,,,,
6.0,uand,Hollande,tanda’,iand,,,,,,,,
7.0,Capitaine,La plaine,U— Plus,la Seine,la Jampe,,,,,,,
8.0,Couillon,uillon,taillis dépouillés,,,,,,,,,
9.0,Paulet,Poulet,Voulez,souleva,piéds;. Poulet,,,,,,,
10.0,calmé,caleçon,calme-toi,,,,,,,,,
11.0,Tolbiac,bé Tolbiac,pau,Bolbec,,,,,,,,
12.0,artit,Lest.partout,,,,,,,,,,
13.0,terre,perret,s’exalter,quiéter,Angleterre,,,,,,,
14.0,entemps,itemps,emps,,,,,,,,,
15.0,heuressans,Lheure,Ieures,Eure,heurta,Impureté,,,,,,
16.0,Océan jusqu’,qu’,Océan,jusqu’,squ,,,,,,,
17.0,Providence,Provence,Florence,pides,,,,,,,,
18.0,Vrillette,Gette,Vrilleite,,,,,,,,,
19.0,anca,s‘blancs.-,Encaissée,,,,,,,,,
20.0,"hôtel de

Normandie",sen,Hôtel de Normandie,Côte,,,,,,,,
21.0,Jardin,aipardonna,Sonna,,,,,,,,,
22.0,t Rosalie,Rosalie,,,,,,,,,,
23.0,Barbes,Jambes,barôn,Bastia,,,,,,,,
24.0,Midi,près-midi,,,,,,,,,,
25.0,Voyez,Fuyez,,,,,,,,,,
26.0,Vouset,jous-r’,lsblouse,,,,,,,,,
27.0,"ruis-

HU seau",Suisse,buis,Roi-Louis,Leperthuis,t-luis,,,,,,
28.0,bois bruni,Autrefois,Quelquefois,Croquerat,bosquet,,,,,,,
29.0,etle,Etle,,,,,,,,,,
30.0,Folle,olle,Rollebosc,Bassolle,,,,,,,,
31.0,jeta,Jet,,,,,,,,,,
32.0,maison,"Tue
oo Mais ta mère n’",aimais,Lison,,,,,,,,
33.0,Étouvent,"couvent

de Versailles",venirs,trouves-tu,,,,,,,,
34.0,Normandie,Normand,Normande,,,,,,,,,
35.0,-de-Ganache,Ganache,vert-de-gris,,,,,,,,,
36.0,Damas,Mâdame,Mädame,Notre-Dame du Gros-Ventre,Pyrame,,,,,,,
37.0,Île s’,le soleil,soleil,eleis,Le soleil,,,,,,,
38.0,noblésse,Lés,,,,,,,,,,
39.0,s’assoupir,s’as-,,,,,,,,,,
40.0,Batte-,Batteviile,Batteville,,,,,,,,,
41.0,Chambre-aux-Demoiselles,fille;Elle,Ellesse,Elle,"|

- Elle",Ellé,Éternelle,moiselle de la Roche-Aubert,tonnelle,javelle,Puiselle,Elle-s’
42.0,Mornes,alaternes,"el
morne",,,,,,,,,
43.0,Sitôt,Tassit,,,,,,,,,,
44.0,éotnme,Fr bornme,,,,,,,,,,
45.0,Penples,Péuples,Naples,,,,,,,,,
46.0,Amérique,Afrique,L'Amérique,l'Afrique,,,,,,,,
47.0,Évisa,m'’aimer,mer par-dessus,mer invisible,"HE 3

La mer immobile",mer r bleu À,,,,,,
48.0,Rue,Paris,reparue,,,,,,,,,
49.0,Coutelier,Coup,Comptez,Écoutez,,,,,,,,
50.0,eval,"air
du Val",valetsen,Val,val,dévala,val d’Ota,val d'Ota,,,,
51.0,lJulién,Jülien,supplie,Julien,wlien,,,,,,,
52.0,ajones,Madeleines,Romäines,Athènes,rome,ine,,,,,,
53.0,Yport,| Yport,,,,,,,,,,
54.0,crois,Trois-Mares,"Co |

Dè rares",,,,,,,,,
55.0,LH nuit,Cuitaux,,,,,,,,,,
56.0,P'Angle-,changée,champagne,Enchaînée,,,,,,,,
57.0,pays qu’,pays de Caux,"pays de
L tout parsemée",,,,,,,,,
58.0,Livourne,el hourrue,ournée,Four,Dour,Four-,Coursil,Bourse,Pourriez-,,,
59.0,sais,sais-tu,Sais-tu,,,,,,,,,
60.0,naie,serrure,sernaiñes,,,,,,,,,
61.0,LAS,Las,Lastique,,,,,,,,,
62.0,Ilsne,ner son amazone,amazone,ner,,,,,,,,
63.0,blaient,Bientôt,Oriental,Impatienté,Tiens,,,,,,,
64.0,Apôtres,Londres,Sèvres,ILON,,,,,,,,
65.0,Mignonne,mignonne,,,,,,,,,,
66.0,Fer,ôrmes,ferme d’Életot,,,,,,,,,
67.0,t-la Corse,La Corse,Corse,,,,,,,,,
68.0,Avez,Savez,,,,,,,,,,
69.0,Sou-,dain,Soudain,hümains,,,,,,,,
70.0,la France,sance,franchit,France,L{ran,,,,,,,
71.0,e Havre,rue du Havre,du Havre,le Havre,1 Havre,collège du Havre,au Havre,,,,,
72.0,riseville,Surprise,Varneville,Brisseville,Briseville,Brise-,,,,,,
73.0,sesavoir,Bonsoir,Voix,,,,,,,,,
74.0,"bouche
erté",Gouche,,,,,,,,,,
75.0,au-,Madère,rémonie,mon-beau-frère,ieau,,,,,,,
76.0,halées,ublée,gônflée,mélée,,,,,,,,
77.0,d'Italie,Italie,,,,,,,,,,
78.0,la manche,Corniche,Sachez,pôche,cher,,,,,,,
79.0,ucune,Pas de lune,lune,,,,,,,,,
80.0,cntra,ler,Ellerentrait,entru,,,,,,,,
81.0,Chicorées,Évaporée,Ltorturée,,,,,,,,,
82.0,Niolo,ogne,"col
fl",cognac,Cologne,Cigogne,,,,,,
83.0,mont Riboudet,Tongs,Pontet,tont,,,,,,,,
84.0,Faven-,seulavec,àvec,,,,,,,,,
85.0,"Rue

Dès",rue du Sauvage,"rue
Sauvage",vallon sauvage d'Ota,,,,,,,,
86.0,caoutchoues,Rouen,,,,,,,,,,
87.0,Fe di,golfe de Sagone,,,,,,,,,,
88.0,Ils’,phare de Fécamp,Camp,Fécamp,,,,,,,,
89.0,Dentu,s’'augmentent,"Er
Etlentement",,,,,,,,,
90.0,Sace,Sacristi,Sacré-Cœur,,,,,,,,,
91.0,Sainte-Hélène,Saint-Léonard,,,,,,,,,,
92.0,Remontée,Reminil,trembier,,,,,,,,,
93.0,Lise,Palais-Royal,alaise,Laisse-,,,,,,,,
94.0,Jeinne,éanne,Jéanne,nne,,,,,,,,
95.0,Allemagne,alluma,alle,,,,,,,,,
96.0,Réponds,Répondez,sapins,,,,,,,,,
97.0,sson,ongeur,Songe,,,,,,,,,
98.0,Picot,bécota,estan,tricotani,,,,,,,,
99.0,Flle,lle,élle,,,,,,,,,
100.0,"ba-
ron","sa-
ns",,,,,,,,,,
101.0,Quittez-le,mariez-les,Mèlez-,moi,apportez-les-moi,,,,,,,
102.0,terre de Barville,Beuzeville,gare de Beuzeville,,,,,,,,,
103.0,Là-haut,"| |

Hauts",,,,,,,,,,
104.0,Tai,Était-,,,,,,,,,,
105.0,Fourville,Goder-,Courville,Barville,Goderville,,,,,,,
106.0,surfabeno,ren,s’'enfoncer,dénonca,cütrenoncé,,,,,,,
107.0,Île,Blesséos,Les,Îles,,,,,,,,
108.0,meuse,dormeuse,"Écu-
meuse",honteuse,,,,,,,,
109.0,Méditerranée,la-Méditerranée,,,,,,,,,,
110.0,jura,"courant d' air
du porche",rs-,Ajaccio,rs-accourait,,,,,,,
111.0,Chine,Chinoiïs,,,,,,,,,,
112.0,lign,Fection,Religion,,,,,,,,,
113.0,Cri-,rivige,Ilécrivit,,,,,,,,,
114.0,Piana,Cany,Cana,,,,,,,,,
115.0,obséquieux,deuxijouts,M'sieu,Hieux,,,,,,,,
116.0,utou,poür,toujoürs,,,,,,,,,
117.0,Gilberte,A comtesse,Alber-,comtesse Gilberte,,,,,,,,
118.0,Lisan,crispé,Crisange,,,,,,,,,
119.0,Ileutmème,Ile,Iles s’,Iles,,,,,,,,
