text,cluster
ll.lVlÈla-E,0
Œ,0
BELLE ll.lVlÈla-E,0
T‘>u,0
Nord,1
JàJ,1
ignor—,1
"'

Nord",1
ord1es,1
du Nord,1
:>,1
.,1
merisier,2
s’exprimer,2
garnier,2
aguerrie,2
Merci,2
Me1si,2
mer 51,2
cap Rosier,2
d’Or,3
d’,3
Hameau d’Or,3
Ê-1,3
Rainèau- d’Or,3
Paris,4
Sri,4
Parlez,4
tv;—_«,4
Parpillé,4
disparu—,4
Parvenu,4
nuancés de gris,4
pç,4
Martyrisez,4
Particularité,4
appara—,4
par-,4
parcourir,4
Loris,4
Parisien,4
aimais,5
1'tf,5
J ai,5
sais,5
deuimaitns,5
Maisâtez,5
Ail,5
Bais,5
mais‘avais des ordres,5
Ouais,5
mawkawis,5
aimez—,5
j‘ai,5
satisfait—,5
Maigre,5
faix,5
J'ai,5
vot1e,6
not1e,6
Î1,6
Vot1e,6
ÎV,6
êt1è,6
Votre,6
pè1e,6
L1V-,7
v-,7
L1v,7
L1V—,7
ÏÆÉä,7
Québec,8
Québec permet—,8
per10quet blanc,8
Grigny,9
baron de Grigny,9
Grognon,9
Gr1gny,9
Joignez,9
Carignan,9
Grigny qu’,9
eﬁenti—,10
senti—,10
conti—,10
Gation,10
ﬂcon,10
consi—,10
bâti—,10
convi—,10
Anticorps,10
Continuez,10
Con-,10
Frontières,10
"ile
Anticorps",10
monticule artiﬁciel,10
",t",10
enèté,11
Accidenté,11
faci—,11
accol—,11
Cc,11
æ,11
Providence,11
Occident,11
ter1et,12
tete,12
Créateur,12
Tels,12
Totem,12
l08,12
sousﬂeter,12
cette1nde,12
téte,12
Halte,12
Hésites-,12
Cette,12
Ë-,12
Slïüîﬁte‘ﬂ.,12
Tes,12
Rameau-d'Or,13
Rameau-,13
a1r‘étantRameau-d Or,13
Rameau-d’Or,13
Amel,13
Dame,13
Hameau,13
Rameau- d‘01,13
verai,14
Biver,14
ÏœWÀ,14
diversifi',14
bivouaquerai,14
ve1rai,14
temporaire—,14
a‘travers,14
abuserai,14
",.vv",15
gvvm,15
"vv—""v",15
.v,15
fort n’,16
4 N’,16
fort Rupert,16
fort honnêtes,16
eﬁ”ort suprême,16
É confortable,16
exag—;pérée,17
exag—,17
.‘Ç,18
.‘.0,18
.‘_.,18
.‘Ïbmwﬁëz‘w‘ï,18
.‘ﬂ,18
connais—,19
nais—,19
conna—,19
obéis—,19
avaitdonnée,19
venaisou,19
J’ ai l’honneu1,19
le1‘ais—jelà—ball répondit,19
reconnaissez—,19
Fameuse,20
meuse,20
aﬁ‘reuse,20
Furieuse,20
me’,20
seño1,20
Gueusard,20
Exeusezunoi,20
Ilmmgcuse,20
joyeuse—,20
me',20
Pâles,21
Les,21
Les Mois,21
vôles,21
De1sa1les,21
Ï sues,21
Drôles,21
"leé voile
de nuages",21
LES,21
Fatalement‘t,22
généralement—,22
énigme—,22
générale,22
Jérusalem,22
remet—,22
solennellementà,22
Cordialement,22
chasse—,23
Michaelébé,23
É chasseur,23
chaude—,23
chasse1,23
désintéresse—,23
S,23
chas—,23
haussa,23
cap du Chat,23
Asseyez,23
s’asseyant,23
lejeune,24
Jeune,24
Lejeune,24
—je,24
et’,25
elïet,25
reﬂet,25
t’,25
Wÿ—J—mmw—w,26
wÿ,26
F”’ŒTËMW,26
"Vîüg

LA E ELLE",27
LA 13 E LE,27
Vîüg,27
BEL L E ltl V !,27
fici,28
Nick,28
Sicile,28
ici?-,28
Nos_lectricien,28
Or,29
New—York,29
Formé,29
mort”qui,29
Ë1borlooé,29
ﬁ,29
for1êt,29
Corne-bœuf !,29
Orléans,29
horizon—,29
Algonquins,30
—- Monsieur,30
l‘émonie,30
mons,30
Montréal,30
Remonterons,30
—- Voyons,30
monsæur,30
d’l1 a1monie,30
Î,30
cons—,30
cap des Monts-Pelés,30
Saut de Montmorency,30
monäan,30
Montm1e.noy,30
Lûä,30
Filons,30
niv1Èn.n,31
dèsho—,31
apr1ès,31
apr1,31
Apr1ès,31
ÿclar11ère,31
ænﬂa««,32
Marigots,32
Anse-aux-Marigots,32
Anse-aux-,32
Anse—aux-Marigots,32
L:.se-,32
Saint- Laurent,33
Saint—Laurent,33
Saint-Lau1ent,33
Saint-Laurent,33
-L,33
Saint-,33
entre—,33
M,33
"-

—",34
"- ï

—",34
".—""——-_—< >- —",34
"-

—- Compagnons",34
"<

—",34
- - -,34
",- i",34
"}

—",34
guer-,35
justiﬁer,35
ﬁer,35
signiﬁer,35
ﬁerté,35
conﬁer,35
Mæ;ﬁe,35
Ar1ivées,36
Arrivés,36
ii _ Arrivés,36
Arrivés la,36
———-:--—.-—-,37
z.'y.—-vr——.--‘—,37
w———————«——-,37
—— J‘ai,37
—— Nou,37
—— Non,37
v—.———V-,37
F—çv————Duæe_a,37
35,38
q.,38
L’,38
"‘

XX
L’",38
cl’,38
<,38
l’,38
L’ON,38
Laissez-,39
Laisse,39
Puisses,39
rissaient,39
laisse1,39
établisse—,39
seuil de la maisonnette,39
ﬁnesse,39
Obésuisse,39
Anglais,39
Où,39
s’aﬁ'aissa,39
\'lais,39
lai',39
Venise,39
fé1ce,40
France,40
Franchement,40
créances,40
"puis—
sance",40
roi de France,40
la France,40
Emp‘avez,41
savez—,41
Avez,41
Savez,41
avez—,41
Trève,41
Venez,41
entréavec,41
aves,41
Sauvez-le,41
Singuliére,42
Singuliers,42
G’,42
"singulier1,ﬁt",42
"pasa‘1""lume1",43
salue1,43
salu—,43
Be1ge1,43
ZN,43
r—ﬁ—r—N,44
r—ﬁ—r,44
admir—,44
Grand—Esprit,45
Ingrat,45
Grand,45
gr,45
grand—,45
brandir,45
Grand-Esprit,45
.'ç,46
.'1,46
atten—,47
attendez—,47
Attendons,47
baton—,47
cepen—,47
latepelt,47
Beviendrez,48
Pendre,48
Rendez,48
scapulaire,48
Penserez,48
apprendrez,48
f,48
Londres,48
Apprenez,48
Reprmlucﬁon în!credit_,48
Ogre,48
R1VÊRE,48
Prends,48
l‘ont,49
"Risque—
l‘ont",49
l‘on,49
®,49
moi,50
Moi,50
Joie,50
DOIT].,50
suivezmoi,50
Eh,51
.l,51
.L,51
AL.—\,52
mali,52
Malleval,52
alluma,52
Va,52
lasalle,52
sv,52
Maleval,52
mala—,52
Allez,52
12,53
Ÿ,53
impro—,53
impr—,53
impor—,53
aupr—,53
impos—,53
impla—,53
encod1e,54
ent1e,54
M.— de Jeumont11e,54
ent1tien,54
"r',enc0t1e",54
mont1e1e indienne,54
tient1a,54
Ent1e,54
cont1ai1e,54
t1,54
sont1e,54
en1e,54
pres—,55
ques—,55
expres—,55
lettres—,55
"lèvres,—",55
Reproduction,55
empresse—,55
Pre3que,55
m’,56
J e m’,56
- —- Tout ce qui te touche m’,56
conﬁance,57
Conﬁance,57
"conna—
rescence",57
conﬁtences,57
Pouvez-,58
bourre,58
devenantpourpre,58
Pour,58
court—,58
pour—,58
