cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0.0,Cœur-Loyal,Cœur Loyal,Le Cœur-Loyal,,,,,,,,,,
1.0,Voilà,avoirune,le Voir,Voitnrèan—12,convoiiîse,,,,,,,,
2.0,GRANDS CHEFS,Grand Chef des Aueas,Grande,grand’peine,,,,,,,,,
3.0,Américains,ainsi—,Américaine,Américaines,Mericains,,,,,,,,
4.0,volez,role,mole,lez,,,,,,,,,
5.0,senorîta,Nord,senora,Mocksens,senorita,,,,,,,,
6.0,prome—,Rome,emme—,,,,,,,,,,
7.0,Confédération,confédéra—,,,,,,,,,,,
8.0,vigoureuse—-,vigoureuse—,breuse,,,,,,,,,,
9.0,surpas—,suré,pasto,Pas,,,,,,,,,
10.0,Tête d’Aigle,Tête d’Aigle 21 no Eusébio,"Tête
d’Aigle",Tête d’ Aigle,Tête,piste de la Tête d’Aigle,Tête d'Aigle,La Tête d’Aigle,,,,,
11.0,espa—,ESpa—,espè—,,,,,,,,,,
12.0,occupons—,occupa—,,,,,,,,,,,
13.0,Miracle,Syracuse,stacles,,,,,,,,,,
14.0,"II

LE JUGEMENT",Vivement,juge—,,,,,,,,,,
15.0,vieuxichef indien,Indien,l‘Inde,indif—,Indiens indé—,L’Indien,Indiennes,indienne,indispen—,Indiens,A l’indienne,,
16.0,prodi—,prodigué—,,,,,,,,,,,
17.0,nonchalammcnt,nonchalam—,,,,,,,,,,,
18.0,Mexi—,Mexico,cathédrale de Mexico,Mexique,,,,,,,,,
19.0,Gambusinos,Cousin,Gambusîno,gambusinos,,,,,,,,,
20.0,celavaut,épouvaute,"Cœur
Laval",,,,,,,,,,
21.0,l’Europe,l'Europe,Europe,,,,,,,,,,
22.0,Bermudez,murmu—,Siberle,,,,,,,,,,
23.0,répon—,Répondez,dépo—,,,,,,,,,,
24.0,innom—,Linnée,,,,,,,,,,,
25.0,Coup—,coup—,soup—,Coupﬁance,,,,,,,,,
26.0,pauv—,l'pauv—,Sauvée,,,,,,,,,,
27.0,jeun,s;.jeunes,Jeunes,mornes,,,,,,,,,
28.0,inquié—,acquiesce—,Quisis,,,,,,,,,,
29.0,Trois,Frauçoisl,Suedois,Sois,,,,,,,,,
30.0,États,État,États-Unis,États Barbaresques,,,,,,,,,
31.0,aveu—,Eu—,malheu—,lieu—,audacieu—,,,,,,,,
32.0,Cesse,Essayez,ressen—,empresse—,excessive—,,,,,,,,
33.0,Assiniboz‘ns,Assis,Mississipi,Giboto,,,,,,,,,
34.0,feuil—,Aguilar,bouil—,la feuillée,,,,,,,,,
35.0,Rio Gila,Bio Gila,,,,,,,,,,,
36.0,beau—,Monté,BEAUMONT-AUSSI,Russie,,,,,,,,,
37.0,répbn—,répu—,,,,,,,,,,,
38.0,Peaux Rouges,rivière Rouge,,,,,,,,,,,
39.0,Bafaël jusqu’,Bafaël,jusqu’,Rafaël,,,,,,,,,
40.0,Guadeloupe,Guaymas,piste des jaguars,,,,,,,,,,
41.0,négli—,Oli—,civili—,,,,,,,,,,
42.0,égra—,libéra—,fera—,tempéra—,glléra1,néral,,,,,,,
43.0,l-8,l-8.........,L-8,,,,,,,,,,
44.0,ha.—,sa.—,,,,,,,,,,,
45.0,"lejuez de
letras",letras,juez,,,,,,,,,,
46.0,Ouaktehuo,Ouaktehno,,,,,,,,,,,
47.0,mar—,couar—,Marlene,débar—,martyri—,,,,,,,,
48.0,Oula,s’écoula,Coulon,Voulu,,,,,,,,,
49.0,maître—,re—,tisfaît,mer Notre,êtrE,,,,,,,,
50.0,mélanco—,Co—,mélan—,,,,,,,,,,
51.0,quel—-,quel—,réel—,ques,Quels,,,,,,,,
52.0,vingt—,quatre—vingts,,,,,,,,,,,
53.0,éven—,repen—,Ken—,Venue,aven—,,,,,,,,
54.0,ventre—,vEntre’,entraîne—,contre—,,,,,,,,,
55.0,impla—,Simplement,la—,,,,,,,,,,
56.0,l. forêt,arrêta—,arrê—,Arrêtez,,,,,,,,,
57.0,Avez,sauvez—,avez,,,,,,,,,,
