cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7
0.0,Vois,Voie,,,,,,
1.0,Laisse,valais,,,,,,
2.0,pée,cupées,,,,,,
3.0,soudan,sou,Mudamè,,,,,
4.0,Voyez,Payez-les-moi,croyez,,,,,
5.0,Suisse,Suisse-le done faire,suisse,,,,,
6.0,mademoiselle,Mesdemoiselles,moselle,,,,,
7.0,ferme des Ormeaux,kermesse,tairie des Ormeaux,mâtériaux,Ormeaux,,,
8.0,Sylvan,Sylvain,,,,,,
9.0,los vendre,Flandre,vendange,Los,,,,
10.0,hôpital de Bourges,Bourges,,,,,,
11.0,Louiso,buis,Oui,,,,,
12.0,Isauro,endureît,Isaure,,,,,
13.0,maine,Île capitaine,"se-
maine",,,,,
14.0,aimais-tu,aimais,Avez,Sais-tu,,,,
15.0,Nannotte,Jouanno,défrotter,,,,,
16.0,Tréchaufferie,réchauff,,,,,,
17.0,"char-

- gée du ménage",ar-,charrue,,,,,
18.0,Sainte-Solange,sainte-Solange,Sainte-So-,Solange,,,,
19.0,Entends-tu,Attends,Es-tu,,,,,
20.0,église n’,la Grise,Crise,Paris,la somme,Savez,,
21.0,MERE,Merci,blämer,,,,,
22.0,Jeune,"jeuné

—",,,,,,
23.0,"au-
tres",Pares,au-,entreéla,veux-tu dtre.ma,,,
24.0,choirs,le japon,"PETITE JEANNE

LE DEVOIR",petite Jeanne,Petite Jeanne,,,
25.0,crois-tu,Crois,Crois-tu,Is-,,,,
26.0,serbie,SERVIR,SERVICE,,,,,
27.0,Grand,Grand Bail,chand,Jusserand,Durand,,,
28.0,Cinquante,n'’ôtais,Nantaise,nankin,,,,
29.0,la France,de France,france,fran,,,,
30.0,En Bretagne,Bretagne,,,,,,
31.0,Blanche,sempêcher,Menuet,Cher,cher,Achetez,"département du
Cher",
32.0,Berrÿ,Berry,,,,,,
33.0,tout.—C',sère-le tout,provins,le-profit -de la vigne tout,porte de la eure,,,
34.0,Écoutez,lincou,mülin,,,,,
35.0,lâle,bâle,,,,,,
36.0,Inourables d'Issoudun,Issoudun,,,,,,
37.0,Îsauve,Mapauvrefille,vivreé,,,,,
38.0,Borderie,lingerie,Péonnerie,ner,,,,
39.0,Saint-Jean,Saint-Pierre,"Saint-
Jean",sainte,,,,
40.0,Roches,So-,Hautes-,broc,Hautes-Roches,Ri-haut,,
41.0,Coupez,occupez,,,,,,
42.0,TROISIÈME PARTIR,PARTIE,QUATRIÈNE PARTIR,,,,,
43.0,meitras,Embrasse,,,,,,
44.0,Sois,Lois,J loin,,,,,
45.0,Conviens,Tiens,Combien,miens,,,,
46.0,"Grand-
Bail","Chétif-
Bail",Grand-Bail,Grand-Bal,Grand-Bai,,,
47.0,grenier;-car Jeanne,champ de Jeanne,Jeantié,JEANNE VEUVE,JEANNE,Jeanno,"ai

Jeanne",Joanne
48.0,Gathorino,meprie,printétps,,,,,
49.0,Péinertiel,veines,Jo-,"Jo-
séphine",porto,,,
50.0,Jugez,beurrée,euré,rougeur,heurèse,,,
51.0,Monge,Allons,monsieur,,,,,
52.0,vienne,"93

Senne",Apprenez,rennes,,,,
53.0,Aidez,n'’aidait,,,,,,
54.0,"Pierres-
Folles",Tixier,Pierres-,,,,,
55.0,Annette,Mettez,Ettu,Nanette,,,,
56.0,Regardez,nir,garniront,,,,,
57.0,maman,Maman,,,,,,
58.0,lune,brune,,,,,,
