cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,Hautes-Roches,Roches,Pompes,Hautes-,broc,Ri-haut,,,,,,,
1,Pas,e’,meitras,Astu,,,,,,,,,
2,MERE,Merci,forez,vivreé,blämer,,,,,,,,
3,Grand Bail,Grand-Bail,"Chétif-
Bail","Grand-
Bail",Grand-Bal,Grand-Bai,,,,,,,
4,L’,I,Combien,Bi,BI,serbie,,,,,,,
5,ferme des Ormeaux,Ormeaux,s’,Estimez,kermesse,tairie des Ormeaux,M,,,,,,
6,aimais,aimais-tu,valais,maine,Nantaise,n'’ôtais,n'’aidait,Aidez,"se-
maine",,,,
7,"PETITE JEANNE

LE DEVOIR",Petite Jeanne,porte de la eure,sère-le tout,le-profit -de la vigne tout,a6,petite Jeanne,Île capitaine,le japon,,,,
8,Jeune,Je,lune,"jeuné

—",brune,,,,,,,,
9,Siû,TROISIÈME PARTIR,PARTIE,porto,S,QUATRIÈNE PARTIR,,,,,,,
10,JEANNE,JEANNE VEUVE,Jeanno,grenier;-car Jeanne,J1,Jouanno,Joanne,"ai

Jeanne",Jeantié,champ de Jeanne,,,
11,au-,"au-
tres",mâtériaux,,,,,,,,,,
12,Îà,Savez,Où,Îsauve,Avez,,,,,,,,
13,+,A,chand,Durand,jy,Grand,endureît,Flandre,Jusserand,Jo-,,,
14,suisse,Suisse,Suisse-le done faire,Embrasse,Laisse,,,,,,,,
15,j’,rige,ge,Jugez,vendange,Monge,Ca,"char-

- gée du ménage",,,,,
16,garniront,|,Regardez,nir,@t,ar-,,,,,,,
17,euré,Lécœur,beurrée,cüré,monsieur,heurèse,rougeur,Prévôt,,,,,
18,AL,hôpital de Bourges,Bourges,,,,,,,,,,
19,Es-tu,Crois,Sais-tu,Crois-tu,Entends-tu,s09,crois-tu,,,,,,
20,Coupez,Écoutez,occupez,,,,,,,,,,
21,juil,IL,Ü,Mapauvrefille,E,,,,,,,,
22,cupées,pée,,,,,,,,,,,
23,Vatan,Sylvan,Sylvain,,,,,,,,,,
24,rioux,So-,soudan,tout.—C',pou,Inourables d'Issoudun,Louiso,sou,la somme,ct,Oui,Issoudun,
25,Voulez,Voyez,croyez,Payez-les-moi,,,,,,,,,
26,Berrÿ,Saint-Pierre,Berry,Pierres-,"Pierres-
Folles",,,,,,,,
27,los vendre,Lo,José-,Los,Allons,,,,,,,,
28,Cher,F,"département du
Cher",Achetez,choirs,Blanche,cher,sempêcher,,,,,
29,Menuet,En Bretagne,Bretagne,,,,,,,,,,
30,Margue-,Maman,maman,Mudamè,veux-tu dtre.ma,,,,,,,,
31,Isauro,Is-,Lois,Crise,église n’,jamüis,la Grise,buis,Isaure,Is,Paris,Vois,Sois
32,moselle,mademoiselle,Mesdemoiselles,,,,,,,,,,
33,meprie,Péinertiel,Borderie,Péonnerie,ner,lingerie,,,,,,,
34,J loin,lincou,veines,Gathorino,printétps,"Jo-
séphine",In,provins,mülin,nankin,,,
35,sainte,Cinquante,Sainte-So-,sainte-Solange,Solange,Sainte-Solange,"Saint-
Jean",Saint-Jean,,,,,
36,"93

Senne",vienne,Apprenez,entreéla,rennes,Pares,,,,,,,
37,SERVICE,SERVIR,SL,,,,,,,,,,
38,éle,ler,lâle,bâle,Ïl,,,,,,,,
39,fran,la France,de France,Afrique,qu’,france,,,,,,,
40,Ettu,défrotter,tôte,Mettez,Nanette,Annette,Nannotte,Attends,,,,,
41,Tréchaufferie,Kh,réchauff,charrue,,,,,,,,,
42,Voie,Conviens,miens,Tixier,Tiens,,,,,,,,
43,Ê,,,,,,,,,,,,
