cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
0.0,imprevue,Impuret,Vues,Comprendre,,,,,,,,,,,,
1.0,Laisse,Laisse-,laissantvide,Palais-Royal,Laissait,Anglais,Encaisser,Vaisselle,,,,,,,,
2.0,premiere,Mie,,,,,,,,,,,,,,
3.0,entre-.-,le-I,Inntre,Notre-Dame du Gros-Ventre,Rentrons,,,,,,,,,,,
4.0,Rales,ral6e,nale,,,,,,,,,,,,,
5.0,accoutumee,Coutelier,Ajaccio,,,,,,,,,,,,,
6.0,Napoleonl,Leopold-,Saint-Leonard,,,,,,,,,,,,,
7.0,Rouen,mont Roudet,Laroute,,,,,,,,,,,,,
8.0,Cen',en',,,,,,,,,,,,,,
9.0,murmure:4Ditesdsnc,namur,Jeannemurmura,Dit,,,,,,,,,,,,
10.0,Enne,Vienne,nne,enne,EtIEnne,"LA
Vienne",,,,,,,,,,
11.0,L nant,Ant,dinant,Venant,,,,,,,,,,,,
12.0,Varneville,Watteville.29,Yontivilliers,Brisseville,Rriseville,Batteville,ouville,gare de Beuzeville,Villette,deBriseville,Libreville,,,,,
13.0,Lllesentit,"n
Lllesentit",Ressentit,sen,Cargese,Llle,,,,,,,,,,
14.0,guyane,M. de Brisbane,gane,,,,,,,,,,,,,
15.0,jura,auraitbesoin,Aucunbesoin,Ilaurait,"besoin.n
Llle",,,,,,,,,,,
16.0,ai eu froid,"ai

ii",sarroi,,,,,,,,,,,,,
17.0,Lor,Lorsquon,,,,,,,,,,,,,,
18.0,Parfois,enlaceesparfois,parois,,,,,,,,,,,,,
19.0,SOir,Bonsoiro,soiree,,,,,,,,,,,,,
20.0,Autrot,Lectro,Lautre,Crott,trot,,,,,,,,,,,
21.0,Cigogne,pogne,besogne,Cologne,,,,,,,,,,,,
22.0,Lhiver,vert-de-gris,delivery,,,,,,,,,,,,,
23.0,Darriere,la carriere,Darriere blanche,arras,,,,,,,,,,,,
24.0,Lejeune,lejeune,,,,,,,,,,,,,,
25.0,seve,severe,,,,,,,,,,,,,,
26.0,Pyrame,Madame.on,hameau de,,,,,,,,,,,,,
27.0,yeu,Yeux,,,,,,,,,,,,,,
28.0,ettout,Touraine,toutou,toul,,,,,,,,,,,,
29.0,L'Ocean,l'Ocean,,,,,,,,,,,,,,
30.0,"au-
T
L
214
UNE vIE
tour de cette chair",au-,"1I
t
L'",,,,,,,,,,,,,
31.0,pOulet,Voulez,paule,Poulet,,,,,,,,,,,,
32.0,NE YIE,yIE,rai-LNE VE,,,,,,,,,,,,,
33.0,Tolbiac,Bolbec,"abb
Tolbiae",,,,,,,,,,,,,
34.0,Quittez-le,mariez-les,Pourriez-,,,,,,,,,,,,,
35.0,Appartenait,Tait,nes-tu satisfaite7,Traitait,Cotait,Battait,,,,,,,,,,
36.0,sie,asie,,,,,,,,,,,,,,
37.0,heuressans,IQans,eure,,,,,,,,,,,,,
38.0,bIentot,Uiente,"Ave-ou bientot
ter cst enfant",Bientot,Oriental,Tot,,,,,,,,,,
39.0,Cri-,bete crispee,bete,,,,,,,,,,,,,
40.0,Lh-bas,la-bas,,,,,,,,,,,,,,
41.0,nOuirent,l'Empire,lemire,Desire,lemaire-e,E.sembla,,,,,,,,,,
42.0,"bar-
ribery","ba-
ron",ar-,Barbes,,,,,,,,,,,,
43.0,Providence,Provence,,,,,,,,,,,,,,
44.0,maman,Flamands,demanda:-,Rebonds,Damas,,,,,,,,,,,
45.0,Ap0tres,Litres,extreme,Mettre,verdatresau,"L
atre",,,,,,,,,,
46.0,"so
III",Iiie,Iii:.i,,,,,,,,,,,,,
47.0,Voil,Voie,Vois-tu,,,,,,,,,,,,,
48.0,Etretat,Eretat,Etat,Eretry,,,,,,,,,,,,
49.0,savanceer,vinge milo francs,france,franais,France,,,,,,,,,,,
50.0,chateau,hate,teat,,,,,,,,,,,,,
51.0,tomb6,tombo,,,,,,,,,,,,,,
52.0,nola,roninlanoligue,,,,,,,,,,,,,,
53.0,Cepteur,Harfleur,deurope,Lopez,,,,,,,,,,,,
54.0,Angleterre,atterres,ns  terre,serrure,perret,,,,,,,,,,,
55.0,leuse,meuse,honteuse,Yauseotte,,,,,,,,,,,,
56.0,Permette-moi Mdmea,cettelarve,deelara,Cettepauvre,hotel,,,,,,,,,,,
57.0,luNE,hune,lunit,lune,Pas de lune,,,,,,,,,,,
58.0,Paris,Paris 7 A,paris,tris6,,,,,,,,,,,,
59.0,Omme,Lhomme,lanmme,,,,,,,,,,,,,
60.0,marmiton,Mars,Trois-Mares,,,,,,,,,,,,,
61.0,Fecamp,F6camp,phare de Fecamp,,,,,,,,,,,,,
62.0,blouie,ROi-Louis,Roi-Louis,,,,,,,,,,,,,
63.0,Havre,au Havre,du Havre,le Havre,rue du Havre,,,,,,,,,,,
64.0,bosquet,sa`casquette,que',Quelquefois,-  Querepondras-tu,,,,,,,,,,,
65.0,Val,val,,,,,,,,,,,,,,
66.0,Allons,troit vallon,lons,mellon,allongeaitjusqu,,,,,,,,,,,
67.0,Ilet,Ile,mobile,,,,,,,,,,,,,
68.0,hargne,gne,resignee,champagne,,,,,,,,,,,,
69.0,auxeglises,lEglise,Lise,Leglise,,,,,,,,,,,,
70.0,Brise-,SesCiSea,pise,Pis,,,,,,,,,,,,
71.0,Athenes,HLELY,Maleleines,Romaines,la Seine,Mals,,,,,,,,,,
72.0,Aa here,cher,cherie,cherbourg,,,,,,,,,,,,
73.0,Tiens,tiede,tiedes,,,,,,,,,,,,,
74.0,Apres,presbytere,apres,Aprs,,,,,,,,,,,,
