cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
0,bois de hoyer,de Saxe,wo  boi.28,Bois,Bois de Boulogne,A6,Voyez,A335,,,,,,
1,htel,ar-,Teloise,l'Oise,Oise,num0ns,oisivet,,,,,,,
2,manche,A8,Grece,Manuscrits,ca,la manche,franche,lche,,,,,,
3,pAris,grace,attrist6e,A Paris,Paris,,,,,,,,,
4,Lucile,frileux,au-,Leurs-,,,,,,,,,,
5,gauchement,Serves,Singulierement,Comment,sentimentale,Boheme,,,,,,,,
6,v6nerable,lunes bleues,lune,i-.LA,,,,,,,,,,
7,tenay,FOntenay,mademoiselle de Fontenay,fontenay,-  Maintenant,Fontenay,piece,"ESPRANG
Madame de Fontenay",,,,,,
8,Geneve,Agrigente,Gens,A,,,,,,,,,,
9,l'Espagne,EsPAGNE,Espagne,Allemagne,,,,,,,,,,
10,Marsan,Eugene Marsan,LI,L---,"E
S",,,,,,,,,
11,- D6cide,decidee,Il1,J6-,,,,,,,,,,
12,Obstine,chine,Dauphine,maine,Latin,,,,,,,,,
13,Louvre,du Louvre,du morne,Berlin,,,,,,,,,,
14,Marseillaise,Suisse,Laisse,Anglais,clair6,Passe,,,,,,,,
15,savoie,cruaut,Egypte,Gypte,Compte d'une Societe,,,,,,,,,
16,Les20,t4  LA,meles,Naples,Sales,,,,,,,,,
17,Michelet,poele,Noel,vecu,y-,poele troit,telegruphie,A3,,,,,,
18,Clichy,accabl6e,A92,T3,volupt,,,,,,,,,
19,Terme,Parme,,,,,,,,,,,,
20,Alsace,treizieme annee,extreme,Lausanne,e1SeS,,,,,,,,,
21,soire,Soie,Sois,G:;avan,,,,,,,,,,
22,N0UYELLE ESPERANCE,N0UYELLE ESPERANCE 11,forceLA N0OUBLI ESPERANCE 79,N0UYELLE ESPERANCB,N0IUYELLB,N0UYELLE EsPRANCE 57,N0UYELLE,,,,,,,
23,perse,ecoliers,Anatolie,Pierre,colere,A30,,,,,,,,
24,.--.310,1-,,,,,,,,,,,,
25,Assise,auSsi,massif de myosotis,reuni,Messine,,,,,,,,,
26,lagonie,wagon,Wagon,,,,,,,,,,,
27,- Nais,aimais,posees,Jamais,etais,,,,,,,,,
28,Saint-Cloud,A55,Corinthe,,,,,,,,,,,
29,cherie,deput,lErie,Ferney,Mont-Valerie,,,,,,,,,
30,Hollande,sondepart,Partez,Son,vde,amiti6,Indes,,,,,,,
31,Is,Etat,,,,,,,,,,,,
32,nobiliaire.6,Jerome,rome,Rome,,,,,,,,,,
33,Vosges,z.,cIT',,,,,,,,,,,
34,Ia2,N0PUBLIE,Joubliais,mediocre,troublejusqu',,,,,,,,,
35,Seville,Versailles,Lhiver,,,,,,,,,,,
36,N,S,port6,,,,,,,,,,,
37,chteau,beaut,,,,,,,,,,,,
38,Moindre,mer d'Aow,mer d'Henri,A Henri,,,,,,,,,,
39,le230,lesarbres,reseda,resume,fresnes,Rozel,,,,,,,,
40,jardin des Vosges,paules des cannes,bruni,,,,,,,,,,,
41,Nb6us,N0QUELLE,Relle,Celle-l,I0RIELLE,N0tUELLE,ELle,E,A07,"pas,,.elle",N0ELLE,"N0ELLE E9PRANCB
Elle",vis-a-vis d'elle,N0eLLE
42,deUrope,G-.--,A chemine,Asie Mineure,Asie Mineure  Rien,,,,,,,,,
43,sillonnaient282,Tabieh Mauri,Fabien,"chambre
deshabituee",Subie,a7,,,,,,,,
44,La France,france,ESPIiRANCE,ESPfiRANCL,ERRANCE,Sincere,ESPEnRANCE,de France,N0VEILL E8RANCE,iran,H,BSPfnRANC,,
45,v0US,II,A9,,,,,,,,,,,
46,A38,oi,Anzin,lez,,,,,,,,,,
47,N0ivILLE ESPERANCE,LA NoUVELLE ESPERANCIE,N0NOUVELLE ESPERANCE,ESPERANCB 87,N0UVELLE ESPiRANCE 87,N0UVELLE EsPERANCE,LA N0NOUVELLE ESPERANCE,"N0UVELLE EsPRANCE
Son existence reprenait",lA NOUVELLE ESPERANCE 8B5,N0UVELLE ESPfR ANCE,N0ELLE EsPERANCE,N0UVELLlL ESPERANCB,N0UVBLLB,LA NOUvELLE ESPERANCE 2871
48,I,"rue Jean-
Bart","rue madame
Fortier",,,,,,,,,,,
49,ceLA,cela',elan,,,,,,,,,,,
50,ILA NOELLIE,uniLAT,"II

LILA",VILA,ILA,,,,,,,,,
51,reprenez-la,reponse,Grenade,cahors,,,,,,,,,,
52,tete college,tete,",,",bete,tetu,,,,,,,,,
53,NOYELLE ESEnRANCB,N0tUTELLE EsSPEnRANCE,N0JUILLET ESPfEnRANCE,I0RIELLE ESPfEnRANCE,,,,,,,,,,
54,Rouen,garou,A1,retrouveront,,,,,,,,,,
55,colombes,Tombe,Wurtemberg,,,,,,,,,,,
56,NoUvILLB,I.A NOUvELLE,etincelnt elLA N0UVELLE,",- Nou","T
L
LA N0NOUVELLE",M0UVELLE,N0UVELLE,"NOUVELLE TENdANCE
- Moi",NoUVELLE,N0NoUVELLE,LA N0NOUVEL,,,
57,lItalie,d'Italie,J',Italie,gardon,,,,,,,,,
58,Somone,crmonie,,,,,,,,,,,,
59,oeiL,N0UYEILILE,la252,soleil,,,,,,,,,,
60,Dominique,Quelquefois,Quelque,Paques,,,,,,,,,,
61,NOUVELLE FRANCE O1,NOUVELLE E8FRANCE,NOUVELLE FRANCE,College de France,N0VELLE FRANCE,,,,,,,,,
62,Courbe,Touraine,Pour-,Tournon,"LLL

L

I


LI",tourmentait170,N0,tournon,,,,,,
63,apre,UN,precis,aequies-,Apre,,,,,,,,,
64,attirAit,C'6tait,avaitvecu,souffrait',,,,,,,,,,
65,loranger,Flore,Florence,,,,,,,,,,,
66,ANCI,Etonnante,ESPEnANCB,Nancy,,,,,,,,,,
67,Mossoul,boules-de-neige,paule,,,,,,,,,,,
68,Aow,Curieuse,creuse,religieuses.7,,,,,,,,,,
69,Amont,Cest,- Montez,bonte,Remonter,Quittez,,,,,,,,
70,"II
I","II
H
I","II
I
LA",,,,,,,,,,,
71,barcarolle,caf,Nulle,tulle,allegee,,,,,,,,,
72,Bovary,"la
Seine bleue",verveine acidul,la Seine,seit,Seine,,,,,,,,
73,N0VELL,velle,N0VELLE,LA NO0VELLE,NO0VELLE,,,,,,,,,
74,endure,chateau des Bordures,Gravures,Suresnes,Cordoue,Bordures,,,,,,,,
75,inegal,Eiyse,Bengale,regal,,,,,,,,,,
76,Ier0me,Tyrol,Il0me,Je0me,Jr0me,h Ier0me,R0me,J6r0me,,,,,,
77,rue de l'Ancienne-Pomedie,comdienne,Vienne,,,,,,,,,,,
78,gne,Pologne,feuillage du Luxembourg,Luxembourg,"cri,-",Bourgogne,,,,,,,,
