text,cluster
Comment,0
gauchement,0
Corinthe,0
sentimentale,0
colombes,0
comdienne,0
elan,1
Anzin,1
ceLA,1
Anglais,1
Hollande,1
I,1
Lausanne,1
cela',1
manche,2
franche,2
Manuscrits,2
lche,2
ANCI,2
Marsan,2
la manche,2
Nancy,2
NoUVELLE,3
"T
L
LA N0NOUVELLE",3
NO0VELLE,3
NoUvILLB,3
LA N0NOUVEL,3
LA NO0VELLE,3
N0NoUVELLE,3
I.A NOUvELLE,3
Noel,3
Somone,4
A07,4
Son,4
du morne,4
Mossoul,4
crmonie,4
z.,5
J6-,5
a7,5
A92,6
A9,6
N,6
"cri,-",7
Paris,7
A Paris,7
attrist6e,7
Parme,7
ar-,7
pAris,7
Partez,7
sondepart,7
Bovary,7
clair6,8
aimais,8
etais,8
Joubliais,8
maine,8
attirAit,8
- Nais,8
Jamais,8
C'6tait,8
l'Oise,9
Oise,9
oisivet,9
Marseillaise,9
Ia2,9
oi,9
Teloise,9
Bois,9
Is,9
NOUVELLE FRANCE,10
NOUVELLE E8FRANCE,10
College de France,10
NOUVELLE FRANCE O1,10
N0VELLE FRANCE,10
"NOUVELLE TENdANCE
- Moi",10
d'Italie,11
N0PUBLIE,11
lItalie,11
LI,11
Italie,11
Berlin,11
Clichy,11
Anatolie,11
ecoliers,11
G-.--,12
L---,12
.--.310,12
1-,12
LA N0NOUVELLE ESPERANCE,13
N0UVELLE EsPERANCE,13
N0UYELLE ESPERANCB,13
N0UYELLE ESPERANCE,13
N0tUTELLE EsSPEnRANCE,13
LA NoUVELLE ESPERANCIE,13
N0UVELLE ESPiRANCE 87,13
lA NOUVELLE ESPERANCE 8B5,13
N0UYELLE EsPRANCE 57,13
"N0UVELLE EsPRANCE
Son existence reprenait",13
N0NOUVELLE ESPERANCE,13
I0RIELLE ESPfEnRANCE,13
LA NOUvELLE ESPERANCE 2871,13
N0UVELLlL ESPERANCB,13
N0ELLE EsPERANCE,13
forceLA N0OUBLI ESPERANCE 79,13
NOYELLE ESEnRANCB,13
N0UVELLE ESPfR ANCE,13
N0ivILLE ESPERANCE,13
N0VEILL E8RANCE,13
N0UYELLE ESPERANCE 11,13
Terme,14
tetu,14
tete college,14
Etat,14
tete,14
Compte d'une Societe,14
bete,14
htel,14
Quittez,14
wo  boi.28,15
Bois de Boulogne,15
Bourgogne,15
Pologne,15
bois de hoyer,15
boules-de-neige,15
N0VELLE,16
N0UVBLLB,16
N0UYELLE,16
N0UVELLE,16
N0,16
etincelnt elLA N0UVELLE,16
N0VELL,16
M0UVELLE,16
"rue madame
Fortier",17
"rue Jean-
Bart",17
amiti6,17
"E
S",17
",,",17
port6,17
avaitvecu,18
G:;avan,18
vecu,18
cIT',18
wagon,19
Wagon,19
lagonie,19
retrouveront,20
- Montez,20
bonte,20
Singulierement,20
Remonter,20
extreme,20
Amont,20
Moindre,20
chteau,21
cruaut,21
beaut,21
au-,21
T3,22
A1,22
H,22
E,22
Passe,23
Assise,23
massif de myosotis,23
Laisse,23
Suisse,23
auSsi,23
deUrope,24
de Saxe,24
- D6cide,24
decidee,24
"chambre
deshabituee",24
deput,24
vde,24
Ferney,25
cherie,25
lErie,25
frileux,25
Pierre,25
Mont-Valerie,25
v6nerable,25
colere,25
accabl6e,26
caf,26
ca,26
cahors,26
soire,27
savoie,27
J',27
Subie,27
Soie,27
piece,27
Sois,27
precis,28
reprenez-la,28
regal,28
apre,28
Apre,28
Grece,29
Grenade,29
Florence,29
endure,29
Sincere,29
Flore,29
reuni,30
UN,30
bruni,30
lune,30
reseda,31
Bordures,31
Gravures,31
resume,31
chateau des Bordures,31
Suresnes,31
fresnes,31
lunes bleues,31
Messine,31
aequies-,31
"II

LILA",32
uniLAT,32
Il1,32
VILA,32
t4  LA,32
ILA,32
Latin,32
i-.LA,32
la252,32
ILA NOELLIE,32
y-,33
paules des cannes,33
Vosges,33
Indes,33
jardin des Vosges,33
Relle,34
Celle-l,34
"LLL

L

I


LI",34
"pas,,.elle",34
N0IUYELLB,34
poele troit,34
tulle,34
paule,34
Leurs-,34
Seville,34
N0tUELLE,34
vis-a-vis d'elle,34
lez,34
N0ELLE,34
le230,34
ELle,34
I0RIELLE,34
Nulle,34
telegruphie,34
poele,34
N0eLLE,34
Michelet,34
allegee,34
N0QUELLE,34
meles,34
"N0ELLE E9PRANCB
Elle",34
velle,34
Courbe,35
Tournon,35
Pour-,35
Touraine,35
tournon,35
tourmentait170,35
",- Nou",35
A38,36
A335,36
A3,36
A30,36
Les20,37
lesarbres,37
Alsace,37
Sales,37
Naples,37
Bengale,37
Versailles,37
Saint-Cloud,38
du Louvre,38
Louvre,38
gne,39
Espagne,39
A6,39
Allemagne,39
EsPAGNE,39
l'Espagne,39
-  Maintenant,40
mademoiselle de Fontenay,40
tenay,40
fontenay,40
"ESPRANG
Madame de Fontenay",40
sillonnaient282,40
Fontenay,40
Etonnante,40
FOntenay,40
mer d'Henri,41
mer d'Aow,41
Aow,41
feuillage du Luxembourg,42
Wurtemberg,42
Boheme,42
Luxembourg,42
Egypte,43
volupt,43
Gypte,43
Fabien,44
Tabieh Mauri,44
treizieme annee,44
rue de l'Ancienne-Pomedie,44
Eugene Marsan,44
Asie Mineure  Rien,44
Vienne,44
Asie Mineure,44
Voyez,45
nobiliaire.6,45
oeiL,45
soleil,45
N0UYEILILE,45
Lucile,45
S,46
II,46
"II
I
LA",46
"II
I",46
"II
H
I",46
Nb6us,47
mediocre,47
reponse,47
Curieuse,47
v0US,47
religieuses.7,47
creuse,47
Agrigente,48
Geneve,48
num0ns,48
