cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
-1,Caroline,United Ser-,Tho,L,ny,"L.60,000",Edinburgh,"St
John’s Lodge",GLASGOW,wero,Portobello,Monsieur D’Ambereau
0,De Cres-,Louis de Cres-,"Louis De
Crespigny",Louis,,,,,,,,
1,Rosemount Villa,Rosemount,,,,,,,,,,
2,quad-,Canada,,,,,,,,,,
3,Great Britain,Britain,Spain,,,,,,,,,
4,Agrippina,china,,,,,,,,,,
5,Limerick,rich~,,,,,,,,,,
6,Kilmarnock,Pinnock,inn,,,,,,,,,
7,Marion,Paris,,,,,,,,,,
8,LONDON,Tattersall,London,Doncaster,,,,,,,,
9,Providence,Fife,Finden,,,,,,,,,
10,Saul,Jaugh,,,,,,,,,,
11,Dublin,DUBLIN,Jacob,,,,,,,,,
12,Henry,Queensferry,,,,,,,,,,
13,Holyrood,Holyrood House,,,,,,,,,,
14,St Cecilia,ceil-,us,Leeds,nile,Australia,,,,,,
15,Hebe,Abbey,,,,,,,,,,
16,Ernest,mo,MoDERN,,,,,,,,,
17,Agnes,Agnes.,,,,,,,,,,
18,Dunbar,"Agnes
Dunbar",Agnes Dunbar,,,,,,,,,
19,Beaujolie,beaux,,,,,,,,,,
20,Seabeach,Sea,,,,,,,,,,
21,Oxford,Scorr,,,,,,,,,,
22,Argyloshire,Argyleshire,Yorkshire,,,,,,,,,
23,Charles,Bibles,,,,,,,,,,
24,Clara Novello,Clara,Olara,,,,,,,,,
25,"Clara Gran-
ville",Clara Granville,Granville,"Clara
Granville",Clara Granville’s,,,,,,,
26,"earth,—by","heart,—and","room,—a",,,,,,,,,
27,Kelso,Melton,Israel,,,,,,,,,
28,Dovetap,juve-,,,,,,,,,,
29,Shetland,Scotland,SCOTLAND,,,,,,,,,
30,Ireland,Highland,England,,,,,,,,,
31,Srveran,Geranium,,,,,,,,,,
32,the arbour,Courant,,,,,,,,,,
