cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9
0.0,Fuddleston,Osbaldiston,Middlesex,,,,,,,
1.0,Yellowjack,Glowry,Zwieback,,,,,,,
2.0,Cambridge,Camberwell,Knightsbridge,Sambo,,,,,,
3.0,Kibobjee,Injee,,,,,,,,
4.0,Easter,East,Stere,Jupiter,,,,,,
5.0,Wild,Wildbad,Kildare,,,,,,,
6.0,St. Kitt’s,Saint Kitt’s,St. Kitts,,,,,,,
7.0,Kew Gardens,"Covent Garden
                        Market",the Aurelius Garden,Kensington Gardens,,,,,,
8.0,Brazil,Brava,Bramah,,,,,,,
9.0,Prussia,kiss,Russia,the Russian Order of Saint Nicholas,,,,,,
10.0,Silenus,Blenheim,Tiler,Nile,Venus,,,,,
11.0,Pompeii,"compliments,—if",Omphale,pomatum,Boompjes,Pompadour,,,,
12.0,St. Martin’s,St. Martin’s Lane,St. Mary’s,,,,,,,
13.0,the Latin Grammar,the dark sea,Latin,the Green Avenue,,,,,,
14.0,Levant,Hants,Vanity,Vivandière,,,,,,
15.0,Carmarthenshire,Athens,Devonshire,Armada,,,,,,
16.0,Holland,Hollyock,Wollah,,,,,,,
17.0,interest;)—if,Dearest George,St. George’s,Dearest,Greek Georgy,,,,,
18.0,Sugar,Kangaroo,Trafalgar,Garter,the Niagara cataract,,,,,
19.0,Rebeca,Rebecca,Quebec,,,,,,,
20.0,Provence,Providence,protégée,,,,,,,
21.0,Gaunt Street,Gaunt,New Gaunt Street,Great Gaunt Street,Gaunt Square,,,,,
22.0,Maria,Mars,Caffraria,Marriages,Bulgaria,,,,,
23.0,Desert,Destiny,,,,,,,,
24.0,Tape,Cape,Cape Town,,,,,,,
25.0,Billingsgate,Ramsgate,Margate,,,,,,,
26.0,Lausanne,Cannes,Canada,,,,,,,
27.0,Grand Mogul,Gray,Grady,Geography,"prayers,—oh",,,,,
28.0,Clapham,Higham,Clapp,Fulham,,,,,,
29.0,Morocco,morocco,,,,,,,,
30.0,Rawdons,Rawdon Crawley,CRAWLEY,Crawley,Rawdon,,,,,
31.0,Hâtel du Parc,Parc,,,,,,,,
32.0,"Stillbrook, Becky",Stillbrook,Becky,,,,,,,
33.0,turkey,Turkey,,,,,,,,
34.0,Glorvina,china,China,Maraschino,,,,,,
35.0,Hornsey,Horn,,,,,,,,
36.0,Babylon,Ballymalony,Malonys,Glenmalony,Saxony,,,,,
37.0,Faithful,Fairs,Smithfield,,,,,,,
38.0,Helvellyn,Macmurdo,Machiavellian,,,,,,,
39.0,Belgium,Belgravia,Ilium,,,,,,,
40.0,Munich,Munoz,Venice,,,,,,,
41.0,Peninsula,Nineveh,Consul,,,,,,,
42.0,Belle,"bell,—if",Chapelle,,,,,,,
43.0,Buxton,Wealth,Alton,Stilton,,,,,,
44.0,Bloomsbury,Canterbury,Mudbury,Highbury Barn,,,,,,
45.0,Severe,Dover,Sovereigns,,,,,,,
46.0,Metternich,Ricketts,Gazette,Rotterdam,Debrett,,,,,
47.0,Avernus,Talavera,Silvery,,,,,,,
48.0,Spain,Mount Saint John,Saint Jean,Maintenon,Saint Jams,,,,,
49.0,Siberia,Whitefriars,Syriac,Vittoria,Egeria,,,,,
50.0,the Valley of Diamonds,Black Bess,the Black Diamond,Richmond,the Black Hole,,,,,
51.0,Temple,the Temple of Concord,the Whole Duty,the Duke of York,the Cape of Good Hope,,,,,
52.0,Red Seas,red scarfs,scarfs,,,,,,,
53.0,Manchester,Salamanca,Rochester,,,,,,,
54.0,the West End,West End,West End Swell,"West End hotels,—nevertheless",,,,,,
55.0,Curio Street,Curzon,Curzon Street,Greek Street,Threadneedle Street,,,,,
56.0,Osnaburgh,Strasburg,Snaily,Edinburgh,,,,,,
57.0,Bierstadt,Oystherstown,Booterstown,,,,,,,
58.0,Bundlegunge,Cato,Dundas,Golconda,,,,,,
59.0,Kalydor,monsignori,Monsieur Isidor,Monsieur,Isidor,,,,,
60.0,Frenchmen,Trenck,Florence,,,,,,,
61.0,Wittgenstein,Steyne,Ste,Ostend,,,,,,
62.0,Arcadia,Piccadilly,Squills,,,,,,,
63.0,Cracksman,Crackenbury,Laeken,,,,,,,
64.0,Mosquetaires Gris,Queen,Moscow,,,,,,,
65.0,Fitzjurld,britzska,Toeplitz,,,,,,,
66.0,Grocer,Roc,,,,,,,,
67.0,Kingdom,Abingdon,,,,,,,,
68.0,Bay,Bombay,,,,,,,,
69.0,Feltham,Chatham,Thames,Thames St.,,,,,,
70.0,"night,—and",handkerchiefs,Sands,”—And,quarters.—And,,,,,
71.0,White Hermitage,Herod,her?—no,sir?—yes,,,,,,
72.0,Bethesda Place,"place,—in",,,,,,,,
73.0,Versailles,Wales,Gillespie,Achilles,,,,,,
74.0,Spiggot,sospiri,Empire,,,,,,,
75.0,Africa,America,Jericho,Jamaica,,,,,,
76.0,thou,Houri,Methodist,Thomson,,,,,,
77.0,Oxford,Bedad,Bedford,Brentford,Sandford,,,,,
78.0,Prague,Ireland,the Peerage of Ireland,Peerage,Except Ireland,,,,,
79.0,Ghent,Continent,Bantings,,,,,,,
80.0,Portsmouth,Oporto,Porteus,Port,Fort,Portansherry,,,,
81.0,XXXIII,XXII,,,,,,,,
82.0,Bullock,Shylock,Bulbul,,,,,,,
83.0,St. Michael of Pumpernickel,St. Vincent’s,St.,St. Acheul,St. Just,St. Leger,,,,
84.0,Alderney,Loder,Ramchunder,Derby,Lederlung,,,,,
85.0,Orleans,Egalité Orleans,Regan,New Orleans,,,,,,
86.0,Bagshot,Archbishop,Show,,,,,,,
87.0,Schlossberg,Schwartzenberg,Hardenberg,,,,,,,
88.0,Roehampton,Southampton Row,Swampton,Southampton,Brompton,Southampton Gaol,South,,,
89.0,Osborne,Cornelia,Holborn,,,,,,,
90.0,Corydon,Ravdonn,Circuit?—Don’t,n’t,Pardon,Radon,Wimbledon,,,
91.0,the Russell Square,Brussels,Sussex,,,,,,,
92.0,Montmorency,Montmirail,Trail,Montcalm,,,,,,
93.0,France,Lance,,,,,,,,
94.0,Marengo,Mango,Indulging,Jingo,,,,,,
95.0,Malmsey,Madeira,Malmsey-Madeira,,,,,,,
96.0,Hyde Park,Park,Hyde Park Gardens,the Hyde Park,,,,,,
97.0,Europe,Perdita,Opera,Demerara,Persia,,,,,
98.0,Coventry,the Cannibal Islands,the South Sea Islands,Long Island,Coventry Island,Island,,,,
99.0,Louis XVIII,XXVII,,,,,,,,
100.0,London,LONDON,London City,Londonderry,,,,,,
101.0,Major,Meejor,,,,,,,,
102.0,"Brighton?—for
                        Brighton",Brighton,,,,,,,,
103.0,Elba,Albums,Germany,Albany,,,,,,
104.0,Loyola,hosses,Molasses,Nassau,,,,,,
105.0,St. Helena,Jena,Saint Helena,Helena,,,,,,
106.0,Great,Britain,Great Britain,,,,,,,
107.0,the City of London,the County Cork,the City,the Free City of Judenstadt,the City of,,,,,
108.0,Troy,Royal,the Rue Royale,,,,,,,
109.0,Cognac,Cologne,Boulogne,,,,,,,
110.0,Simeon,Walpole,Napoleon,,,,,,,
111.0,Anglais,Pall Mall,Palermo,Palais,Monplaisir,,,,,
112.0,the Prince Regent’s,the Red Book,the Prince Regent,the Prince of Wales,Prince Charles,,,,,
113.0,Asia,the Strait-Waistcoat,Austria,Australasia,,,,,,
114.0,Quashyboos,Castle,Cashmere,,,,,,,
115.0,West,Wesleyan,Lewes,Cowes,,,,,,
116.0,St. James’s Street,St. James’s Park,,,,,,,,
117.0,Pump,Madame Strumpff,Trumpet,Truth,Strumpff,,,,,
118.0,Goddem,Podder,,,,,,,,
119.0,Chaffers,Argos,Pharaoh,Charlotte,Chargé,,,,,
120.0,inn,Thavies Inn,Inn,Inn of mornings,,,,,,
121.0,Camelot,Amelia,Dearest Amelia,Melibœus,,,,,,
122.0,Rector,Rio Janeiro,History,Timbuctoo,Rectory?—their,,,,,
123.0,Quarrel,Surrey,Warren,,,,,,,
124.0,Which,Medulla,Tuffin,Harwich,Greenwich,Dulwich,,,,
125.0,Sultan,Neapolitan,Britannia,Iphigenia,Titania,Italy,,,,
126.0,Leipzig,Leipzi,,,,,,,,
127.0,Christchurch,Parisot,Pariser Hof,Paris,,,,,,
128.0,Turnham,Cheltenham,,,,,,,,
129.0,Cribb,Jibbs,Hobbs,,,,,,,
130.0,Chiswick,Bruges,Brunswick,,,,,,,
131.0,Gulielmo,Regulus,Gulf San Juan,gulf,,,,,,
132.0,Wiesbaden,Leadenhall,Baden Baden,Baden,,,,,,
133.0,Flanders,Newfoundland,Switzerland,Friedland,Scotland,Atlantic,Portland,she’s,Shetland,Poland
134.0,Tuileries,Janizaries,Pineries,Goneril,,,,,,
135.0,Johnes,Mount St.,Mount St. John,St. John’s Wood,,,,,,
136.0,Ringwood,Long Acre,Longwood,,,,,,,
137.0,Eagles,twenty eagles,,,,,,,,
138.0,Colony,Polonia,Cavendish Square,English Colonies,Popish,,,,,
139.0,the New Road,Leeds,Madras,the Madras Roads,,,,,,
140.0,Cutts,Calumny,Calcutta,,,,,,,
141.0,St. Pancras,Peterwaradin,St. Petersburg,St. Peter’s,Puppets,,,,,
142.0,meet City,us City,City,,,,,,,
143.0,Dob,Binkie,Miss.,Dobbin,Madame Bobbin,,,,,
144.0,Washington,Islingtontown,Wellingtons,Kensington,Wellington,,,,,
145.0,swan,Waterloo,Bayswater,,,,,,,
146.0,York,New York Demagogue,Cork,New York,,,,,,
147.0,England,Bengal,Old Burcke,Old England,,,,,,
148.0,Potentate,Butes,States,,,,,,,
149.0,Naples,écarté,Japan,Bonaparty,,,,,,
150.0,Talleyrand,Begleitung,motley,Finchley,Boggley,,,,,
151.0,beaux,Bordeaux,,,,,,,,
152.0,Faro,Bareacres,Bart,Boney,Baronet,,,,,
153.0,Flint,Ballinasloe,Dublin,,,,,,,
154.0,Dresden,Windsor,golden auburn,Minden,,,,,,
155.0,the Pincian Hill,Music,Denmark Hill,Cornhill,Philip,Muswell Hill,,,,
156.0,West Indies,East Indiaman,West Indian,India,East India,"the
                        West Indies",West India,the West Indies,,
157.0,Hampshire,Buckinghamshire,Ladyship,Somersetshire,Wiltshire,Yorkshire,Rome,Yorkshire and Somersetshire,,
158.0,Batavier,Brienne,Amiens,Vienna,,,,,,
159.0,Bourgeois,Burschen,Tours,,,,,,,
