cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220
-1,Zwieback,Boompjes,Holland,Fairs,Janizaries,Higham,Devonshire,Bruges,sospiri,Burschen,Salamanca,Minden,Montmirail,Montcalm,Italy,Ricketts,H.H.,handkerchiefs,Jamaica,La,the Niagara cataract,Dundas,the Strait-Waistcoat,Bedad,Opera,Johnes,Wollah,Loyola,Cavendish Square,St. Leger,Prague,Vivandière,Gayd,the Red Book,Bonaparty,Sultan,Bramah,Mosquetaires Gris,Binkie,Grand Mogul,pomatum,Perdita,the Whole Duty,protégée,the South Sea Islands,Washington,Yellowjack,Turnham,Buckinghamshire,Machiavellian,Cornhill,Rio Janeiro,Camberwell,Pardon,Armada,Geography,Methodist,Rome,Timbuctoo,Bundlegunge,St. John’s Wood,Babylon,South,byoo,the Cannibal Islands,Debrett,Squills,Flanders,"compliments,—if","prayers,—oh",Syriac,Hants,Windsor,Kunz,Nassau,Kangaroo,Truth,Bantings,Moscow,Spiggot,Cashmere,Toeplitz,Butes,Club,Jena,Helvellyn,Park,Gaunt Square,Hollyock,Japan,"Covent Garden
                        Market",Bourgeois,Chargé,sir?—yes,Continent,St. Michael of Pumpernickel,Poland,Ballinasloe,the Duke of York,Muswell Hill,the dark sea,the Green Avenue,swan,Wittgenstein,Surrey,Bowls,Rotterdam,Jupiter,Saxony,Cork,O’Dowd,golden auburn,Ramchunder,Fulham,Venice,Switzerland,Bengal,Bolkum,the Cape of Good Hope,Metternich,Pharaoh,Trail,Boney,Long Acre,St. Acheul,India,St. Vincent’s,Athens,Nile,Sambo,Which,Wiltshire,she’s,interest;)—if,Palermo,Calumny,"West End hotels,—nevertheless",Ghent,Chaffers,Canada,Old Burcke,Atlantic,Esq,Quashyboos,Europe,Empire,Indulging,Ladyship,Omphale,English Colonies,Polonia,Leeds,West Indies,Pall Mall,Wimbledon,Desert,Fitzjurld,Osbaldiston,R.A.,Cato,Golconda,Wales,Nineveh,Colony,Dresden,Macmurdo,Destiny,Carmarthenshire,Charlotte,Blenheim,britzska,Puppets,Levant,Begleitung,Simeon,Spain,Vittoria,Germany,Argos,Lederlung,Gaunt,the Russian Order of Saint Nicholas,Snaily,Naples,Demerara,Monplaisir,Maintenon,Montmorency,West,the Pincian Hill,MR,Pump,Castle,the Aurelius Garden,History,Peterwaradin,Christchurch,the County Cork,Sands,Medulla,Portansherry,Trafalgar,motley,C.B.,Strasburg,Neapolitan,Tiler,Fort,Talleyrand,Bareacres,Denmark Hill,Cheltenham,Greek Georgy,Boggley,Sugar,Hampshire,Cornelia,Gazette,Vanity,Albums,Alderney
0,Noir,Munich,Nob,No.90,Munoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Dob,Dobbin,Madame Bobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Strumpff,Trumpet,Madame Strumpff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Harwich,Dulwich,Greenwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Billingsgate,Ramsgate,Margate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Marriages,Mars,Maria,Bulgaria,Caffraria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Egeria,Siberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,St. Just,St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Mount Saint John,Mount St.,Mount St. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
