cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,Russia,Prussia,the Russian Order of Saint Nicholas,Brussels,,,,,,,,,
1,Zwieback,Yellowjack,Cracksman,,,,,,,,,,
2,Gaunt Street,Gaunt,Great Gaunt Street,Glowry,New Gaunt Street,,,,,,,,
3,Leipzi,Leipzig,Butes,Begleitung,,,,,,,,,
4,the Black Diamond,Music,Black Bess,d’hôte,the Black Hole,the Valley of Diamonds,No.90,,,,,,
5,Porteus,Oporto,Portsmouth,Portansherry,Port,,,,,,,,
6,Noir,East,Easter,Castle,,,,,,,,,
7,Salamanca,Jamaica,Germany,Mango,,,,,,,,,
8,Minden,Windsor,Dob,Dresden,,,,,,,,,
9,Strumpff,Trumpet,Truth,Madame Strumpff,Pump,,,,,,,,
10,Rawdon,Rawdon Crawley,Japan,Rawdons,Crawley,C.B.,CRAWLEY,,,,,,
11,Melibœus,Amelia,Camelot,Dearest Amelia,Cornelia,,,,,,,,
12,Morocco,Grocer,morocco,Roc,,,,,,,,,
13,Dublin,Ballinasloe,Flint,,,,,,,,,,
14,Dundas,Bundlegunge,sir?—yes,,,,,,,,,,
15,Kew Gardens,Gayd,"Covent Garden
                        Market",Kensington Gardens,the Aurelius Garden,,,,,,,,
16,Podder,Loder,Ramchunder,Lederlung,Derby,Alderney,,,,,,,
17,West End,XX,"West End hotels,—nevertheless",the West End,West End Swell,,,,,,,,
18,Thomson,Methodist,thou,,,,,,,,,,
19,Bruges,Brunswick,Chiswick,Laeken,,,,,,,,,
20,Ireland,Faithful,M.P.,Except Ireland,the Peerage of Ireland,,,,,,,,
21,Holland,Wollah,Hollyock,Medulla,XXVII,,,,,,,,
22,Cavendish Square,Nassau,Gaunt Square,the Russell Square,Quashyboos,Popish,,,,,,,
23,Cannes,Canada,Lausanne,,,,,,,,,,
24,Parc,Bonaparty,Bolkum,Arcadia,Hâtel du Parc,,,,,,,,
25,nubibus,St. Leger,St. Just,St. Acheul,St. Vincent’s,Injee,St.,,,,,,
26,Cambridge,Camberwell,Sambo,XXII,,,,,,,,,
27,Alton,she’s,Osbaldiston,Rosa,Buxton,Fuddleston,,,,,,,
28,Bedford,Bordeaux,Brentford,Sandford,Fort,Oxford,Miss.,,,,,,
29,Bart,écarté,scarfs,Kunz,,,,,,,,,
30,H.H.,France,Lance,,,,,,,,,,
31,Old England,England,Bowls,Bengal,,,,,,,,,
32,Stilton,Stillbrook,"Stillbrook, Becky",,,,,,,,,,
33,Philip,Cornhill,Squills,Piccadilly,Muswell Hill,Cork,the Pincian Hill,Denmark Hill,,,,,
34,Bay,Bombay,,,,,,,,,,,
35,the Free City of Judenstadt,the City,the City of,Ilium,Desert,Macmurdo,the County Cork,the City of London,,,,,
36,Rebecca,Mosquetaires Gris,Quebec,Queen,Rebeca,Becky,,,,,,,
37,St. Martin’s,Tuffin,St. Michael of Pumpernickel,St. Mary’s,St. Martin’s Lane,,,,,,,,
38,Saint Jean,Saint Jams,Saint Kitt’s,Spain,Maintenon,,,,,,,,
39,inn,Inn,Thavies Inn,,,,,,,,,,
40,"place,—in",Bethesda Place,,,,,,,,,,,
41,St. Peter’s,St. Petersburg,Puppets,Peterwaradin,St. Pancras,,,,,,,,
42,Chapelle,"bell,—if",Belle,Helvellyn,Belgium,Louis XVIII,,,,,,,
43,Sultan,Peninsula,Iphigenia,Venice,Nineveh,Consul,,,,,,,
44,La,Washington,Machiavellian,Wellington,Wellingtons,Kensington,Islingtontown,,,,,,
45,Marriages,Syriac,Egeria,Austria,Siberia,Vittoria,Whitefriars,MR,,,,,
46,Montcalm,Calcutta,Meejor,Calumny,Esq,,,,,,,,
47,St. James’s Park,Hyde Park,Park,Hyde Park Gardens,the Hyde Park,,,,,,,,
48,Stere,Manchester,Rochester,interest;)—if,,,,,,,,,
49,St. Kitts,St. Kitt’s,Cutts,,,,,,,,,,
50,Opera,Prague,Peerage,,,,,,,,,,
51,Malonys,Saxony,Glenmalony,R.A.,Ballymalony,,,,,,,,
52,Baden,M.D.,Baden Baden,Wiesbaden,Leadenhall,,,,,,,,
53,Lewes,Cato,West,Cowes,,,,,,,,,
54,sospiri,Spiggot,O’Dowd,,,,,,,,,,
55,Baronet,Boney,Faro,kiss,Bareacres,,,,,,,,
56,Ravdonn,Pardon,byoo,Circuit?—Don’t,Abingdon,Corydon,Wimbledon,Radon,,,,,
57,Gulielmo,gulf,Regulus,Regan,Gulf San Juan,,,,,,,,
58,Rectory?—their,Timbuctoo,Rector,Simeon,History,,,,,,,,
59,Kibobjee,Royal,Troy,,,,,,,,,,
60,the Prince Regent,Prince Charles,the Prince Regent’s,the Prince of Wales,,,,,,,,,
61,Janizaries,Pineries,Tuileries,Tiler,,,,,,,,,
62,New York,York,the Duke of York,New York Demagogue,,,,,,,,,
63,Bramah,Albany,Brazil,Brava,,,,,,,,,
64,Fairs,Osnaburgh,Edinburgh,golden auburn,Old Burcke,Strasburg,,,,,,,
65,Italy,Britannia,Titania,Neapolitan,,,,,,,,,
66,Smithfield,Chargé,Pharaoh,Charlotte,Argos,,,,,,,,
67,Thames St.,Chatham,Thames,XXXIII,Feltham,Munoz,,,,,,,
68,Swampton,Roehampton,South,Brompton,Southampton Row,Southampton,Southampton Gaol,,,,,,
69,Temple,Empire,the Temple of Concord,,,,,,,,,,
70,Johnes,Mount Saint John,St. John’s Wood,Mount St.,Mount St. John,,,,,,,,
71,the South Sea Islands,the Cannibal Islands,Long Island,Coventry Island,Coventry,Island,,,,,,,
72,Loyola,Sussex,Australasia,Molasses,hosses,,,,,,,,
73,Pariser Hof,Paris,Parisot,Christchurch,,,,,,,,,
74,Amiens,Brienne,Vienna,Batavier,,,,,,,,,
75,St. George’s,Dearest George,Dearest,Greek Georgy,,,,,,,,,
76,Bedad,Bagshot,Archbishop,Show,,,,,,,,,
77,Clapham,Higham,Turnham,Ems,Fulham,Cheltenham,,,,,,,
78,Kildare,Wild,Wildbad,,,,,,,,,,
79,Jingo,Ringwood,Bantings,Kingdom,Indulging,Caen,,,,,,,
80,Bierstadt,Oystherstown,Booterstown,,,,,,,,,,
81,Great,Great Britain,Britain,,,,,,,,,,
82,St. James’s Street,Greek Street,Curio Street,P.S.,Curzon,Threadneedle Street,Curzon Street,,,,,,
83,twenty eagles,Eagles,Middlesex,Wales,Naples,,,,,,,,
84,Montmirail,the Strait-Waistcoat,Trail,Snaily,,,,,,,,,
85,Napoleon,Walpole,,,,,,,,,,,
86,Babylon,Longwood,Long Acre,,,,,,,,,,
87,Isidor,Soho,Kalydor,,,,,,,,,,
88,Londonderry,LONDON,London City,London,Golconda,,,,,,,,
89,Cape Town,Tape,the Cape of Good Hope,Cape,,,,,,,,,
90,turkey,Turkey,,,,,,,,,,,
91,Monsieur Isidor,Monsieur,Europe,monsignori,,,,,,,,,
92,Rio Janeiro,Armada,Malmsey-Madeira,Madeira,Malmsey,,,,,,,,
93,States,Waterloo,swan,Jupiter,Bayswater,,,,,,,,
94,Shetland,Flanders,Poland,Portland,Switzerland,Friedland,Scotland,Atlantic,Newfoundland,,,,
95,Harwich,Dulwich,Greenwich,,,,,,,,,,
96,Perdita,"prayers,—oh",Asia,Persia,Chaffers,,,,,,,,
97,Potentate,Burschen,"compliments,—if",Athens,Ghent,,,,,,,,
98,Clapp,Osborne,Hornsey,Horn,Holborn,Inn of mornings,,,,,,,
99,Versailles,Achilles,Major,Gillespie,,,,,,,,,
100,Club,Dover,us,Avernus,Silvery,Talavera,Sovereigns,Severe,,,,,
101,Continent,Latin,Destiny,,,,,,,,,,
102,Moscow,Wittgenstein,Cribb,Ste,Ostend,Steyne,,,,,,,
103,handkerchiefs,"night,—and",”—And,quarters.—And,n’t,Sands,,,,,,,
104,Bulbul,Bullock,Shylock,,,,,,,,,,
105,Toeplitz,Fitzjurld,britzska,,,,,,,,,,
106,Devonshire,Buckinghamshire,Rome,Somersetshire,Wiltshire,Ladyship,Leeds,Yorkshire and Somersetshire,Yorkshire,Carmarthenshire,Elba,Hampshire,Albums
107,the Red Book,red scarfs,Red Seas,,,,,,,,,,
108,Cologne,English Colonies,Polonia,Colony,,,,,,,,,
109,Maria,Bulgaria,Caffraria,,,,,,,,,,
110,New Orleans,Egalité Orleans,Orleans,,,,,,,,,,
111,Trenck,Florence,Frenchmen,Montmorency,,,,,,,,,
112,china,China,Glorvina,Maraschino,,,,,,,,,
113,Vivandière,Hants,Levant,Vanity,,,,,,,,,
114,Boompjes,Tours,pomatum,Bourgeois,Pompeii,Omphale,Pompadour,Houri,,,,,
115,protégée,Providence,Provence,,,,,,,,,,
116,Billingsgate,Mars,Ramsgate,Margate,,,,,,,,,
117,Surrey,Marengo,Warren,Quarrel,,,,,,,,,
118,Hardenberg,Schwartzenberg,Schlossberg,,,,,,,,,,
119,Boulogne,Cognac,,,,,,,,,,,
120,Saint Helena,St. Helena,Jena,Helena,,,,,,,,,
121,Highbury Barn,Bloomsbury,Canterbury,Crackenbury,Mudbury,,,,,,,,
122,Goddem,Cashmere,Jibbs,Demerara,,,,,,,,,
123,Belgravia,Grand Mogul,Geography,Wealth,Grady,Gray,,,,,,,
124,meet City,City,us City,,,,,,,,,,
125,the Niagara cataract,the Latin Grammar,the Whole Duty,the Rue Royale,the New Road,Madras,the dark sea,the Green Avenue,the Madras Roads,,,,
126,America,Goneril,Munich,Which,Richmond,Africa,Jericho,,,,,,
127,Finchley,Wesleyan,motley,Talleyrand,Boggley,,,,,,,,
128,Binkie,Hobbs,Dobbin,Madame Bobbin,,,,,,,,,
129,Anglais,Palermo,Pall Mall,Jos,Monplaisir,Palais,,,,,,,
130,Herod,White Hermitage,Jemima,her?—no,,,,,,,,,
131,Knightsbridge,"Brighton?—for
                        Brighton",Brighton,,,,,,,,,,
132,Nob,beaux,,,,,,,,,,,
133,Kangaroo,Garter,Trafalgar,Sugar,,,,,,,,,
134,East India,East Indiaman,"the
                        West Indies",West Indian,India,West Indies,the West Indies,West India,,,,,
135,Ricketts,Debrett,Rotterdam,Metternich,Gazette,,,,,,,,
136,Venus,Nile,Blenheim,Silenus,,,,,,,,,
